;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/mech_LIPC_gun_extreme;Integration of newer harmonic oscillators and quantum tuning systems adds even greater damage potential to LIPC Guns.;;;;;;;;;
gui/menu/inventory/weapon_name/heavy_acid_blaster;Heavy Acid Blaster;;;;;;;;;
gui/menu/inventory/weapon_charge_description/heavy_acid_blaster;Supercharge operating pressures for higher damage at cost of greater ammo usage.;;;;;;;;;
gui/menu/research/name/mech_heavy_acid_blaster_standard;Heavy Acid Blaster - Standard;;;;;;;;;
gui/menu/research/name/mech_heavy_acid_blaster_advanced;Heavy Acid Blaster - Advanced;;;;;;;;;
gui/menu/research/name/mech_heavy_acid_blaster_superior;Heavy Acid Blaster - Superior;;;;;;;;;
gui/menu/research/name/mech_heavy_acid_blaster_extreme;Heavy Acid Blaster - Extreme;;;;;;;;;
gui/menu/research/description/mech_heavy_acid_blaster_standard;Development into chemical kinematics and metallo-rhodonite metallurgy enable creation of Heavy Acid Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_acid_blaster_advanced;Redesigned reaction vessels and integrated turbo-pumps increase fluidic damage output of Heavy Acid Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_acid_blaster_superior;Introduction of nano-engineered palladio-rhodonite alloys further boosts refire rate and burst potential of Heavy Acid Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_acid_blaster_extreme;Addition of newer antimonic-rhodonite composite alloys and reactive hydrogenation compounds further improve Heavy Acid Blasters.;;;;;;;;;
gui/menu/inventory/weapon_name/heavy_cryo_blaster;Heavy Cryo Blaster;;;;;;;;;
gui/menu/inventory/weapon_charge_description/heavy_cryo_blaster;Super quench cryogenic circuits of the weapon for greater damage at cost of higher ammo consumption.;;;;;;;;;
gui/menu/research/name/mech_heavy_cryo_blaster_standard;Heavy Cryo Blaster - Standard;;;;;;;;;
gui/menu/research/name/mech_heavy_cryo_blaster_advanced;Heavy Cryo Blaster - Advanced;;;;;;;;;
gui/menu/research/name/mech_heavy_cryo_blaster_superior;Heavy Cryo Blaster - Superior;;;;;;;;;
gui/menu/research/name/mech_heavy_cryo_blaster_extreme;Heavy Cryo Blaster - Extreme;;;;;;;;;
gui/menu/research/description/mech_heavy_cryo_blaster_standard;Research into ferdonite physiochemistries and ironium-cobalt metallurgy allow introduction of Heavy Cryo Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_cryo_blaster_advanced;Improved condensate cooling circuits and cryogenic power systems enable better coherency of Heavy Cryo Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_cryo_blaster_superior;Addition of vortex accelerators and cobalt-ferdonite superconductors lead to increased effectiveness of Heavy Cryo Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_cryo_blaster_extreme;Minaturization and integration of cobalt-ferdonite nano-alloys into structural elements further boost damage of Heavy Cryo Blasters.;;;;;;;;;
gui/menu/inventory/weapon_name/heavy_magma_blaster;Heavy Magma Blaster;;;;;;;;;
gui/menu/inventory/weapon_charge_description/heavy_magma_blaster;Turbocharge onboard cyclonic thermal injectors for higher damage at cost of higher ammo consumption.;;;;;;;;;
gui/menu/research/name/mech_heavy_magma_blaster_standard;Heavy Magma Blaster - Standard;;;;;;;;;
gui/menu/research/name/mech_heavy_magma_blaster_advanced;Heavy Magma Blaster - Advanced;;;;;;;;;
gui/menu/research/name/mech_heavy_magma_blaster_superior;Heavy Magma Blaster - Superior;;;;;;;;;
gui/menu/research/name/mech_heavy_magma_blaster_extreme;Heavy Magma Blaster - Extreme;;;;;;;;;
gui/menu/research/description/mech_heavy_magma_blaster_standard;Development into energetic ferdonite reactions and titanium super-insulators lead to creation of Heavy Magma Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_magma_blaster_advanced;Redesigned thermal reaction vessel and electromagnetic pumping circuits allow better refire rate and stability of Heavy Magma Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_magma_blaster_superior;Addition of specially-engineered titano-ferdonite composite alloys and thermal superconductors further boost Heavy Magma Blasters' damage.;;;;;;;;;
gui/menu/research/description/mech_heavy_magma_blaster_extreme;Introduction of thermal metamaterial siphons and redesigned titano-ferdonite alloy structural elements increase damage of Heavy Magma Blasters.;;;;;;;;;
gui/menu/inventory/weapon_name/heavy_gravity_blaster;Heavy Gravity Blaster;;;;;;;;;
gui/menu/inventory/weapon_charge_description/heavy_gravity_blaster;Overclock gravity accelerator matrices to amplify damage at cost of using more ammunition.;;;;;;;;;
gui/menu/research/name/mech_heavy_gravity_blaster_standard;Heavy Gravity Blaster - Standard;;;;;;;;;
gui/menu/research/name/mech_heavy_gravity_blaster_advanced;Heavy Gravity Blaster - Advanced;;;;;;;;;
gui/menu/research/name/mech_heavy_gravity_blaster_superior;Heavy Gravity Blaster - Superior;;;;;;;;;
gui/menu/research/name/mech_heavy_gravity_blaster_extreme;Heavy Gravity Blaster - Extreme;;;;;;;;;
gui/menu/research/description/mech_heavy_gravity_blaster_standard;Research into gravity accelerator minaturization and improved power systems lead to creation of Heavy Gravity Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_gravity_blaster_advanced;Introduction of more compact gravity stabilization matrices allow increase of potential damage of Heavy Gravity Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_gravity_blaster_superior;Discovery of new gravitomagnetic principles and improved palladio-ferdonite alloys enable higher Heavy Gravity Blasters' efficiencies.;;;;;;;;;
gui/menu/research/description/mech_heavy_gravity_blaster_extreme;Addition of gravitic stabilizers and compressed palladio-ferdonite alloy elements increase lethality of Heavy Gravity Blasters.;;;;;;;;;
gui/menu/inventory/weapon_name/heavy_radio_blaster;Heavy Radio Blaster;;;;;;;;;
gui/menu/inventory/weapon_charge_description/heavy_radio_blaster;Overcharge blaster's synchrotron to boost damage at cost of using more ammunition.;;;;;;;;;
gui/menu/research/name/mech_heavy_radio_blaster_standard;Heavy Radio Blaster - Standard;;;;;;;;;
gui/menu/research/name/mech_heavy_radio_blaster_advanced;Heavy Radio Blaster - Advanced;;;;;;;;;
gui/menu/research/name/mech_heavy_radio_blaster_superior;Heavy Radio Blaster - Superior;;;;;;;;;
gui/menu/research/name/mech_heavy_radio_blaster_extreme;Heavy Radio Blaster - Extreme;;;;;;;;;
gui/menu/research/description/mech_heavy_radio_blaster_standard;Discovery of novel urano-tanzanite plasmoid kinematics and repeatable triggers allow creation of Heavy Radio Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_radio_blaster_advanced;Addition of redesigned refractors and collimators ensure plasmoid coherency and therefore boost damage of Heavy Radio Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_radio_blaster_superior;Introduction of more compact particle refractors and urano-tanzanite nano-alloys enable higher efficiencies of Heavy Radio Blasters.;;;;;;;;;
gui/menu/research/description/mech_heavy_radio_blaster_extreme;Greater incorporation of complex tanzanite mass fractions and redesigned particle collimators boost damage output of Heavy Radio Blasters.;;;;;;;;;
gui/menu/inventory/stat_name/damage_type_radiation;Radiation damage;;;;;;;;;
gui/menu/inventory/stat_name/damage_over_time_radiation;Radiation damage over time;;;;;;;;;
gui/menu/inventory/stat_name/damage_type_gravity;Gravity damage;;;;;;;;;
gui/menu/inventory/stat_name/damage_over_time_gravity;Gravity damage over time;;;;;;;;;
gui/menu/inventory/stat_name/ammo_homing;Ammo homing;;;;;;;;;
gui/menu/research/category_EA_structures_research;Expanded Arsenal Structures Research;;;;;;;;;;;
gui/menu/research/category_EA_weapons_research;Expanded Arsenal Equipment Research;;;;;;;;;;;
gui/hud/building_description/nuclear_powerplant;Generates huge amount of energy using uranium. Produces radioactive gas as byproduct. Requires constant water or supercoolant to function.;;;;;;;;;
resource_name/voidinite_vein;Voidinite Ore;;;;;;;;;
resource_name/voidinite_ore;Raw Voidinite;;;;;;;;;
resource_name/acid_vent;Acid Vent;;;;;;;;;
resource_name/acid_rift;Acid Vent;;;;;;;;;
resource_name/magma_vent;Magma Vent;;;;;;;;;
resource_name/magma_well;Magma Vent;;;;;;;;;
resource_name/supercoolant_vent;Supercoolant Vent;;;;;;;;;
resource_name/supercoolant_geyser;Supercoolant Vent;;;;;;;;;
gui/hud/building_name/pipe_junction;Pipe Junction;;;;;;;;;
gui/hud/building_description/morphium_powerplant;Harnesses natural decay of morphium to produce energy and special byproducts.;;;;;;;;;
gui/hud/building_description/pipe_junction;Four-sided pipe junction capable of simultaneously routing two fluid streams from different pipelines.;;;;;;;;;
gui/hud/building_name/acid_refinery;Acid Refinery;;;;;;;;;
gui/hud/building_description/acid_refinery;Special building that extracts sludge from acid vents.;;;;;;;;;
gui/hud/building_name/magma_lifter;Magma Lifter;;;;;;;;;
gui/hud/building_description/magma_lifter;Specialized extractor that produces magma from magma vents.;;;;;;;;;
gui/hud/building_name/supercoolant_siphon;Supercoolant Siphon;;;;;;;;;
gui/hud/building_description/supercoolant_siphon;Special building that extracts supercoolant from supercoolant vents.;;;;;;;;;
gui/hud/building_name/voidinite_centrifuge;Voidinite Centrifuge;;;;;;;;;
gui/hud/building_description/voidinite_centrifuge;Specialized centrifuge able to process Voidinite into other resources.;;;;;;;;;
gui/menu/research/name/advanced_extraction_lvl1;Advanced Extraction - Level 1;;;;;;;;;;
gui/menu/research/name/advanced_extraction_lvl2;Advanced Extraction - Level 2;;;;;;;;;;
gui/menu/research/name/advanced_extraction_lvl3;Advanced Extraction - Level 3;;;;;;;;;;
gui/menu/research/description/advanced_extraction_lvl1;This research enable extraction of unique liquid vents that otherwise impossible with conventional Riftbreaker technology kit.;;;;;;;;;;
gui/menu/research/description/advanced_extraction_lvl2;Understanding reservoir dynamics and creation of real time modeling allow higher liquid outputs.;;;;;;;;;;
gui/menu/research/description/advanced_extraction_lvl3;Redesigned fluidic systems and advanced recovery techniques further boost output from capped liquid vents.;;;;;;;;;;
resource_name/rift_energy;Rift Energy;;;;;;;;;
gui/menu/research/name/rift_energy;Energy Teleportation;;;;;;;;;
gui/menu/research/description/rift_energy;Understanding into Petra Magneticus and Rift technologies allow creation of special structures that can transmit and receive energy through miniature rifts.;;;;;;;;;;
gui/hud/building_name/rift_energy_teleporter;Rift Energy Teleporter;;;;;;;;;
gui/hud/building_description/rift_energy_teleporter;Teleports discrete amount of energies into the rift to be received by Rift Energy Receiver. Requires supercoolant to function.;;;;;;;;;
gui/hud/building_name/rift_energy_receiver;Rift Energy Receiver;;;;;;;;;
gui/hud/building_description/rift_energy_receiver;Receives transmitted energies from Rift Energy Teleporter. Produces plasma as a byproduct.;;;;;;;;;
resource_name/ammo_tower_plasma_cells;Tower Plasma Cells;;;;;;;;;
resource_name/ammo_tower_guided;Tower Guided Munitions;;;;;;;;;
resource_name/ammo_tower_cryo_cells;Tower Cryo Cells;;;;;;;;;
resource_name/ammo_tower_magma_cells;Tower Magma Cells;;;;;;;;;
resource_name/ammo_tower_radio_cells;Tower Radioactive Cells;;;;;;;;;
resource_name/ammo_tower_gravity;Tower Gravity Ammunition;;;;;;;;;
resource_name/ammo_manufacturing_plasma_cells;Tower Plasma Cells Production;;;;;;;;;
resource_name/ammo_manufacturing_guided;Tower Guided Munitions Production;;;;;;;;;
resource_name/ammo_manufacturing_acid_cells;Tower Acid Cells Production;;;;;;;;;
resource_name/ammo_manufacturing_cryo_cells;Tower Cryo Cells Production;;;;;;;;;
resource_name/ammo_manufacturing_magma_cells;Tower Magma Cells Production;;;;;;;;;
resource_name/ammo_manufacturing_radio_cells;Tower Radioactive Plasma Cells Production;;;;;;;;;
resource_name/ammo_manufacturing_gravity;Tower Gravity Ammo Production;;;;;;;;;
gui/hud/building_name/ironium_forge;Ironium Forge;;;;;;;;;
gui/hud/building_description/ironium_forge;Synthesizes ironium from carbonium.;;;;;;;;;
gui/hud/building_name/cobalt_forge;Cobalt Forge;;;;;;;;;
gui/hud/building_description/cobalt_forge;Synthesizes cobalt from carbonium and ironium.;;;;;;;;;
gui/hud/building_name/uranium_forge;Uranium Forge;;;;;;;;;
gui/hud/building_description/uranium_forge;Synthesizes uranium ore from ironium and cobalt.;;;;;;;;;
gui/hud/building_description/survival_uranium_forge;Synthesizes processed uranium from ironium and cobalt.;;;;;;;;;
gui/hud/building_name/palladium_forge;Palladium Forge;;;;;;;;;
gui/hud/building_description/palladium_forge;Synthesizes palladium from uranium and cobalt.;;;;;;;;;
gui/hud/building_name/titanium_forge;Titanium Forge;;;;;;;;;
gui/hud/building_description/titanium_forge;Synthesizes titanium from palladium and uranium.;;;;;;;;;
gui/menu/research/name/solid_state_synthesis_lvl1;Solid State Synthesis - Level 1;;;;;;;;;
gui/menu/research/name/solid_state_synthesis_lvl2;Solid State Synthesis - Level 2;;;;;;;;;
gui/menu/research/name/solid_state_synthesis_lvl3;Solid State Synthesis - Level 3;;;;;;;;;
gui/menu/research/description/solid_state_synthesis_lvl1;Development of mass conversion technologies allow creation of new solid state synthesis cycles.;;;;;;;;;
gui/menu/research/description/solid_state_synthesis_lvl2;Deeper understanding of Galatea 37's physio-chemistries enable more efficient mass conversion.;;;;;;;;;
gui/menu/research/description/solid_state_synthesis_lvl3;New atomic lattice engineering technologies pave way for enhanced and faster mass conversion.;;;;;;;;;
gui/hud/building_name/water_condenser;Water Condenser;;;;;;;;;
gui/hud/building_description/water_condenser;Condenses water from the atmosphere by using energy and titanium.;;;;;;;;;
gui/hud/building_name/mud_reactor;Mud Reactor;;;;;;;;;
gui/hud/building_description/mud_reactor;Produces mud from water and carbonium.;;;;;;;;;
gui/hud/building_name/sludge_reactor;Sludge Reactor;;;;;;;;;
gui/hud/building_description/sludge_reactor;Produces sludge from mud and flammable gas.;;;;;;;;;
gui/hud/building_name/magma_synthesizer;Magma Synthesizer;;;;;;;;;
gui/hud/building_description/magma_synthesizer;Produces magma by melting carbonium and ironium with flammable gas.;;;;;;;;;
gui/hud/building_name/magma_processor;Magma Processor;;;;;;;;;
gui/hud/building_description/magma_processor;Produces some resources from mixing magma and water. Produces radioactive gas as a byproduct.;;;;;;;;;
gui/hud/building_name/uranium_hydroprocessor;Uranium Hydroprocessor;;;;;;;;;
gui/hud/building_description/uranium_hydroprocessor;Refines crude uranium into uranium and produces radioactive gas as a byproduct. Requires constant flow of sludge to operate.;;;;;;;;;
gui/hud/building_name/cascade_reactor;Cascade Reactor;;;;;;;;;
gui/hud/building_description/cascade_reactor;Compact mini nuclear reactor. Produces radioactive gas as byproduct. Requires constant flow of coolants to operate.;;;;;;;;;
gui/hud/building_name/plasma_generator;Plasma Generator;;;;;;;;;
gui/hud/building_description/plasma_generator;Produces plasma by using energy and flammable gas.;;;;;;;;;
gui/menu/research/name/adjunct_kinematics_lvl1;Adjunct Kinematics Processes - Level 1;;;;;;;;;
gui/menu/research/name/adjunct_kinematics_lvl2;Adjunct Kinematics Processes - Level 2;;;;;;;;;
gui/menu/research/name/adjunct_kinematics_lvl3;Adjunct Kinematics Processes - Level 3;;;;;;;;;
gui/menu/research/description/adjunct_kinematics_lvl1;This technology is a collection of adjunct processes that support base operations of Riftbreakers in distant locations.;;;;;;;;;
gui/menu/research/description/adjunct_kinematics_lvl2;Improvement in reaction kinetics and kinematics enable more efficient adjunct reaction processes.;;;;;;;;;
gui/menu/research/description/adjunct_kinematics_lvl3;Incorporation of newer alloys and redesigned reaction-volumes allow increased efficiencies and yields.;;;;;;;;;
resource_name/radioactive_gas;Radioactive Gas;;;;;;;;;
resource_name/hazenite_flue;Hazenite Flue;;;;;;;;;
resource_name/tanzanite_vapor;Tanzanite Vapor;;;;;;;;;
resource_name/rhodonite_condensate;Rhodonite Condensate;;;;;;;;;
resource_name/ferdonite_plasma;Ferdonite Plasma;;;;;;;;;
resource_name/radioactive_gas_compressed;Comp. Radioactive Gas;;;;;;;;;
resource_name/hazenite_flue_compressed;Comp. Hazenite Flue;;;;;;;;;
resource_name/tanzanite_vapor_compressed;Comp. Tanzanite Vapor;;;;;;;;;
resource_name/rhodonite_condensate_compressed;Comp. Rhodonite Condensate;;;;;;;;;
resource_name/ferdonite_plasma_compressed;Comp. Ferdonite Plasma;;;;;;;;;
gui/hud/building_name/hazenite_synthesizer;Hazenite Synthesizer;;;;;;;;;
gui/hud/building_description/hazenite_synthesizer;Synthesizes hazenite from sludge and cobalt. Produces hazenite flue as a byproduct.;;;;;;;;;
gui/hud/building_name/tanzanite_synthesizer;Tanzanite Synthesizer;;;;;;;;;
gui/hud/building_description/tanzanite_synthesizer;Synthesizes tanzanite from hazenite flue, radioactive gas and carbonium. Produces tanzanite vapor as a byproduct.;;;;;;;;;
gui/hud/building_name/rhodonite_synthesizer;Rhodonite Synthesizer;;;;;;;;;
gui/hud/building_description/rhodonite_synthesizer;Synthesizes rhodonite from tanzanite vapor, sludge and palladium. Produces rhodonite condensate as a byproduct.;;;;;;;;;
gui/hud/building_name/ferdonite_synthesizer;Ferdonite Synthesizer;;;;;;;;;
gui/hud/building_description/ferdonite_synthesizer;Synthesizes ferdonite from rhodonite condensate, magma and titanium. Produces ferdonite plasma and radioactive gas as byproducts.;;;;;;;;;
gui/menu/research/name/advanced_fluid_resources_handling_lvl1;Advanced Fluid Resources Handling - Level 1;;;;;;;;;
gui/menu/research/name/advanced_fluid_resources_handling_lvl2;Advanced Fluid Resources Handling - Level 2;;;;;;;;;
gui/menu/research/name/advanced_fluid_resources_handling_lvl3;Advanced Fluid Resources Handling - Level 3;;;;;;;;;
gui/menu/research/description/advanced_fluid_resources_handling_lvl1;Development of liquid and rare material handling lead to new ways to process rare materials in fluid form.;;;;;;;;;
gui/menu/research/description/advanced_fluid_resources_handling_lvl2;Higher understanding of fluidized rare materials reaction kinetics enable more efficient fluid processes.;;;;;;;;;
gui/menu/research/description/advanced_fluid_resources_handling_lvl3;Incorporation of better designed fluid reactors and fluid handling systems increase reaction yields.;;;;;;;;;
gui/hud/building_name/hazenite_catalyzer;Hazenite Catalyzer;;;;;;;;;
gui/hud/building_description/hazenite_catalyzer;Breaks down hazenite into hazenite flue and cobalt by using flammable gas and water.;;;;;;;;;
gui/hud/building_name/tanzanite_catalyzer;Tanzanite Catalyzer;;;;;;;;;
gui/hud/building_description/tanzanite_catalyzer;Breaks down tanzanite into tanzanite vapor and uranium by using sludge and flammable gas.;;;;;;;;;
gui/hud/building_name/rhodonite_catalyzer;Rhodonite Catalyzer;;;;;;;;;
gui/hud/building_description/rhodonite_catalyzer;Breaks down rhodonite into rhodonite condensate and palladium by using radioactive gas and sludge.;;;;;;;;;
gui/hud/building_name/ferdonite_catalyzer;Ferdonite Catalyzer;;;;;;;;;
gui/hud/building_description/ferdonite_catalyzer;Breaks down ferdonite into ferdonite plasma and titanium by using plasma and radioactive gas.;;;;;;;;;
gui/menu/research/name/catalytic_converters_lvl1;Catalytic Conversion - Level 1;;;;;;;;;
gui/menu/research/name/catalytic_converters_lvl2;Catalytic Conversion - Level 2;;;;;;;;;
gui/menu/research/name/catalytic_converters_lvl3;Catalytic Conversion - Level 3;;;;;;;;;
gui/menu/research/description/catalytic_converters_lvl1;Understanding of Galatea 37's unique materials allow ways to catalyze them for other uses.;;;;;;;;;
gui/menu/research/description/catalytic_converters_lvl2;Introduction of redesigned atomic catalysts enable greater catalytic conversion efficiencies.;;;;;;;;;
gui/menu/research/description/catalytic_converters_lvl3;Redesigned converters and improved protocols lead to better overall process yields.;;;;;;;;;
gui/hud/building_name/wall_kinetic;Kinetic Energy Wall;;;;;;;;;
gui/hud/building_description/wall_kinetic;Modified energy wall that reflects incoming damage as physical damage. Requires hazenite flue to operate.;;;;;;;;;
gui/hud/building_name/wall_radio;Flare Energy Wall;;;;;;;;;
gui/hud/building_description/wall_radio;Special energy wall that reflects incoming attack which damage based on integrity of its radiation fields. Requires tanzanite vapor to operate.;;;;;;;;;
gui/hud/building_name/wall_ion;Ion Energy Wall;;;;;;;;;
gui/hud/building_description/wall_ion;Special energy wall that uses rhodonite condensate. Capable of reflecting a portion of incoming attack as energy damage.;;;;;;;;;
gui/hud/building_name/wall_gravity;Gravity Energy Wall;;;;;;;;;
gui/hud/building_description/wall_gravity;Special energy wall that can reflect and amplify incoming attacks as gravity damage. Requires ferdonite plasma to function.;;;;;;;;;
gui/menu/research/name/advanced_energy_walls_lvl1;Advanced Energy Walls - Level 1;;;;;;;;;
gui/menu/research/name/advanced_energy_walls_lvl2;Advanced Energy Walls - Level 2;;;;;;;;;
gui/menu/research/name/advanced_energy_walls_lvl3;Advanced Energy Walls - Level 3;;;;;;;;;
gui/menu/research/description/advanced_energy_walls_lvl1;Further development of energy walls and fluid conversion technologies allow creation of Advanced Energy Walls.;;;;;;;;;
gui/menu/research/description/advanced_energy_walls_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful Advanced Energy Walls.;;;;;;;;;
gui/menu/research/description/advanced_energy_walls_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of Advanced Energy Walls.;;;;;;;;;
gui/hud/building_name/shield_generator_kinetic;Kinetic Shield Generator;;;;;;;;;
gui/hud/building_description/shield_generator_kinetic;Modified shield generator that traded coverage for more shielding power. Requires hazenite flue to function.;;;;;;;;;
gui/hud/building_name/shield_generator_radio;Flare Shield Generator;;;;;;;;;
gui/hud/building_description/shield_generator_radio;Fast recharging shield generator. Requires tanzanite vapor to operate.;;;;;;;;;
gui/hud/building_name/shield_generator_ion;Ion Shield Generator;;;;;;;;;
gui/hud/building_description/shield_generator_ion;Special shield generator capable of covering more area at cost of shield power. Requires rhodonite condensate to function.;;;;;;;;;
gui/hud/building_name/shield_generator_gravity;Gravity Shield Generator;;;;;;;;;
gui/hud/building_description/shield_generator_gravity;Special shield generator that have slightly more coverage and power than standard generators. Requires ferdonite plasma to function.;;;;;;;;;
gui/menu/research/name/advanced_shield_generators_lvl1;Advanced Shield Generators - Level 1;;;;;;;;;
gui/menu/research/name/advanced_shield_generators_lvl2;Advanced Shield Generators - Level 2;;;;;;;;;
gui/menu/research/name/advanced_shield_generators_lvl3;Advanced Shield Generators - Level 3;;;;;;;;;
gui/menu/research/description/advanced_shield_generators_lvl1;Integration of energy projection technologies and advanced fluid reaction kinematics allow creation of Advanced Shield Generators.;;;;;;;;;
gui/menu/research/description/advanced_shield_generators_lvl2;Redesigned energy emission systems and vortex fluid distribution circuitry enable more efficient Advanced Shield Generators.;;;;;;;;;
gui/menu/research/description/advanced_shield_generators_lvl3;Addition of quantum processing cores and new approach to shield emission techniques lead to more durable Advanced Shield Generators.;;;;;;;;;
gui/hud/building_name/tower_burst_basic;Burst Sentinel Tower;;;;;;;;;
gui/hud/building_description/tower_burst_basic;Modified Sentinel Tower equipped with rapid fire burst rifle system.;;;;;;;;;
gui/menu/research/name/towers_burst_basic_lvl1;Burst Sentinel Tower - Level 1;;;;;;;;;
gui/menu/research/name/towers_burst_basic_lvl2;Burst Sentinel Tower - Level 2;;;;;;;;;
gui/menu/research/name/towers_burst_basic_lvl3;Burst Sentinel Tower - Level 3;;;;;;;;;
gui/menu/research/description/towers_burst_basic_lvl1;Introduction of lightweight materials and compact ammunition allow creation of Burst Sentinel Towers.;;;;;;;;;
gui/menu/research/description/towers_burst_basic_lvl2;Redesigned ammunition construction and firing assemblies enable greater damage output at range.;;;;;;;;;
gui/menu/research/description/towers_burst_basic_lvl3;Advances in terminal ballistics and novel structural metamaterials lead to higher damage efficiencies.;;;;;;;;;
gui/hud/building_name/tower_shotgun;Shotgun Tower;;;;;;;;;
gui/hud/building_description/tower_shotgun;Variant of Sentinel Tower that uses a shotgun. Effective against swarms.;;;;;;;;;
gui/hud/building_name/tower_big_shotgun;Shotgun Cannon Tower;;;;;;;;;
gui/hud/building_description/tower_big_shotgun;An enlarged version of Shotgun Tower that priotizes on big targets.;;;;;;;;;
gui/hud/building_name/tower_burstminigun;Burst Minigun Tower;;;;;;;;;
gui/hud/building_description/tower_burstminigun;A rotary cannon that fires fragmentation shells in short bursts.;;;;;;;;;
gui/hud/building_name/tower_volley;Volley Tower;;;;;;;;;
gui/hud/building_description/tower_volley;A multiple-shot tower equipped with linked large bore cannons.;;;;;;;;;
gui/hud/building_name/tower_sniper;Sniper Tower;;;;;;;;;
gui/hud/building_description/tower_sniper;A tower equipped with large caliber cannon that can engage distant targets.;;;;;;;;;
gui/menu/research/name/towers_high_caliber_lvl1;High Caliber Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_high_caliber_lvl2;High Caliber Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_high_caliber_lvl3;High Caliber Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_high_caliber_lvl1;Development of novel propellants and compact assemblies allow creation of high caliber towers.;;;;;;;;;
gui/menu/research/description/towers_high_caliber_lvl2;Refinement of ammunition assemblies and handling enable increased effectiveness.;;;;;;;;;
gui/menu/research/description/towers_high_caliber_lvl3;Improved ballistics and metallurgy allow higher stopping potential.;;;;;;;;;
gui/hud/building_name/tower_plasma_shotgun;Plasma Shotgun Tower;;;;;;;;;
gui/hud/building_description/tower_plasma_shotgun;Fires burst of plasma to hit multiple targets in a short range.;;;;;;;;;
gui/hud/building_name/tower_plasma_mauler;Plasma Mauler;;;;;;;;;
gui/hud/building_description/tower_plasma_mauler;Specialized plasma weapon system capable of burst firing penetrating energy bolts.;;;;;;;;;
gui/hud/building_name/tower_plasma_mortar;Plasma Mortar;;;;;;;;;
gui/hud/building_description/tower_plasma_mortar;Fires barrage of plasmoids in a ballistic arc toward the target.;;;;;;;;;
gui/hud/building_name/tower_mhd;MHD Laser;;;;;;;;;
gui/hud/building_description/tower_mhd;Laser Tower variant that fires superheated beam of liquid metal to target. Requires ironium to fire.;;;;;;;;;
gui/menu/research/name/towers_advanced_energy_lvl1;Advanced Energy Towers I - Level 1;;;;;;;;;
gui/menu/research/name/towers_advanced_energy_lvl2;Advanced Energy Towers I - Level 2;;;;;;;;;
gui/menu/research/name/towers_advanced_energy_lvl3;Advanced Energy Towers I - Level 3;;;;;;;;;
gui/menu/research/description/towers_advanced_energy_lvl1;Breakthrough in high energy physics allow creation of new energy towers.;;;;;;;;;
gui/menu/research/description/towers_advanced_energy_lvl2;Newer conduits and energy capacitors allow increased efficiencies.;;;;;;;;;
gui/menu/research/description/towers_advanced_energy_lvl3;Improved energy delivery systems enable more powerful energy towers.;;;;;;;;;
resource_name/ammo_tower_guided;Tower Guided Munitions;;;;;;;;;
gui/hud/building_name/tower_cluster_rockets;Cluster Rocket Tower;;;;;;;;;
gui/hud/building_description/tower_cluster_rockets;Shoots rapid fire mini-rockets.;;;;;;;;;
gui/hud/building_name/tower_cruise_rocket;Guided Rocket Tower;;;;;;;;;
gui/hud/building_description/tower_cruise_rocket;Modified Rocket Tower made to fire guided medium range rockets.;;;;;;;;;
gui/hud/building_name/ammo_tower_guided_factory;Guided Ammunition Factory;;;;;;;;;
gui/hud/building_description/ammo_tower_guided_factory;Specialized factory manufacturing guided ammunition for advanced explosive towers. Requires radioactive gas to operate.;;;;;;;;;
gui/menu/research/name/towers_advanced_explosives_lvl1;Advanced Explosive Towers - Level 1;;;;;;;;;
gui/menu/research/name/towers_advanced_explosives_lvl2;Advanced Explosive Towers - Level 2;;;;;;;;;
gui/menu/research/name/towers_advanced_explosives_lvl3;Advanced Explosive Towers - Level 3;;;;;;;;;
gui/menu/research/description/towers_advanced_explosives_lvl1;Research into urano-titanium alloys allow creation of advanced explosive towers.;;;;;;;;;
gui/menu/research/description/towers_advanced_explosives_lvl2;Minaturization of bulky components enable greater warhead mass fractions.;;;;;;;;;
gui/menu/research/description/towers_advanced_explosives_lvl3;Improved urano-titanium composite alloy geometries further boost damage output.;;;;;;;;;
gui/hud/building_name/tower_lightning_spike;Lightning Spike;;;;;;;;;
