;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_1/mech_headquarters_10;Yes. Our initial planetary scans have mapped a large valley that looks like an ancient impact crater on one of the continents. Its resonance spectrum indicated large quantities of heavy elements. This area does not seem to contain any resources that are required to construct the Rift Station, so it was not marked as important.;Tak. Nasze pierwsze skany planetarne wykryły na jednym z kontynentów dużą dolinę, która wygląda jak starożytny krater uderzeniowy. Spektrum rezonansowe wskazuje na duże ilości ciężkich pierwiastków. Nie stwierdzono, by obszar ten zawierał jakiekolwiek zasoby potrzebne do budowy Stacji Rift, więc nie został oznaczony jako istotny dla naszej misji.;Да. При изначальном сканировании планеты на одном из континентов была обнаружена большая долина, похожая на древний кратер. Ее резонансный спектр показал большие объемы тяжелых элементов. В данной области отсутствуют какие-либо ресурсы, необходимые для постройки рифт-станции, так что она не была отмечена как важная.;Oui. Nos scans planétaires initiaux ont cartographié une immense vallée qui ressemble à un ancien cratère d'impact sur l'un des continents. Son spectre de résonance révèle d'importantes quantités d'éléments lourds. Cette zone ne semble pas offrir de ressources nécessaires à la construction de la station dimensionnelle, alors elle n'a pas été indiquée comme étant une zone d'intérêt.;Den gibt es. Unsere ersten Planeten-Scans haben auf einem Kontinent ein großes Tal kartiert, das wie ein alter Einschlagkrater aussieht. Dessen Resonanzspektrum lässt große Mengen schwerer Elemente vermuten. Dieses Gebiet scheint keine Rohstoffe zu enthalten, die für den Bau der Riftstation nötig sind, daher wurde es nicht als wichtig eingestuft.;Sí. En nuestros escaneos planetarios iniciales se mostraba un gran valle, que parecía un cráter de un impacto antiguo en uno de los continentes. Su espectro de resonancia indicaba la presencia de grandes cantidades de elementos pesados. Parece que en la zona no hay recursos necesarios para la construcción de la estación de grietas, por lo que no la marcamos como importante.;Sim. Nossas varreduras iniciais mapearam um grande vale parecido com uma antiga cratera em um dos continentes. Uma espectroscopia indicou grandes quantidades de metais pesados. A região não parecia conter os recursos necessários para a construção da Estação de Fenda, por isso não foi marcada como relevante.;是的。我们最初的行星扫描已经绘制了一个大的峡谷，看起来像是其中一个大陆上的古代撞击坑。它的共振谱显示有大量的重元素。这个区域似乎不包含任何建造裂缝传送站所需的资源，所以它没有被标记为重要区域。;ああ。最初にこの惑星をスキャンした際、ある大陸に、大昔の隕石衝突によってできたと思われる巨大な谷が見つかっている。その場所の共鳴スペクトルが大量の重元素の存在を示している。リフトステーションの建設に必要な資源が発見されなかったため、特に重要視されていなかった場所だ。;네. 초기 행성 스캔 시 한 대륙에서 고대 운석의 크레이터로 보이는 방대한 계곡이 감지되었습니다. 그곳의 공명 스펙트럼은 다량의 중원소를 나타내고 있습니다. 해당 장소는 리프트 스테이션 건설에 필요한 자원을 보유하지 않아 중요한 위치로 기록되지 않았습니다.
DIALOG/story/dlc_1/ashley_headquarters_11;The meteor that landed here must be a fragment of some larger object that collided with Galatea a long time ago and, as a result, created that crater. Mr. Riggs, can you chart rift jump coordinates to that Metallic Valley?;Meteor, który tu wylądował, musi być fragmentem jakiegoś większego obiektu, który dawno temu zderzył się z Galateą i w rezultacie utworzył ten krater. Panie Riggs, czy może pan wyznaczyć współrzędne skoku do tej Metalicznej Doliny?;Создавший этот кратер метеор, должно быть, был фрагментом более крупного объекта, когда-то столкнувшегося с Галатеей. Мистер Ригз, можешь рассчитать координаты для прыжка к этой долине?;Le météorite qui s'est écrasé ici est sûrement un fragment d'un élément plus important qui serait entré en collision avec Galatea il y a longtemps et qui expliquerait la présence de ce cratère. M. Riggs, est-ce que tu peux déterminer les coordonnées de cette Vallée métallique pour procéder à un saut dimensionnel ?;Der Meteor, der hier eingeschlagen ist, muss ein Fragment eines größeren Himmelskörpers sein, der vor langer Zeit mit Galatea zusammengestoßen ist. Daraus entstand schließlich dieser Krater. Mr. Riggs, kannst du Riftsprungkoordinaten zu diesem Metalltal errechnen?;El meteorito que aterrizó aquí debe ser un fragmento de algún objeto mayor que colisionó con Galatea hace mucho tiempo y, como resultado, creó ese cráter. Sr. Riggs, ¿puedes establecer las coordenadas del salto dimensional al valle metálico?;O meteorito que caiu aqui parece ser um fragmento de um objeto maior, que colidiu com Galatea há muito tempo. A cratera é resultado dessa colisão. Sr. Riggs, você poderia traçar as coordenadas para um salto de fenda até o Vale Metálico?;降落在这里的流星一定是某个更大的物体的碎片，它在很久以前与伽拉忒亚相撞，结果造成了这个凹坑。里格斯先生，你能绘制出通往那个合金峡谷的裂缝跳跃坐标吗？;さっきの隕石はもともと、大昔にガラテアに落下してその巨大な谷を作った隕石の一部なんだわ。ミスター・リグス、リフトジャンプの目的地点をその鋼鉄の谷に設定してくれる？;여기 떨어진 운석은 아주 오래 전 더 큰 물체와 갈라테아가 충돌하며 떨어져 나간 조각이고, 저 크레이터가 그 결과물이겠군. 릭스, 저 금속 계곡으로 리프트 점프할 좌표를 찍어줄래?
DIALOG/story/dlc_1/mech_headquarters_11;Affirmative, Ashley.;Tak jest, Ashley.;Подтверждаю, Эшли.;Affirmatif, Ashley.;Positiv, Ashley.;Afirmativo, Ashley.;Afirmativo, Ashley.;没问题，阿雪莉。;了解だ、アシュリー。;알겠습니다, 애슐리.
DIALOG/story/dlc_1/ashley_headquarters_12;Ok. Let's go there as soon as possible.;Ok. Udajmy się tam tak szybko, jak to możliwe.;Отлично, отправимся туда как можно скорее.;Très bien. Nous irons là-bas dès que possible.;Ausgezeichnet, dann sollten wir alsbald dahin.;Genial. Vayamos lo antes posible.;Ok. Vamos para lá assim que for possível.;好的。让我们尽快去那里。;それじゃあ、すぐに向かいましょう。;좋아. 최대한 빨리 가보자.
DIALOG/story/dlc_1/mech_headquarters_12;Ashley, if we want to gather better research data on that expedition, then we should first download the schematics for a Research Station. It will allow us to conduct on-site analysis of complex phenomena if necessary.;Ashley, jeśli chcemy zebrać lepsze dane naukowe podczas tej wyprawy, powinniśmy najpierw pobrać schematy stacji badawczej. Dzięki niej będziemy mogli w razie potrzeby przeprowadzać na miejscu analizę bardziej złożonych zjawisk.;Эшли, если мы хотим собрать более подробные данные в этой экспедиции, нужно сначала загрузить чертежи исследовательской станции. Это позволит нам проводить анализ сложных феноменов прямо на месте, если понадобится.;Ashley, si on veut recueillir de meilleures données de recherches concernant cette expédition, on doit d'abord télécharger les plans pour construire une station de recherche. Cela nous permettra d'effectuer des analyses des phénomènes complexes directement sur place, si nécessaire.;Ashley, wenn wir bessere Forschungsdaten über diese Expedition erhalten wollen, sollten wir zuerst die Blaupausen für eine Forschungsstation herunterladen. Dadurch werden wir in der Lage sein, bei Bedarf vor Ort komplexe Phänomene zu analysieren.;Ashley, si queremos recabar mejores datos de investigación en esa expedición, primero deberíamos descargar los planos de una estación de investigación. Nos permitirá realizar análisis in situ de fenómenos complejos si es necesario.;Ashley, se quisermos coletar dados mais confiáveis nessa expedição, deveríamos antes baixar os diagramas para uma Estação de Pesquisa. Isso vai nos permitir conduzir análises in loco de fenômenos complexos, caso necessário.;阿雪莉，如果我们想在那次探险中收集更好的研究数据，那么我们应该先下载一个研究站的原理图。它将允许我们在必要时对复杂的现象进行现场分析。;アシュリー、探索で詳しい研究データを集めたいのなら、先に研究ステーションの図面をダウンロードしていったほうがいい。それがあれば、現地で複雑な現象の分析が可能になる。;애슐리, 탐험에서 더 나은 데이터를 확보하려면, 우선 연구 스테이션 계통도를 다운로드해야 합니다. 그러고 나면, 필요할 경우 현장에서 바로 고도의 분석이 가능합니다.
DIALOG/story/dlc_1/ashley_headquarters_13;Ok. Let's hold off the jump until we have that ready.;Ok. Wstrzymajmy się ze skokiem, dopóki nie będziemy przygotowani.;Ладно, повременим с прыжком, пока не закончим с загрузкой.;OK. Préparons tout ça avant de lancer le saut.;Gut, dann warten wir mit dem Sprung, bis wir das vorbereitet haben.;Vale. No saltaremos hasta que tengamos todo listo.;Ok. Vamos adiar o salto até que tenhamos isso pronto.;好的。在我们准备好之前，让我们暂缓跳跃。;オーケー。ジャンプするのはそれが完了してからにしましょう。;알았어. 그게 준비될 때까지 점프를 미루자.
DIALOG/story/dlc_1/mech_headquarters_13;Research Station schematics download completed.;Zakończono pobieranie schematów stacji badawczej.;Загрузка чертежей исследовательской станции завершена.;Téléchargement des plans de la station de recherche terminé.;Herunterladen der Forschungsstationsblaupausen abgeschlossen.;Descarga de los planos de la estación de investigación completada.;Download dos diagramas para a Estação de Pesquisa concluído.;研究站原理图下载完成。;研究ステーションの図面のダウンロードが完了した。;연구 스테이션 계통도 다운로드 완료.
DIALOG/story/dlc_1/ashley_headquarters_14;Roger that Mr. Riggs. We can now make the jump to the Metallic Valley as soon as we are ready.;Przyjęłam, panie Riggs. Jesteśmy teraz gotowi, by przeprowadzić skok do Doliny Metalicznej.;Принято, мистер Ригз. Теперь, когда будем готовы, мы можем совершить прыжок к Железной долине.;Bien reçu, M. Riggs ! On peut lancer la procédure de saut vers la Vallée métallique dès que tout est prêt.;Verstanden, Mr. Riggs. Jetzt können wir jederzeit ins Metalltal springen.;Entendido, Sr. Riggs. En cuanto estemos preparados, podemos realizar el salto al valle metálico.;Entendido, Sr. Riggs. Agora poderemos saltar para o Vale Metálico assim que estivermos prontos.;收到，里格斯先生。我们现在可以在准备好后立即跳跃到合金峡谷。;了解、ミスター・リグス。準備ができ次第、鋼鉄の谷にジャンプしましょう。;알았어, 릭스. 이제 준비되면 언제든지 금속 계곡으로 점프할 수 있어.
DIALOG/story/dlc_1/mech_outpost_landing_01;Rift jump successful. Radiation is above normal but within safety limits. ;Skok udany. Promieniowanie jest powyżej normy, ale w granicach bezpieczeństwa. ;Прыжок в портал успешен. Радиация выше нормы, но в пределах безопасных значений. ;Saut dimensionnel réussi. Les radiations sont au-dessus des normes, mais ne dépassent pas les limites de sécurité. ;Riftsprung erfolgreich. Strahlung über Normalwert, aber noch unterhalb des Gefahrenschwellwerts. ;Salto dimensional completado con éxito. La radiación es superior a la normal, pero está dentro de los límites de seguridad. ;Salto de fenda bem-sucedido. O nível de radiação está acima do normal, mas dentro do limite de segurança. ;裂缝跳跃成功。辐射高于正常值，但在安全范围内。;リフトジャンプに成功した。基準値を上回る放射線量だが、安全の範囲内だ。 ;리프트 점프 성공. 방사능 수치가 평균 이상이지만 안전 범위를 벗어나지 않습니다. 
DIALOG/story/dlc_1/ashley_outpost_landing_01;Amazing, this place looks like a completely different planet. The plants and rocks look like they've been fused with the heavy metals that are so abundant here.;Niesamowite, to miejsce wygląda jak zupełnie inna planeta. Rośliny i skały wyglądają, jakby zostały stopione z metalami ciężkimi, których jest tutaj pod dostatkiem.;Фантастика, мы как будто на совсем другой планете. Растения и минералы будто слились с тяжелыми металлами, которых здесь в избытке.;Incroyable, on se croirait sur une tout autre planète ! On dirait que la roche et les végétaux ont fusionné avec les métaux lourds si abondants ici.;Unglaublich. Hier sieht es wie auf einem ganz anderen Planeten aus. Die Pflanzen und Steine sehen so aus, als wären die mit den Schwermetallen verschmolzen, die es hier im Überfluss gibt.;Genial. Este lugar parece un planeta completamente diferente. Da la sensación de que las plantas y las rocas se han fusionado con los metales pesados que abundan por la zona.;Incrível. Este lugar parece ser outro planeta. As plantas e rochas parecem ter se fundido com os metais pesados, abundantes na região.;令人惊讶的是，这个地方看起来像一个完全不同的星球。这些植物和岩石看起来像是被融合了这里丰富的重金属。;すごい、まったく別の星に来たみたい。植物や岩は、このあたりに豊富な重金属と融合しているようね。;놀라워. 여긴 마치 완전히 다른 행성인 것 같아. 식물이랑 암석이 여기에 있는 중금속과 융합된 것 같군.
DIALOG/story/dlc_1/mech_outpost_landing_02;I am detecting regular dark energy wave pulses. It is difficult to assess where they originate from. I need some time to gather more readings.;Wykrywam regularne impulsy falowe ciemnej energii. Trudno ocenić, skąd one pochodzą. Potrzebuję trochę czasu, aby zebrać więcej odczytów.;Я фиксирую равномерные импульсы излучения темной энергии. Трудно установить, откуда они исходят. Мне нужно время, чтобы собрать больше данных.;Je détecte des impulsions d'ondes d'énergie noire, mais il est difficile d'en déterminer l'origine. J'ai besoin de temps pour obtenir plus de relevés.;Ich kann regelmäßige Dunkle Energiewellenpulse feststellen. Es lässt sich kaum sagen, woher sie stammen. Ich brauche Zeit für weitere Messungen.;Detecto pulsos regulares de ondas de energía oscura. Es difícil saber de dónde proceden. Necesito algo de tiempo para recabar más lecturas.;Estou detectando pulsos regulares de ondas de energia escura. É difícil dizer de onde isso vem. Preciso de tempo para realizar mais leituras.;我正在检测周期性的暗能量波脉冲。很难评估它们来自哪里。我需要一些时间来收集更多的读数。;ダークエネルギーの規則的な波動を検知している。どこから発生しているのか断定できない。観測値を集めるのにもっと時間が必要だ。;일반 암흑 에너지파 펄스가 감지되고 있습니다. 근원지가 어디인지는 파악하기 어렵습니다. 분석에 시간이 더 필요합니다.
DIALOG/story/dlc_1/ashley_outpost_landing_02;Ok, Mr. Riggs. In the meantime, we can walk around and explore the area.;Dobrze, panie Riggs. W międzyczasie możemy się przejść i zbadać okolicę.;Хорошо, мистер Ригз. Мы пока можем побродить вокруг и исследовать местность.;Très bien, M. Riggs. En attendant, on peut explorer un peu la zone.;Gut, Mr. Riggs. Bis dahin können wir dieses Gebiet hier erkunden.;De acuerdo, Sr. Riggs. Mientras tanto, podemos pasear y explorar la zona.;Certo, Sr. Riggs. Enquanto isso, podemos explorar a área.;好的，里格斯先生。在此期间，我们可以四处走走，探索这个地区。;オーケー、ミスター・リグス。その間に周辺を歩き回って探索してみましょう。;알았어, 릭스. 그동안 이 지역을 탐험해 보자.
DIALOG/story/dlc_1/mech_outpost_scouting_01;I have finished analyzing the dark energy wave patterns. There are at least a few strong emitters within this area. I have marked the location of the strongest one on your map. We should go there first.;Skończyłem analizować rozkłady fal ciemnej energii. Na tym obszarze znajduje się co najmniej kilka silnych emiterów. Na waszej mapie zaznaczyłem lokalizację najsilniejszego z nich. Powinniśmy się tam udać w pierwszej kolejności.;Я закончил анализ структуры сигналов темной энергии. В этой области есть как минимум несколько сильных ее источников. Я отметил местоположение самого мощного из них на карте. В первую очередь нужно отправиться туда.;J'ai fini d'analyser les émissions d'énergie noire. Je peux affirmer qu'il y a au moins plusieurs puissants émetteurs dans cette zone. J'ai indiqué la position du plus puissant sur ta carte. C'est là qu'on devrait aller en premier.;Ich habe die Muster der Dunklen Energiewellen analysiert. In diesem Gebiet gibt es mehrere starke Emitter. Ich habe den Standort des stärksten auf der Karte markiert. Dort sollten wir uns zuerst umsehen.;He terminado de analizar los patrones de las ondas de energía oscura. Hay unos cuantos emisores intensos en esta zona. He marcado la ubicación del más potente en el mapa. Deberíamos ir en primer lugar.;A análise dos padrões de onda de energia escura foi concluída. Existem pelo menos alguns emissores fortes na região. A localização do mais forte deles foi marcada no seu mapa. Devemos ir lá primeiro.;我已经完成了对暗能量波模式的分析。这个区域内至少有几个强大的发射器。我已经在你的地图上标记了最强的那个的位置。我们应该先去那里。;ダークエネルギーの波動パターンの分析が完了した。周辺に強力なダークエネルギーの発生源が複数あることは間違いない。マップに最も強力な発生源の位置を示しておいた。最初にそこへ向かおう。;암흑 에너지파의 패턴 분석을 완료했습니다. 이곳에 다수의 강력한 방출지가 있습니다. 가장 강력한 신호를 지도에 표시했습니다. 우선 그곳으로 가야 합니다.
DIALOG/story/dlc_1/ashley_outpost_scouting_01;Ok. This valley looks alien on an alien planet. Let's see what we can find there.;Ok. Ta dolina wygląda obco na obcej planecie. Zobaczmy, co możemy tam znaleźć.;Хорошо. Даже на чужой планете эта долина выглядит инопланетно. Посмотрим, что мы сможем там найти.;Très bien. Cette vallée a tout d'un paysage extraterrestre sur une planète extraterrestre. Voyons ce qu'on pourra y trouver.;In Ordnung. Dieses Tal macht selbst auf diesem fremdartigen Planeten einen fremdartigen Eindruck. Mal sehen, was sich dort finden lässt.;Está bien. Este valle no es propio de un planeta alienígena. Veamos qué podemos encontrar por la zona.;Ok. Este vale parece estranho até para um planeta alienígena. Vamos ver o que podemos encontrar.;好的。这个峡谷在一个外星球上看起来都像是异形。让我们看看我们能在那里找到什么。;オーケー。異星の中でも特に変わった場所ね。何があるか見てみましょう。;흠. 이 계곡은 외계 행성에서도 희한하게 생겼군. 뭐가 있는지 확인해 보자.
DIALOG/story/dlc_1/ashley_outpost_entrance_01;Look at these structures... These aren't natural. They must have been made by an advanced civilization. I can even see some wreckage. Are these remnants of an ancient native civilization or has someone visited this planet before us? This raises so many questions...;Spójrz na te struktury... Nie są naturalne. Musiała je stworzyć jakaś zaawansowana cywilizacja. Widzę nawet jakieś wraki. Czy są to pozostałości po starożytnej cywilizacji tubylczej, czy też ktoś odwiedził tę planetę przed nami? To rodzi tak wiele pytań...;Посмотри на эти структуры... Они не могут быть естественного происхождения. Наверняка это дело рук развитой цивилизации. Я даже вижу какие-то развалины. Это остатки древней коренной цивилизации или кто-то уже был на этой планете до нас? Столько вопросов...;Regarde ces structures... Elles n'ont rien de naturel. Elles ont certainement été construites par une civilisation évoluée. J'aperçois même des vestiges. Est-ce que ce sont les restes d'une ancienne civilisation autochtone, ou est-ce que quelqu'un s'est déjà rendu sur cette planète avant nous ? Voilà qui soulève bien des questions...;Schau dir nur diese Bauwerke an … Die müssen von einer fortgeschrittenen Zivilisation erbaut worden sein. Ich kann sogar Wracks erkennen. Sind das die Überbleibsel einer uralten eingeborenen Zivilisation oder hat jemand vor uns diesen Planeten betreten? Das wirft eine Menge Fragen auf …;Mira estas estructuras... No son naturales. Deben de ser obra de alguna civilización avanzada, ¡si hasta se ven algunos restos! ¿Serán de una antigua civilización nativa o alguien habrá pasado por el planeta antes que nosotros? Cuántas preguntas...;Olha só essas estruturas… Isso não é natural. Elas devem ter sido criadas por uma civilização avançada. Posso até ver alguns escombros. Seria isso o que sobrou de uma antiga civilização nativa, ou será que o planeta foi visitado antes de nós? Isso levanta tantas questões…;看看这些结构... 这些都不是自然的。它们一定是由一个先进的文明制造的。我甚至可以看到一些残骸。这些是一个古老的本土文明的遗迹，还是有人在我们之前访问过这个星球？这就提出了很多问题...;この構造を見て…。自然に出来たものじゃないわね。高度な文明によって作られたに違いないわ。残骸がいくつかある。この地で発展した大昔の文明の遺物かしら。いや、私たちより先にこの星に来た者がいたのかもしれない。疑問は尽きないわ…。;이 구조물을 봐... 이건 자연적으로 형성된 게 아니야. 고도의 문명이 만든 거지. 잔해도 보이는군. 이곳에 살던 고대 문명이 만든 것일까? 아니면 우리보다 먼저 찾아왔던 방문자들이 만든 것일까? 궁금한 게 너무 많아...
DIALOG/story/dlc_1/mech_outpost_entrance_01;Ashley, this is a very significant discovery. It could change the classification of our entire mission to Galatea 37. We need to conduct a thorough analysis of these objects. You know the procedures.;Ashley, to bardzo ważne odkrycie. Może ono zmienić klasyfikację całej naszej misji na Galatea 37. Musimy przeprowadzić dokładną analizę tych obiektów. Znasz procedury.;Эшли, это очень важное открытие. Оно может изменить характер и задачи всей нашей миссии на Галатее 37. Нам нужно провести тщательный анализ этих объектов. Ты знаешь необходимые процедуры.;Ashley, c'est une découverte capitale. Cela pourrait complètement changer la nature de notre mission sur Galatea 37. Il faut procéder à une analyse approfondie de ces objets. Tu connais le protocole.;Ashley, dies ist eine Entdeckung mit sehr hohem Stellenwert. Das könnte die Einstufung unserer ganzen Mission auf Galatea 37 beeinflussen. Wir müssen diese Objekte ausgiebig untersuchen. Du kennst ja die Dienstanweisung für solche Fälle.;Ashley, este descubrimiento es muy importante. Podría cambiar por completo la clasificación de nuestra misión a Galatea 37. Tenemos que realizar un análisis exhaustivo de los objetos. Ya sabes cómo proceder.;Ashley, está é uma descoberta significante. Isso poderia mudar o escopo de toda a nossa missão em Galatea 37. Devemos realizar uma análise minuciosa desses objetos. Você sabe como funciona.;阿雪莉，这是一个非常重要的发现。它会改变我们对伽拉忒亚37号的整个任务的分级。我们需要对这些物体进行彻底的分析。你知道这些流程。;アシュリー、これは重大な発見だ。ガラテア37におけるミッションそのものの種別が変わるかもしれない。これらの物体を隅々まで分析するべきだ。手順はわかるな？;애슐리, 이건 획기적인 발견입니다. 갈라테아 37에 대한 저희 임무의 성격을 바꿀 수도 있습니다. 이 물체들에 대한 철저한 분석을 실행해야 합니다. 절차는 아시겠지요.
DIALOG/story/dlc_1/ashley_outpost_entrance_02;I know. Secure the area. Construct a research station near the archaeological site. Assess if the find poses any threat to the expedition...;Wiem. Zabezpieczyć teren. Zbudować stację badawczą w pobliżu stanowiska archeologicznego. Ocenić, czy znalezisko stanowi jakiekolwiek zagrożenie dla ekspedycji...;Знаю. Взять зону под контроль. Построить исследовательскую станцию рядом с местом раскопок. Оценить, представляет ли находка угрозу нашей миссии...;Oui, bien sûr. Sécuriser la zone, construire une station de recherche près du site de fouilles, déterminer si notre découverte compromet notre expédition...;Ja, die kenne ich. Sicherung des Gebiets, Errichtung einer Forschungsstation in der Nähe der archäologischen Stätte, Einschätzung der Gefahr für die Expedition …;Lo sé. Toca asegurar la zona, construir una estación de investigación cerca del yacimiento arqueológico y evaluar si el hallazgo supone una amenaza para la expedición...;Sim. Assegurar a área, construir uma Estação de Pesquisa perto do sítio arqueológico, avaliar se as descobertas põem a expedição em risco…;我知道。保护这个地区。在考古现场附近建造一个研究站。评估这个发现是否对我们的探险构成任何威胁...;ええ。この一帯を保全する。遺跡の近くに研究ステーションを建設する。発見物が探索に危険をもたらさないか判定する。;나도 알아. 주변에 안전 지대를 확보하고 발굴 현장 근처에 연구 스테이션을 건설해야지. 우리에게 위협이 되는 것이 있는지 평가해 봐...
DIALOG/story/dlc_1/mech_outpost_entrance_02;Affirmative, these should be our immediate goals here.;Potwierdzam, to powinny być nasze najbliższe cele.;Подтверждаю. Это наши первостепенные цели.;Affirmatif. Ce sont actuellement nos objectifs immédiats.;Richtig, das sollten hier unsere vorrangigen Ziele sein.;Afirmativo. Ahora mismo, esos son nuestros principales objetivos.;Afirmativo. Essas devem ser nossas prioridades no momento.;肯定的是，这些应该是我们在这里的直接目标。;その通りだ。それらが目下の目標だ。;알겠습니다. 최우선 목표로 설정했습니다.
DIALOG/story/dlc_1/ashley_outpost_entrance_03;What about the dark energy wave emissions that we were tracking? Are they coming from these ruins?;A co z emisjami fal ciemnej energii, którą śledziliśmy? Czy pochodzą one z tych ruin?;А что насчет темной энергии, излучение которой мы отслеживаем? Оно идет из этих развалин?;Tu as des informations sur les émissions d'ondes d'énergie noire qu'on surveillait ? Elles proviennent de ces ruines ?;Was ist mit den Emissionen Dunkler Energiewellen, die wir verfolgen? Stammen sie auf den Ruinen hier?;¿Y las emisiones de ondas de energía oscura que estábamos vigilando? ¿Vienen de estas ruinas?;Mas e quanto às emissões de energia escura que estávamos investigando? Elas vêm dessas ruínas?;那我们追踪的暗能量发射波呢？它们是否来自这些废墟？;ダークエネルギーの発生源は辿れた？この遺跡が発生源かしら？;우리가 추적하던 암흑 에너지파 방출은 어때? 유적에서 나오는 거야?
DIALOG/story/dlc_1/mech_outpost_entrance_03;No. The source of these emissions seems to be hidden behind the alien structures, somewhere within that crater.;Nie. Źródło tych emisji wydaje się być ukryte za strukturami obcych, gdzieś w obrębie tego krateru.;Нет. Источник этого излучения, кажется, находится за постройками где-то в этом кратере.;Non. Il semble que la source de ces émissions est cachée derrière ces structures extraterrestres, quelque part dans le cratère.;Nein, die Quelle dieser Emissionen scheint hinter den außerirdischen Bauwerken versteckt zu sein, irgendwo im Krater.;No. El origen de las emisiones parece estar oculto tras las estructuras alienígenas, en algún lugar de ese cráter.;Não. A fonte dessas emissões parece estar escondida além das estruturas alienígenas, em algum lugar daquela cratera.;不，这些辐射的来源似乎隐藏在异形结构的后面，在那个凹坑的某个地方。;いいや。発生源はこの異星の構造物の向こう側にあるクレーターのどこかに隠れているようだ。;아니요. 저 크레이터 안의 외계 구조물 뒤에서 방출되는 것으로 보입니다.
DIALOG/story/dlc_1/ashley_outpost_entrance_04;Ok. As soon as we finish analyzing these structures, we'll need to find a way inside there.;Ok. Jak tylko skończymy analizować te struktury, będziemy musieli znaleźć drogę do środka.;Ясно. Как только закончим анализ этих конструкций, нужно будет найти путь внутрь.;OK. Dès qu'on aura terminé d'analyser ces structures, on essaiera de trouver le moyen de s'y rendre.;Na gut. Sobald wir die Bauwerke analysiert haben, müssen wir einen Weg hinein finden.;Vale. En cuanto terminemos de analizar estas estructuras, tendremos que buscar la forma de entrar.;Certo. Assim que terminarmos de analisar as estruturas, precisamos encontrar um jeito de chegar lá.;好的。一旦我们完成对这些结构的分析，我们就需要找到一条进入那里的路。;オーケー。この構造物の分析が終わったら、すぐにでもクレーターの中に入る方法を見つけましょう。;알았어. 건물의 분석이 끝나는 대로 저 안으로 들어갈 길을 찾아보자.
DIALOG/story/dlc_1/mech_outpost_research_01;The Research Station is under construction. I am detecting movement in the planet's orbit. This can not be a coincidence. We should prepare to defend this site.;Stacja badawcza jest w trakcie budowy. Wykrywam ruch na orbicie planety. To nie może być zbieg okoliczności. Powinniśmy przygotować się do obrony tego miejsca.;Постройка исследовательской станции в процессе. Я зафиксировал движение на орбите планеты. Это не может быть совпадением. Нужно готовиться к обороне объекта.;La station de recherche est en cours de construction. Je détecte des mouvements dans l'orbite de la planète. Il ne peut pas s'agir d'une coïncidence. Il faut se préparer à défendre le site.;Die Forschungsstation befindet sich im Bau. Ich kann Bewegungen in der Umlaufbahn des Planeten feststellen. Dabei kann es sich nicht um einen Zufall handeln. Wir sollten uns auf die Verteidigung dieser Stätte vorbereiten.;La estación de investigación está en construcción. Detecto movimiento en la órbita del planeta. Esto no puede ser una coincidencia. Debemos prepararnos para defender el lugar.;A Estação de Pesquisa está em construção. Estou detectando movimentação na órbita do planeta. Não deve ser coincidência. Precisamos nos preparar para defender nossa posição.;研究站正在建设中。我正在探测行星轨道上的运动。这不可能是个巧合。我们应该准备保卫这个地方。;研究ステーションは建設中だ。惑星の周回軌道上で動きを検知した。偶然とは思えない。ここを守るために備えたほうがいい。;연구 스테이션이 건설 중입니다. 행성의 궤도에서 움직임이 감지됩니다. 우연이 아닙니다. 이 현장을 보호해야 합니다.
DIALOG/story/dlc_1/ashley_outpost_research_01;This doesn't look well. If something is purposefully controlling objects in the sky, then we might be dealing with an active presence of an alien civilization. I'm starting to get worried about this.;To nie wygląda dobrze. Jeśli coś celowo kontroluje obiekty na niebie, to możemy mieć do czynienia z aktywną obecnością obcej cywilizacji. Zaczynam się o to martwić.;Плохо дело. Если нечто может управлять объектами в небе, возможно, мы имеем дело с активным присутствием инопланетной цивилизации. Я начинаю волноваться.;Ça n'annonce rien de bon. S'il y a quelque chose qui contrôle délibérément les éléments en orbite, alors cette civilisation extraterrestre n'a peut-être pas disparu ! Toute cette histoire commence à m'inquiéter.;Das sieht nicht gut aus. Wenn etwas die Himmelskörper absichtlich kontrolliert, dann haben wir es vielleicht mit einer präsenten außerirdischen Zivilisation zu tun. Da mache ich mir langsam Sorgen.;No pinta bien. Si algo controla los objetos del cielo, podríamos estar ante la presencia de una civilización alienígena. Empiezo a preocuparme...;Isso não é nada bom. Se algo pode controlar os objetos no céu, podemos estar lidando com a presença ativa de uma civilização alienígena. Estou começando a me preocupar.;这看起来不妙。如果有什么东西在有目的地控制天空中的物体，那么我们可能要面对一个活跃的外星文明的存在。我开始有一些担忧了。;良くない状況ね。何かが意図的に上空の物体を動かしているんだとしたら、私たちは今まさに異星の文明と対峙しているのかもしれない。不安になってきたわ。;상황이 안 좋군. 누군가 궤도의 물체를 조종하고 있다면, 그건 우리가 외계 문명과 대치하고 있다는 뜻이야. 걱정되는군.
