;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/hud/benchmark_results.low;Low 1%;Najniższy 1%;Нижний 1%;Faible 1 %;1 % (niedrig);Bajo: 1 %;Menor 1%;低 1%;低 1%;하위 1%
gui/hud/benchmark_results.lowest;Low 0.1%;Najniższy 0.1%;Нижний 0,1%;Faible 0,1 %;0,1 % (niedrig);Bajo: 0,1 %;Menor 0,1%;低 0.1%;低 0.1%;하위 0.1%
gui/hud/benchmark_results.sections;Sections (lower is better);Sekcje (im mniej tym lepiej);Секции (ниже – лучше);Sections (faible = meilleurs résultats);Abschnitte (niedriger ist besser);Secciones (cuanto más bajo, mejor);Seções (quanto menos, melhor);部分（越低越好）;セクション（低い方がよい）;섹션 (낮을수록 좋음)
gui/hud/benchmark_results.title;Benchmark results: ${benchmark_name};Wyniki testu: $(benchmark_name);Результаты теста: ${benchmark_name};Résultats de performance : ${benchmark_name};Benchmark-Resultate: ${benchmark_name};Resultados de referencia: ${benchmark_name};Resultados do benchmarking: ${benchmark_name};基准测试结果：${benchmark_name};ベンチマークの結果：${benchmark_name};벤치마크 결과: ${benchmark_name}
gui/hud/benchmark_system.cpu_name;CPU:;CPU:;Процессор:;Processeur :;CPU:;CPU:;CPU:;CPU：;CPU：;CPU:
gui/hud/benchmark_system.gpu_memory;GPU Memory:;Pamięć GPU:;Видеопамять:;Mémoire du processeur :;GPU-Speicher:;Memoria de GPU:;Memória do GPU:;GPU内存：;GPUメモリ：;GPU 메모리:
gui/hud/benchmark_system.gpu_name;GPU:;GPU:;Видеокарта:;Carte graphique :;GPU:;GPU:;GPU:;GPU：;GPU：;GPU:
gui/hud/benchmark_system.hardware_info;System Information:;Informacje o systemie:;Информация о системе:;Informations système :;Systeminformation:;Información del sistema:;Informações do sistema:;系统信息：;システム情報：;시스템 정보:
gui/hud/benchmark_system.system_memory;System Memory:;Pamięć systemowa:;Память:;Mémoire du système :;Systemspeicher:;Memoria del sistema:;Memória do sistema:;系统内存：;システムメモリ：;시스템 메모리:
gui/hud/benchmark_system.system_version;System Version:;Wersja systemu:;Версия системы:;Version du système :;Systemversion:;Versión del sistema:;Versão do sistema:;系统版本： ;システムバージョン：;시스템 버전:
gui/hud/big_map/click_to_teleport;<img="gui/hud/keys/key_513"> Click on a <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">/<img="gui/hud/minimap_icons/gui_map_icon_player"> icon to instantly teleport to its destination.;<img="gui/hud/keys/key_513"> Kliknij w <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">/<img="gui/hud/minimap_icons/gui_map_icon_player"> ikonę, aby natychmiastowo przenieść się do tej lokacji.;<img="gui/hud/keys/key_513"> Щелкните значок<img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">, чтобы мгновенно телепортироваться в пункт назначения.;<img="gui/hud/keys/key_513"> Sélectionnez une <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">/<img="gui/hud/minimap_icons/gui_map_icon_player"> icône pour vous y téléporter instantanément.;<img="gui/hud/keys/key_513"> Klicke auf ein <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">-Symbol, um sofort zu dieser Position zu teleportieren.;<img="gui/hud/keys/key_513"> Haz clic en los iconos <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">/<img="gui/hud/minimap_icons/gui_map_icon_player"> para teletransportarte automáticamente a su destino.;<img="gui/hud/keys/key_513"> Clique em um ícone de <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">/<img="gui/hud/minimap_icons/gui_map_icon_player"> para se teleportar imediatamente até o destino.;<img="gui/hud/keys/key_513">点击<img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">图标可瞬移到目的地。;<img="gui/hud/keys/key_513">アイコン<img="gui/hud/minimap_icons/gui_map_icon_headquarter">／<img="gui/hud/minimap_icons/gui_map_icon_rift">を選択して目的地にテレポート。;<img="gui/hud/keys/key_513"> <img="gui/hud/minimap_icons/gui_map_icon_headquarter">/<img="gui/hud/minimap_icons/gui_map_icon_rift">/<img="gui/hud/minimap_icons/gui_map_icon_player"> 아이콘을 클릭해 목적지로 순간 이동하세요.
gui/hud/big_map/press_to_change;Select a rift portal.;Wybierz portal.;Выберите рифт-портал.;Sélectionnez un portail dimensionnel.;Wähle ein Riftportal aus.;Elige una grieta dimensional.;Selecione um portal de fenda.;选择一个裂缝传送门。;リフトポータルを選択。;리프트 포탈을 선택하세요.
gui/hud/big_map/press_to_teleport;Teleport to the selected portal.;Teleportuj się do wybranego portalu.;Телепортируйтесь к выбранному порталу.;Téléportez-vous au portail sélectionné.;Teleportiere dich zu dem gewählten Portal.;Teletransportarse al portal seleccionado.;Teleporte-se até o portal selecionado.;瞬移至选定的传送门。;選択したポータルにテレポート。;선택한 포탈로 순간 이동하세요.
gui/hud/build_menu/building_limit;Building limit;Limit budynków;Макс. число построек;Limite de construction;Baubegrenzung;Límite de construcción;Limite de construção;建筑限制;建設限度;건물 한도
gui/hud/build_menu/info.activate_portal;Activate Rift Station;Aktywuj Stację Rift;Активировать рифт-станцию;Activer la station dimensionnelle;Riftstation aktivieren;Activar la estación de grietas;Ativar Estação de Fenda;激活裂缝传送站;リフトステーションを稼働させる;리프트 스테이션 활성화
gui/hud/build_menu/info.cost_name;Build cost:;Koszt budowy:;Стоимость строительства:;Coût de construction :;Baukosten:;Coste de construcción:;Custo da construção:;建造消耗：;建築コスト：;건설 비용:
gui/hud/build_menu/info.cost_to_shoot;Cost to shoot;Koszt strzału:;Стоимость выстрела;Coût pour tirer;Kosten pro Schuss;Coste de disparo:;Custo para disparar;射击消耗;射撃コスト;발사 비용
gui/hud/build_menu/info.global_storage;Global resources:;Zasoby globalne:;Глобальные ресурсы:;Ressources globales :;Globale Rohstoffe;Recursos globales:;Recursos globais:;全球资源：;全資源：;글로벌 자원
gui/hud/build_menu/info.local_name;Local resources:;Zasoby lokalne:;Местные ресурсы:;Ressources locales :;Lokale Rohstoffe:;Recursos locales:;Recursos locais:;本地资源：;ローカル資源：;현지 자원:
gui/hud/build_menu/info.maintain_name;Upkeep:;Koszt utrzymania:;Содержание:;Entretien :;Instandhaltung:;Mantenimiento:;Manutenção:;维护消耗：;維持コスト：;유지비:
gui/hud/build_menu/info.plants;Plant:;Sadzonka:;Высаживается:;Plante :;Pflanzen:;Central:;Planta:;种植：;植物：;식물:
gui/hud/build_menu/info.production_name;Production:;Produkcja:;Производство:;Production :;Produktion:;Producción:;Produção:;生产：;産出：;생산:
gui/hud/build_menu/info.repair_cost_name;Repair cost:;Koszt naprawy:;Стоимость ремонта:;Coût de réparation :;Reparaturkosten:;Coste de reparación:;Custo de Reparo:;修复消耗：;修復コスト：;수리 비용:
gui/hud/build_menu/info.require_name;Requirements:;Wymagania:;Требования:;Prérequis :;Anforderungen:;Requisitos:;Requisitos:;要求：;要件：;조건:
gui/hud/build_menu/info.sell_name;Deconstruction value:;Wartość sprzedaży:;Стоимость сноса:;Valeur de déconstruction :;Abrisswert:;Valor de deconstrucción:;Valor de desconstrução:;拆解值：;解体価値：;해체 비용:
gui/hud/build_menu/info.storage_name;Additional storage:;Dodatkowa pojemność:;Дополнительное хранилище:;Stockage supplémentaire :;Zusätzlicher Lagerraum:;Almacenamiento adicional:;Armazenagem adicional:;额外储备：;追加の保管庫：;추가 저장량:
gui/hud/build_menu/info.tower_ammo;Tower ammo;Amunicja do wież;Башенные боеприпасы;Munitions de tour;Turmmunition;Munición de torre:;Munição da torre;塔楼弹药;タワー弾薬;타워 탄약
gui/hud/build_menu/info.tower_name;Tower stats:;Statystyki wieży:;Параметры башни:;Stats de tour :;Turmwerte:;Atributos de la torre:;Atributos da torre:;塔楼属性：;タワーステータス：;타워 통계:
gui/hud/build_menu/info.tower_range;Tower range;Zasięg wieży;Радиус башни;Portée de tour;Turmreichweite;Alcance de la torre:;Alcance da torre;塔楼范围;タワー射程;타워 범위
gui/hud/build_menu/info.upgrade_cost_name;Upgrade cost:;Koszt ulepszenia:;Стоимость улучшения:;Coût d'amélioration :;Aufwertungskosten:;Coste de mejora:;Custo da melhoria:;升级成本：;アップグレードコスト：;업그레이드 비용:
gui/hud/building_description/ai_hub;Provides AI Cores that are required to manage more buildings with artificial intelligence like Sentinel Towers or the Repair Facility.;Posiada Rdzenie SI, które są wymagane do działania budynków takich jak Wieże Strażnicze, czy Stacje Naprawcze.;Дает ИИ-ядра, необходимые для многих построек с искусственным интеллектом, таких как дозорные башни и ремонтная мастерская.;Fournit les noyaux d'IA nécessaires pour gérer plus de bâtiments dotés d'intelligence artificielle tels que les tours de sentinelle ou les ateliers de réparation.;Stellt KI-Kerne zur Verfügung, die zur Verwaltung von Gebäuden mit künstlicher Intelligenz benötigt werden. Dazu gehören Wachtürme sowie die Reparaturanlage.;Suministra núcleos IA necesarios para controlar más edificios con inteligencia artificial como las torres centinela o las instalaciones de reparación.;Fornece Núcleos de IA necessários para gerenciar mais construções com inteligência artificial, como Torres Sentinela ou a Instalação de Reparos.;可产出人工智能核心，用于管理更多的人工智能建筑，如哨兵塔和修复中心。;センチネルタワーや修復工場など、人工知能を使う施設を多く管理する時に必要なAIコアを生産する。;보초병 타워나 수리 시설 등, 인공 지능으로 더 많은 건물을 관리하는 데 필요한 AI 코어를 제공합니다.
gui/hud/building_description/ammunition_storage;Automatically gathers and stores ammunition. It expands the global storage space for all ammunition.;Automatycznie pobiera i przechowuje amunicję. Zwiększa pojemność dostępną do przechowywania wszystkich rodzajów amunicji.;Автоматически собирает и запасает боеприпасы. Расширяет общее место для хранения боеприпасов.;Rassemble et stocke automatiquement les munitions. Agrandit le stockage global pour toutes les munitions.;Generiert automatisch Munition und lagert diese ein. Erweitert die globalen Lagerkapazitäten für alle Munitionsarten.;Acumula y almacena munición automáticamente. Aumenta el espacio general de almacenamiento para toda la munición.;Junta e guarda munição automaticamente. Expande o espaço de armazenagem global para todas as munições.;自动收集、储存弹药。可扩大总的弹药储备空间。;弾薬を自動で収集し保管する。全ての弾薬の保管スペースを拡張する。;탄약을 자동으로 수집하고 저장합니다. 모든 탄약의 전반적인 저장량을 늘려줍니다.
gui/hud/building_description/animal_biomass_powerplant;Produces energy out of Animal Biomass from fallen enemies.;Przetwarza Zwierzęcą Biomasę na energię.;Производит энергию из животной биомассы побежденных врагов.;Produit de l'énergie à partir de la biomasse animale des ennemis décédés.;Stellt Energie aus der tierischen Biomasse gefallener Feinde her.;Produce energía a partir de biomasa animal de enemigos derrotados.;Produz energia a partir da Biomassa Animal de inimigos derrotados.;通过死去外星动物的生物质产生能源。 ;死んだ敵から取れる動物性バイオマスのエネルギーを産出する。;죽은 동물의 동물 바이오매스에서 에너지를 생산합니다.
gui/hud/building_description/armory;Allows crafting of new weapons and items. Automatically produces and instantly transports ammunition and supplies to the Mecha-Suit.;Pozwala konstruować nowe Bronie i Przedmioty. Automatycznie wytwarza i przesyła amunicję i zapasy do Mecha.;Позволяет создавать новые виды оружия и предметов. Автоматически производит и мгновенно транспортирует боеприпасы и припасы к меха-костюму.;Permet de fabriquer de nouvelles armes et de nouveaux articles. Produit automatiquement et transporte instantanément les munitions et les provisions vers le mecha.;Ermöglicht die Herstellung neuer Waffen und Gegenstände. Generiert und transportiert automatisch Munition und Vorräte für den Mecha-Anzug.;Permite crear armas y objetos nuevos. Produce y transporta automáticamente munición y suministros para el traje mecánico.;Permite a fabricação de novos itens e armas. Produz automaticamente e transporta instantaneamente munição e suprimentos para o Traje Mecânico.;可打造新武器和物品，自动产生弹药和补给，且能够立即输送给机甲。;新たな武器やアイテムを製作できる。自動で弾薬や消耗品を生産し、メカスーツに即時転送する。;새 무기와 아이템을 제작할 수 있습니다. 탄약과 메카 수트 공급품을 자동 생산하고 즉시 수송합니다.
gui/hud/building_description/base_lamp;Provides light during night time, must be connected to the energy grid.;Zapewnia oświetlenie w nocy. Wymaga połączenia z siecią energetyczną.;Дает свет по ночам, требует подключения к электросети.;Fournit de la lumière pendant la nuit. Doit être connectée au réseau électrique.;Sorgt für Beleuchtung in der Nacht. Anschluss an das Stromnetz erforderlich.;Suministra luz durante la noche, debe estar conectado a la corriente eléctrica.;Fornece luz durante a noite. Precisa estar conectada à rede de energia.;晚上时用来照明，必须连接到能量网。;夜間の照明になる。エネルギー網に接続する必要がある。;밤 동안 조명을 밝힙니다. 전력망과 연결되어야 합니다.
gui/hud/building_description/bio_composter;Produces Flammable Gas out of Plant Biomass.;Produkuje Gaz Palny z Roślinnej Biomasy.;Производит горючий газ из растительной биомассы.;Produit du gaz inflammable à partir de biomasse végétale.;Stellt entflammbares Gas aus pflanzlicher Biomasse her.;Produce gas inflamable a partir de biomasa vegetal.;Produz Gás Inflamável a partir de Biomassa Vegetal.;通过植物生物质产生可燃气体。 ;植物性バイオマスから可燃性ガスを産出する。 ;식물 바이오매스에서 인화성 가스를 생산합니다.
gui/hud/building_description/carbonium_factory;Produces Carbonium. Must be placed on a Carbonium Ore deposit and powered with Energy to operate.;Produkuje Węgiel. Musi być umieszczona na złożu Rudy Węgla i zasilona do poprawnego działania.;Производит карбоний. Устанавливается на месторождение и требует энергии для работы.;Produit du carbonium. Doit être placée sur un gisement de carbonium et alimentée d'énergie pour fonctionner.;Produziert Carbonium. Muss auf einem Carbonium-Vorkommen platziert werden und benötigt Energie für den Betrieb.;Produce carbonio. Debe colocarse encima del carbonio y alimentarla con energía para que funcione.;Produz Carbônio. Deve ser colocada sobre Minério de Carbônio e precisa de energia para funcionar.;能够生产碳。必须布置在碳矿附近并提供能量才能正常运作。;カルボニウムを産出する。稼働させるにはカルボニウム鉱床の上に建設し、エネルギーを供給する必要がある。;카르보늄을 생산합니다. 카르보늄 광석 위에 배치하고 에너지를 공급해야 사용 가능합니다.
gui/hud/building_description/carbonium_powerplant;Must be built on top of a Carbonium Ore deposit. Provides good power output but uses up resources from the deposit. Can use only unrefined Carbonium straight from the ground.;Musi być umieszczona na złożu Rudy Węgla. Zapewnia wysoką produkcję energii kosztem wykorzystania surowców ze złoża, na którym stoi. Może wykorzystywać jedynie nieprzetworzoną Rudę Węgla, prosto ze złoża.;Строится на месторождении карбониеввой руды. Производит много энергии но расходует ресурс месторождения. Работает только на сырой карбониевой руде, добытой из-под земли.;Doit être construite sur un gisement de carbonium. Fournit une bonne production énergétique, mais épuise les ressources du gisement. Consomme uniquement du carbonium brut qui provient directement du sol.;Muss auf einem Carbonium-Vorkommen platziert werden. Bietet eine gute Energieleistung, verbraucht jedoch die Rohstoffe des Vorkommens. Kann nur unraffiniertes Carbonium direkt aus dem Erdboden verarbeiten.;Debe construirse encima de un depósito de carbonio. Suministra una buena cantidad de energía, pero puede agotar los recursos del depósito. Solo utiliza carbonio en bruto directamente de la tierra.;Deve ser construída em cima de um depósito de minério de Carbônio. Fornece boa geração de potência, mas usa recursos do depósito. Só pode usar Carbônio bruto diretamente do solo.;必须建在碳矿之上。该建筑能够保证能量输出，但会耗尽碳矿里的资源。只能使用直接开采且未经提炼的碳矿石。;カルボニウム鉱床の上に建設する必要がある。出力は高いが、鉱床の資源を消費してしまう。採掘直後の未精錬カルボニウムのみ使用できる。;카르보늄 광상 위에 건설해야 합니다. 적당한 동력 출력을 제공하지만, 광상에 자원이 남았을 때만 사용 가능합니다. 땅에서 바로 추출해서 제련되지 않은 카르보늄만 사용합니다.
gui/hud/building_description/carbonium_synthesizer;Synthesizes Carbonium from Energy. Can be used as an infinite source of Carbonium but consumes a lot of energy in the process which makes it not very economical.;Syntetyzuje Carbonium z Energii. Może być wykorzystane jako niekończace sie źródło Carbonium ale zużywa dużo energii podczas tego procesu i przez to nie jest zbyt ekonomiczne.;Синтезирует карбоний путем преобразования энергии. Может использоваться как неограниченный источник карбония, но процесс потребляет много энергии и потому не очень экономичен.;Synthétise du carbonium à partir d'énergie. Peut être utilisé comme source infinie de carbonium, mais consomme énormément d'énergie.;Wandelt Energie in Carbonium um. Kann als unendliche Carboniumquelle verwendet werden, verbraucht aber währenddessen viel Energie und ist somit nicht sehr ökonomisch.;Sintetiza carbonio a partir de energía. Se puede utilizar como fuente infinita de carbonio, pero consume mucha energía en el proceso, por lo que no es muy económico.;Sintetiza Carbônio a partir de energia. Pode ser usado como uma fonte infinita de Carbônio, mas consome muita energia no processo, o que o torna pouco econômico.;从能源中合成碳。可作为一个无限的碳源，但在这个过程中消耗大量的能源，这使得它不是很经济。;エネルギーからカルボニウムを合成する。無限にカルボニウムを生成できるが、大量のエネルギーを消費するため、効率的ではない。;에너지에서 카르보늄을 합성합니다. 카르보늄을 무한하게 만들 수 있지만, 상당한 에너지를 사용해 경제성이 떨어지게 됩니다.
gui/hud/building_description/communications_hub;Allows communicating with Earth via quantum entanglement and downloading schematics for buildings and upgrades. Enables research. Transmission is instant regardless of distance but has very low bandwidth.;Pozwala na komunikację z Ziemią wykorzystując splątanie kwantowe w celu pobierania schematów budynków, ulepszeń i nowych technologii. Transfer danych jest ograniczony, ale możliwy nawet na bardzo dalekie dystanse.;Позволяет связываться с Землей через квантовое сплетение и загружать чертежи построек и улучшений. Позволяет проводить исследования. Передача мгновенная независимо от расстояния, но пропускная способность очень низкая.;Permet de communiquer avec la Terre grâce à l'intrication quantique et de télécharger les schémas de construction des bâtiments et des améliorations. Permet de faire des recherches. Les transmissions sont instantanées, peu importe la distance, mais la bande passante est très faible.;Ermöglicht die Kommunikation mit der Erde via Quantenverschränkung, sodass Blaupausen für Gebäude und Aufwertungen heruntergeladen werden können. Ermöglicht Forschung. Ungeachtet der Entfernung ist die Übertragung unverzüglich, doch die Bandbreite ist dafür sehr niedrig.;Te permite comunicarte con la Tierra a través de un entrelazamiento cuántico y descargarte esquemas para construir edificios y realizar mejoras. Permite la investigación y las transmisiones instantáneas sin importar la distancia, aunque el ancho de banda sea muy bajo.;Permite a comunicação com a Terra por meio de entrelaçamento quântico e baixar diagramas para construções e melhorias. Habilita pesquisas. A transmissão é instantânea, independentemente da distância, mas a largura de banda é pequena.;可通过量子纠缠来与地球进行沟通，并下载建筑物和升级的原理图。可在这里进行研究。不论距离多远都能立即瞬移，但带宽非常低。;量子もつれを介した地球との交信と、施設やアップグレードの設計図のダウンロードや、研究が可能になる。通信は距離にかかわらず瞬時に行えるが、帯域幅は非常に狭い。;복잡한 양자망을 통해 지구와의 통신이 가능해지며, 건물 및 업그레이드의 계통도를 다운로드할 수 있습니다. 연구가 가능해집니다. 거리와 상관없이 즉시 전송되지만, 대역폭이 매우 낮습니다.
gui/hud/building_description/cryo_station;A self-powered rapid environment cooling station. This building can be placed to quickly reduce the temperature in very hot environments to enable other structures to be built.;Samowystarczalna stacja do szybkiego schładzania otoczenia. Ten budynek może zostac użyty do szybkiej redukcji temperatury w bardzo gorących środowiskach aby umożliwić budowę innych bardziej wrażliwych struktur.;Автономная охлаждающая станция. Постройка быстро снизит температуру в жарких зонах, позволяя построить другие здания.;Une station de refroidissement rapide autoalimentée. Ce bâtiment peut faire rapidement baisser la température dans des environnements très chauds pour permettre la construction d'autres structures.;Eine sich selbst mit Energie versorgende Station zur raschen Abkühlung der Umgebung. Dieses Gebäude kann platziert werden, um die Temperatur in sehr heißen Umgebungen schnell zu senken und so den Bau anderer Gebäude zu ermöglichen.;Una estación autoalimentada de enfriamiento rápido del entorno. Este edificio puede colocarse para reducir rápidamente la temperatura en entornos muy calurosos para permitir la construcción de otras estructuras.;Uma estação de resfriamento ambiental rápido autoabastecida. Essa construção pode ser erguida para reduzir rapidamente a temperatura de ambientes muito quentes, possibilitando a construção de outras estruturas.;一个自供电的快速环境冷却站。这个建筑可以被放置在非常热的环境中快速降低温度，以使得其它建筑可被建造。;自立型環境冷却ステーション。この建物を設置すると、高温環境下での気温を急速に下げることができるため、他の建物を建てられるようになる。;자가발전 급속 냉각 스테이션. 이 건물로 매우 뜨거운 주위 환경을 빠르게 냉각시켜 다른 건물을 지을 수 있게 됩니다.
gui/hud/building_description/crystal_collector;Sends out automatic drones that gather crystal resources in a radius around the building.;Wysyła i kontroluje zautomatyzowane drony zbierające minerały krystaliczne w zasięgu działania budynku.;Отправляет дроны на сбор кристаллов в радиусе постройки.;Envoie des drones automatiques qui collectent du cristal autour du bâtiment.;Sendet automatisierte Drohnen innerhalb eines Radius um das Gebäude aus, um Rohstoffe aus Kristallen zu bergen.;Envía drones automáticos para recoger recursos de cristal alrededor del edificio.;Envia drones automáticos que coletam recursos de cristal ao redor da construção.;在建筑物的半径内派出无人机收集晶体资源。;施設を中心とした一定範囲内のクリスタルを自動で収集するドローンを放つ。;건물 주변 반경에 크리스털 자원을 수집하는 자동 드론을 보냅니다.
gui/hud/building_description/energy_connector;Connects buildings to the power grid within its operational radius.;Łączy budynki z siecią energetyczną w zasięgu działania.;Подключает постройки к электросети в радиусе действия.;Relie les bâtiments au réseau électrique dans son rayon d'action.;Schließt Gebäude innerhalb seines Wirkungsbereichs an das Stromnetz an.;Conecta edificios que entren en su radio de operación a la red eléctrica.;Conecta as construções à rede de energia dentro do alcance operacional.;将其运作半径内的建筑物连接到能量网。;施設を有効半径内の送電網に接続する。;작동 반경 내의 건물을 전력망과 연결해 줍니다.
gui/hud/building_description/energy_storage;Stores a significant amount of energy. Best used with intermittent power sources like Solar Panels to create an energy buffer.;Przechowuje znaczną ilość energii. Najlepiej sprawuje się w połączeniu ze źródłami energii nie zapewniającymi stałej wartości mocy wyjściowej, takimi jak Panele Słoneczne. Pozwala wytworzyć bufor energii na czas, gdy źródła energii są nieaktywne, bądź ich wydajność jest zmniejszona.;Запасает большое количество энергии. Лучше всего использовать с источниками переменного тока, такими как солнечные батареи, чтобы получить энергетический буфер.;Stocke une quantité importante d'énergie. À utiliser de préférence avec des sources d'énergie intermittentes telles que les panneaux solaires pour créer un tampon énergétique.;Speichert eine große Menge an Energie. Besonders geeignet für periodisch aktive Energiequellen wie Solaranlagen zur Errichtung eines Energiespeichers.;Almacena una buena cantidad de energía. Se recomienda utilizar con fuentes de energía intermitentes, como los paneles solares, para crear una reserva de energía.;Armazena uma quantidade considerável de energia. Seu uso mais eficiente é com fontes de potência intermitentes, como Painéis Solares, para criar uma reserva de energia.;储存着大量能量。与间歇性产能装置（如太阳能板）使用能够起到能量缓冲的作用。;大量のエネルギーを貯蔵する。ソーラーパネルのような断続的な電力源をバッファーとして併用すると最も効果的。;상당량의 에너지를 저장합니다. 태양광 패널처럼 에너지 생산 시 간간이 유보가 발생하는 전력 공급원과 사용하면 효과가 가장 좋습니다.
gui/hud/building_description/eraser_tool;This tool allows the Mecha-Suit to enter floor removal mode.;To narzędzie pozwala Mechowi wejść w tryb usuwania podłogi.;Этот инструмент переводит меха-костюм в режим демонтажа пола.;Cet outil permet au mecha de creuser le sol.;Dieses Werkzeug erlaubt dem Mecha-Anzug, in den Modus zur Entfernung von Böden zu wechseln.;Esta herramienta permite que el traje mecánico entre en modo Extracción de suelo.;Essa ferramenta permite ao Traje Mecânico entrar no modo de remoção de piso.;这个工具可以让机甲进入地板拆除模式。;このツールを使うとメカスーツがフロア除去モードになる。;이 도구로 메카 수트의 바닥 제거 모드를 가동할 수 있습니다.
gui/hud/building_description/floor_acid;This is a corrosion resistant version of the floor. It protects base buildings from acid corrosion  like the one caused by Acidic Yeast Colonies;Jest to odporna na korozję wersja podłogi. Chroni ona budynki w bazie przed korozją wywołaną przez kwasy, np. przez kolonie kwasowych drożdży.;Это устойчивый к коррозии вид пола. Он защищает строения на вашей базе от воздействия кислоты (например, от колоний кислотного дрожжевого грибка).;Ce sol résiste à la corrosion. Il protège la base des bâtiments contre les colonies de levures acides, par exemple.;Dies ist eine korrosionsbeständige Version des Bodens. Er schützt Basisgebäude vor Säurekorrosion, wie sie von säurehaltigen Hefekolonien verursacht wird.;Esta es una versión del suelo resistente a la corrosión. Protege las bases de la corrosión ácida, como la que provocan las colonias de hongos ácidos.;Essa é uma versão do piso resistente à corrosão. Ela protege as construções da base da corrosão ácida, como a causada pelas colônias de leveduras ácidas.;这是一个抗腐蚀版本的地板。它可以保护基地建筑不受酸性物质的腐蚀，比如酸性酵母菌群造成的腐蚀。;耐腐食性の床。酸性イースト菌コロニーにより引き起こされるような酸性腐食から施設を守ることができる。;부식을 방지하는 바닥입니다. 산성 효모 군락지와 같은 산성 요소로부터 기지의 건물이 부식되는 걸 방지합니다.
gui/hud/building_description/floor_concrete;Basic concrete floor. Increases movement speed of the Mecha-suit and looks better than sand and rocks.;Betonowa podłoga. Zwiększa prędkość ruchu Mecha i pozwala zmienić wygląd bazy.;Базовый бетонный пол. Ускоряет движение меха-костюма и выглядит лучше песка и камней.;Un sol en béton basique. Accélère la vitesse du mecha et a meilleur aspect que du sable et du gravier.;Einfacher Betonboden. Erhöht die Bewegungsgeschwindigkeit des Mecha-Anzugs und sieht besser aus als Sand und Steine.;Suelo de hormigón básico. Aumenta la velocidad de movimiento del traje mecánico y es mejor que la arena o las rocas.;Piso de concreto básico. Aumenta a velocidade de movimento do Traje Mecânico e tem aparência melhor do que areia e pedras.;初级混凝土地板。提升机甲的移动速度，而且看起来也比沙子和石头好看。;基礎的なコンクリートの床。メカスーツの移動速度を向上させ、砂や岩よりも見栄えが良い。;기본적인 콘크리트 바닥. 메카 수트의 이동 속도를 빠르게 향상시키며, 모래와 돌이 깔렸을 때보다 나아 보입니다.
gui/hud/building_description/floor_default;Basic metal floor. Increases movement speed of the Mecha-suit and looks better than sand and rocks.;Metalowa podłoga. Zwiększa prędkość ruchu Mecha i pozwala zmienić wygląd bazy.;Базовый металлический пол. Ускоряет движение меха-костюма и выглядит лучше песка и камней.;Un sol en métal basique. Accélère la vitesse du mecha et a meilleur aspect que du sable et du gravier.;Einfacher Metallboden. Erhöht die Bewegungsgeschwindigkeit des Mecha-Anzugs und sieht besser aus als Sand und Steine.;Suelo de metal básico. Aumenta la velocidad de movimiento del traje mecánico y es mejor que la arena o las rocas.;Piso de metal básico. Aumenta a velocidade do Traje Mecânico e tem aparência melhor do que areia e pedras.;初级金属地板。提升机甲的移动速度，而且看起来也比沙子和石头好看。;基礎的な金属製の床。メカスーツの移動速度を向上させ、砂や岩よりも見栄えが良い。;기본적인 철제 바닥. 메카 수트의 이동 속도를 빠르게 향상시키며, 모래와 돌이 깔렸을 때보다 나아 보입니다.
gui/hud/building_description/floor_desert;This version of the floor provides extra stability for the base buildings. It allows buildings to be built on top of quick sand.;Ta wersja podłogi zapewnia dodatkową stabilność dla budynków w bazie. Pozwala ona na budowanie budynków na powierzchni ruchomych piasków.;Данный вид пола делает строения более устойчивыми, а также позволяет возводить постройки на зыбучих песках.;Ce sol assure une meilleure stabilité. Il permet de construire des bâtiments sur le sable mouvant.;Dieser Boden bietet zusätzliche Stabilität für Basisgebäude. Er ermöglicht den Bau von Gebäuden auf Treibsand.;Esta versión del suelo proporciona una estabilidad adicional a las bases. También permite la construcción de edificios sobre arenas movedizas.;Essa versão do piso fornece estabilidade extra às construções da base. Ela permite que sejam construídas sobre areia movediça.;这个版本的地板为基地建筑提供了额外的稳定性。它允许建筑物建立在流沙之上。;この床は、基礎に更なる安定性をもたらす。これにより流砂の上に施設を建設することができるようになる。;안정성이 강화된 바닥입니다. 모래 위에도 건물을 지을 수 있습니다.
