;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/multiplayer/warmup;Warmup;Rozgrzewka;;;;;;热身;;
gui/menu/net/connection_banned;You have been banned from the server!;Zostałeś zablokowany na serwerze!;;;;;;你已被服务器封禁！;;
gui/menu/net/connection_kicked;You have been kicked from the server!;Zostałeś wyrzucony z serwera!;;;;;;你已被服务器踢出！;;
gui/menu/net/connection_lost;Server connection lost!;Stracono połaczenie z serverem!;;;;;;服务器连接丢失！;;
gui/menu/net/server_full;Failed to connect. Server is full!;Nie udało połączyć się z serwerem. Sewer jest przepełniony!;;;;;;连接失败。服务器已满！;;
gui/menu/research/description/bio_condenser_lvl1;The Biomass Condenser utilizes advanced bio-engineering techniques to convert ordinary mud into highly potent sludge. This sludge can then be refined into flammable gas, providing a valuable energy resource. Integration of nano-filtration systems ensures purity and prevents contamination, making the Biomass Condenser an essential asset for sustainable energy production in harsh environments.;Kondensator Biomasy wykorzystuje zaawansowane techniki bioinżynierii umożliwiające przekształcanie zwykłego błota w wysoce użyteczny szlam. Szlam ten można potem przekształcić w łatwopalny gaz, stanowiący cenne źródło energii. Integracja systemów nano-filtracji zapewnia czystość i zapobiega zanieczyszczeniom, czyniąc Kondensator BIomasy kluczowym elementem procesu produkcji energii w trudnych warunkach.;;;;;;生物质凝聚器利用先进的生物工程技术将普通泥浆转化为高效能绿沼。这种绿沼随后可以精炼成易燃气体，提供宝贵的能源资源。纳米过滤系统的整合确保了纯度并防止了污染，使生物质凝聚器成为恶劣环境中可持续能源生产的关键资产。;;
gui/menu/research/description/bio_condenser_lvl2;The upgraded Biomass Condenser significantly enhances the efficiency and output of the original design. This upgraded version not only converts mud into sludge faster but also increases the yield of flammable gas. It features enhanced microbial strains and improved catalytic processes, ensuring superior energy production for sustained operations.;Ulepszony Kondensator Biomasy znacznie zwiększa wydajność i przepustowość względem oryginału. Ta ulepszona wersja nie tylko szybciej przekształca błoto w szlam, ale także zwiększa wydajność łatwopalnego gazu. Urządzenie wykorzystuje lepsze szczepy drobnoustrojów i usprawnione procesy katalityczne, zapewniając optymalny poziom produkcji energii.;;;;;;升级后的生物质凝聚器显著提高了原设计的效率和产出。这个升级版本不仅可以更快地将泥浆转化为绿沼，而且还增加了易燃气体的产量。它采用了增强的微生物菌种和改进的催化过程，确保了持续运营的卓越能源生产。;;
gui/menu/research/description/bio_condenser_lvl3;The upgraded Biomass Condenser significantly enhances the efficiency and output of the original design. This upgraded version not only converts mud into sludge faster but also increases the yield of flammable gas. It features enhanced microbial strains and improved catalytic processes, ensuring superior energy production for sustained operations.;Ulepszony Kondensator Biomasy znacznie zwiększa wydajność i przepustowość względem oryginału. Ta ulepszona wersja nie tylko szybciej przekształca błoto w szlam, ale także zwiększa wydajność łatwopalnego gazu. Urządzenie wykorzystuje lepsze szczepy drobnoustrojów i usprawnione procesy katalityczne, zapewniając optymalny poziom produkcji energii.;;;;;;升级后的生物质凝聚器显著提高了原设计的效率和产出。这个升级版本不仅可以更快地将泥浆转化为绿沼，而且还增加了易燃气体的产量。它采用了增强的微生物菌种和改进的催化过程，确保了持续运营的卓越能源生产。;;
gui/menu/research/description/consumable_drone_swarm_advanced;This upgraded version not only increases the drones' operational efficiency but also expands their functional versatility. With improved combat systems, faster resource collection, and superior repair protocols, the Drone Swarm ensures comprehensive assistance even in the most challenging scenarios.;Ta ulepszona wersja nie tylko zwiększa wydajność operacyjną dronów, ale także poprawia ich użyteczność. Dzięki ulepszonym systemom bojowym, szybszemu zbieraniu zasobów i doskonałym protokołom napraw, Rój Dronów zapewnia wsparcie nawet w najtrudniejszych scenariuszach.;;;;;;这个升级版本不仅提高了无人机的操作效率，还扩展了它们的功能多样性。通过改进的战斗系统、更快的资源收集和更优越的修复协议，无人机群在最具挑战性的情况下确保了全面的支援。;;
gui/menu/research/description/consumable_drone_swarm_extreme;This upgraded version not only increases the drones' operational efficiency but also expands their functional versatility. With improved combat systems, faster resource collection, and superior repair protocols, the Drone Swarm ensures comprehensive assistance even in the most challenging scenarios.;Ta ulepszona wersja nie tylko zwiększa wydajność operacyjną dronów, ale także poprawia ich użyteczność. Dzięki ulepszonym systemom bojowym, szybszemu zbieraniu zasobów i doskonałym protokołom napraw, Rój Dronów zapewnia wsparcie nawet w najtrudniejszych scenariuszach.;;;;;;这个升级版本不仅提高了无人机的操作效率，还扩展了它们的功能多样性。通过改进的战斗系统、更快的资源收集和更优越的修复协议，无人机群在最具挑战性的情况下确保了全面的支援。;;
gui/menu/research/description/consumable_drone_swarm_standard;This consumable item deploys four autonomous drones that provide various support functions for a limited duration. Whether it’s engaging enemies, gathering resources, or repairing critical structures, these versatile drones adapt to the immediate needs of the battlefield. Once activated, the Drone Swarm operates independently, allowing the player to focus on strategic objectives while benefiting from enhanced operational support.;Pozwala na uruchomienie czterech autonomicznych dronów, które przez określony czas wykonują różne funkcje pomocnicze. Nieważne, czy chodzi o walkę z wrogami, zbieranie zasobów, czy naprawę krytycznych struktur, te wszechstronne drony dostosowują się do pilnych potrzeb na polu bitwy. Po aktywacji Rój Dronów działa niezależnie, pozwalając ci skupić się na najpilniejszych zadaniach.;;;;;;这种消耗品部署四架自主无人机，为有限的时间提供各种支持功能。无论是交战敌人、收集资源还是修复关键结构，这些多功能无人机都能适应战场的即时需求。一旦激活，无人机群将独立操作，让玩家可以专注于战略目标，同时享受增强的操作支持。;;
gui/menu/research/description/consumable_drone_swarm_superior;This upgraded version not only increases the drones' operational efficiency but also expands their functional versatility. With improved combat systems, faster resource collection, and superior repair protocols, the Drone Swarm ensures comprehensive assistance even in the most challenging scenarios.;Ta ulepszona wersja nie tylko zwiększa wydajność operacyjną dronów, ale także poprawia ich użyteczność. Dzięki ulepszonym systemom bojowym, szybszemu zbieraniu zasobów i doskonałym protokołom napraw, Rój Dronów zapewnia wsparcie nawet w najtrudniejszych scenariuszach.;;;;;;这个升级版本不仅提高了无人机的操作效率，还扩展了它们的功能多样性。通过改进的战斗系统、更快的资源收集和更优越的修复协议，无人机群在最具挑战性的情况下确保了全面的支援。;;
gui/menu/research/description/consumable_gas_grenade_advanced;An upgraded version of the original Gas Grenade, offering enhanced incapacitation capabilities and a larger area of effect. This advanced consumable deploys a more potent gas mixture that disrupts enemy senses and bodily functions with greater efficiency. Ideal for high-stakes engagements, it ensures superior crowd control and battlefield dominance by neutralizing adversaries more effectively and for a longer duration.;Ulepszona wersja Granatu Gazowego, oferująca udoskonalone właściwości obezwładniające i większy obszar działania. Wykorzystuje on silniejszą mieszankę gazu, która skuteczniej dezorientuje wroga. Doskonale sprawdza się w wymagających starciach, zapewniając doskonałą kontrolę nad tłumem i dominację na polu bitwy poprzez skuteczniejsze i długotrwałe neutralizowanie przeciwników.;;;;;;升级版的毒气手榴弹提供了增强的致残能力和更大的作用区域。这种高级消耗品部署了更强效的气体混合物，以更高的效率干扰敌人的感官和身体功能。它适用于高风险的交锋，通过更有效和持久的解除对手的能力，确保了出色的群体控制和战场主导力。;;
gui/menu/research/description/consumable_gas_grenade_extreme;An upgraded version of the original Gas Grenade, offering enhanced incapacitation capabilities and a larger area of effect. This advanced consumable deploys a more potent gas mixture that disrupts enemy senses and bodily functions with greater efficiency. Ideal for high-stakes engagements, it ensures superior crowd control and battlefield dominance by neutralizing adversaries more effectively and for a longer duration.;Ulepszona wersja Granatu Gazowego, oferująca udoskonalone właściwości obezwładniające i większy obszar działania. Wykorzystuje on silniejszą mieszankę gazu, która skuteczniej dezorientuje wroga. Doskonale sprawdza się w wymagających starciach, zapewniając doskonałą kontrolę nad tłumem i dominację na polu bitwy poprzez skuteczniejsze i długotrwałe neutralizowanie przeciwników.;;;;;;升级版的毒气手榴弹提供了增强的致残能力和更大的作用区域。这种高级消耗品部署了更强效的气体混合物，以更高的效率干扰敌人的感官和身体功能。它适用于高风险的交锋，通过更有效和持久的解除对手的能力，确保了出色的群体控制和战场主导力。;;
gui/menu/research/description/consumable_gas_grenade_standard;The Gas Grenade is a tactical consumable designed to incapacitate enemies through the deployment of a debilitating gas cloud. Once thrown, it releases a concentrated burst of noxious chemicals that impair vision, disrupt respiratory functions, and cause severe disorientation. This versatile weapon is ideal for crowd control and can turn the tide of battle by neutralizing multiple foes simultaneously.;Granat Gazowy to sprzęt taktyczny przeznaczony do obezwładniania wrogów za pomocą chmury wyniszczającego gazu. Po rzuceniu uwalnia chmurę szkodliwych substancji chemicznych, które osłabiają wzrok, zakłócają funkcje oddechowe i powodują dezorientację. Ta wszechstronna broń jest idealna do kontrolowania tłumu i może zneutralizować wielu wrogów jednocześnie.;;;;;;毒气手榴弹是一种战术消耗品，旨在通过释放一团有害性气体云来使敌人失去行动能力。一旦投掷，它释放大量有害化学物质，损害视力，破坏呼吸功能，并造成严重的方向感丧失。这种多用途武器是群体控制的理想选择，可同时制服多个敌人，扭转战局。;;
gui/menu/research/description/consumable_gas_grenade_superior;An upgraded version of the original Gas Grenade, offering enhanced incapacitation capabilities and a larger area of effect. This advanced consumable deploys a more potent gas mixture that disrupts enemy senses and bodily functions with greater efficiency. Ideal for high-stakes engagements, it ensures superior crowd control and battlefield dominance by neutralizing adversaries more effectively and for a longer duration.;Ulepszona wersja Granatu Gazowego, oferująca udoskonalone właściwości obezwładniające i większy obszar działania. Wykorzystuje on silniejszą mieszankę gazu, która skuteczniej dezorientuje wroga. Doskonale sprawdza się w wymagających starciach, zapewniając doskonałą kontrolę nad tłumem i dominację na polu bitwy poprzez skuteczniejsze i długotrwałe neutralizowanie przeciwników.;;;;;;升级版的毒气手榴弹提供了增强的致残能力和更大的作用区域。这种高级消耗品部署了更强效的气体混合物，以更高的效率干扰敌人的感官和身体功能。它适用于高风险的交锋，通过更有效和持久的解除对手的能力，确保了出色的群体控制和战场主导力。;;
gui/menu/research/description/consumable_mortar_sentry_advanced;This advanced deployable turret features improved targeting accuracy, increased rate of fire, and enhanced explosive rounds, ensuring maximum battlefield impact. It remains self-sufficient, requiring no external ammo or power sources, and delivers exceptional indirect fire support for a prolonged period.;Ta zaawansowana wieżyczka ma zwiększoną dokładność celowania, zwiększoną szybkostrzelność i ulepszone pociski wybuchowe, gwarantując skuteczność w terenie. Wieżyczka pozostaje samowystarczalna, nie wymaga zewnętrznej amunicji ani źródeł zasilania i zapewnia skuteczne wsparcie ostrzałem przez dłuższy czas.;;;;;;这种先进的可部署炮塔具有改进的瞄准精度、增加的射速和增强的爆炸性弹药，确保了最大的战场影响力。它具有自给自足的特点，不需要外部弹药或能源，并为长时间提供卓越的间接火力支持。;;
gui/menu/research/description/consumable_mortar_sentry_extreme;This advanced deployable turret features improved targeting accuracy, increased rate of fire, and enhanced explosive rounds, ensuring maximum battlefield impact. It remains self-sufficient, requiring no external ammo or power sources, and delivers exceptional indirect fire support for a prolonged period.;Ta zaawansowana wieżyczka ma zwiększoną dokładność celowania, zwiększoną szybkostrzelność i ulepszone pociski wybuchowe, gwarantując skuteczność w terenie. Wieżyczka pozostaje samowystarczalna, nie wymaga zewnętrznej amunicji ani źródeł zasilania i zapewnia skuteczne wsparcie ostrzałem przez dłuższy czas.;;;;;;这种先进的可部署炮塔具有改进的瞄准精度、增加的射速和增强的爆炸性弹药，确保了最大的战场影响力。它具有自给自足的特点，不需要外部弹药或能源，并为长时间提供卓越的间接火力支持。;;
gui/menu/research/description/consumable_mortar_sentry_standard;The Mortar Sentry is a deployable turret that provides formidable indirect fire support for a limited time. Once activated, it autonomously targets and bombards enemy positions with high-explosive mortar rounds. Designed for rapid deployment and ease of use, the Mortar Sentry does not require additional ammunition or power sources, making it a highly effective tool for turning the tide in intense combat scenarios.;Wieżyczka z Moździerzem zapewnia krótkotrwałe wsparcie ostrzałem z dystansu. Po uruchomieniu samoczynnie namierza i bombarduje pozycje wroga za pomocą pocisków moździerzowych o dużej sile rażenia. Zaprojektowana pod kątem łatwości użycia, wieżyczka z moździerzem nie wymaga dodatkowej amunicji ani źródeł zasilania, co czyni ją wysoce skutecznym narzędziem wsparcia.;;;;;;迫击炮哨兵是一种可部署的炮塔，可在有限时间提供强大的间接火力支援。一旦激活，它自动瞄准并用高爆迫击炮弹轰击敌人位置。旨在快速部署和易于使用，迫击炮哨兵不需要额外的弹药或能源，使其成为激烈战斗场景中扭转局势的高效工具。;;
gui/menu/research/description/consumable_mortar_sentry_superior;This advanced deployable turret features improved targeting accuracy, increased rate of fire, and enhanced explosive rounds, ensuring maximum battlefield impact. It remains self-sufficient, requiring no external ammo or power sources, and delivers exceptional indirect fire support for a prolonged period.;Ta zaawansowana wieżyczka ma zwiększoną dokładność celowania, zwiększoną szybkostrzelność i ulepszone pociski wybuchowe, gwarantując skuteczność w terenie. Wieżyczka pozostaje samowystarczalna, nie wymaga zewnętrznej amunicji ani źródeł zasilania i zapewnia skuteczne wsparcie ostrzałem przez dłuższy czas.;;;;;;这种先进的可部署炮塔具有改进的瞄准精度、增加的射速和增强的爆炸性弹药，确保了最大的战场影响力。它具有自给自足的特点，不需要外部弹药或能源，并为长时间提供卓越的间接火力支持。;;
gui/menu/research/description/gas_extractor_lvl1;The Gas Extractor is a specialized structure designed to harness flammable gas from natural gas vents scattered across the terrain. Through advanced filtration and extraction processes, it converts the raw gas into a usable energy source, suitable for powering various base operations and equipment. This essential facility ensures sustainable energy production and resource utilization in remote and inhospitable environments.;Ekstraktor Gazu to konstrukcja zaprojektowana do pozyskiwania łatwopalnego gazu z naturalnych ujść. Dzięki zaawansowanym procesom filtracji i ekstrakcji, przekształca nieprzetworzony gaz w użyteczne źródło energii, zdatne do zasilania różnych urządzeń w bazie. To ważne urządzenie umożliwia produkcję energii w niesprzyjających warunkach.;;;;;;气体提取器是一种专门设计的结构，旨在从散布在地形上的自然气体孔中提取易燃气体。通过先进的过滤和提取过程，它将原始气体转化为可用的能源，适合为各种基地操作和设备供电。这个必要设施确保了在偏远和不适宜居住的环境中可持续的能源生产和资源利用。;;
gui/menu/research/description/gas_extractor_lvl2;Its storage and containment systems utilize advanced quantum-tuned energy fields and superconducting materials to maintain gas stability and prevent leakage, even under extreme pressure and temperature conditions.;Jego systemy przechowywania i hermetyzacji wykorzystują zaawansowane, dostrojone kwantowo pola energii i materiały nadprzewodzące, aby utrzymać stabilność gazu i zapobiegać wyciekom, nawet w ekstremalnych warunkach ciśnienia i temperatury.;;;;;;其存储和容纳系统利用先进的量子调谐能场和超导材料来维持气体稳定，并防止在极端压力和温度条件下的泄漏。;;
gui/menu/research/description/gas_extractor_lvl3;Its storage and containment systems utilize advanced quantum-tuned energy fields and superconducting materials to maintain gas stability and prevent leakage, even under extreme pressure and temperature conditions.;Jego systemy przechowywania i hermetyzacji wykorzystują zaawansowane, dostrojone kwantowo pola energii i materiały nadprzewodzące, aby utrzymać stabilność gazu i zapobiegać wyciekom, nawet w ekstremalnych warunkach ciśnienia i temperatury.;;;;;;其存储和容纳系统利用先进的量子调谐能场和超导材料来维持气体稳定，并防止在极端压力和温度条件下的泄漏。;;
gui/menu/research/description/mech_weapons_charged_bomb_advanced;An enhanced iteration of its predecessor, boasting increased destructive power and enhanced targeting capabilities. This advanced weapon undergoes a more efficient charging process and features improved teleportation technology for faster deployment and more precise strikes.;Ulepszona wersja bomby, o zwiększonej sile rażenia i poprawionych właściwościach celowniczych. Ta zaawansowana broń przechodzi bardziej wydajny proces ładowania i posiada ulepszoną technologię teleportacji, by przyspieszyć proces jej użycia i precyzję uderzeń.;;;;;;增强版的前身，拥有增加的破坏力和提升的瞄准能力。这种高级武器经过了更高效的充电过程，并具有改进的传送技术，以更快的速度部署和更精准的打击。;;
gui/menu/research/description/mech_weapons_charged_bomb_extreme;An enhanced iteration of its predecessor, boasting increased destructive power and enhanced targeting capabilities. This advanced weapon undergoes a more efficient charging process and features improved teleportation technology for faster deployment and more precise strikes.;Ulepszona wersja bomby, o zwiększonej sile rażenia i poprawionych właściwościach celowniczych. Ta zaawansowana broń przechodzi bardziej wydajny proces ładowania i posiada ulepszoną technologię teleportacji, by przyspieszyć proces jej użycia i precyzję uderzeń.;;;;;;增强版的前身，拥有增加的破坏力和提升的瞄准能力。这种高级武器经过了更高效的充电过程，并具有改进的传送技术，以更快的速度部署和更精准的打击。;;
gui/menu/research/description/mech_weapons_charged_bomb_standard;The Charged Bomb is a devastating weapon requiring strategic foresight and precise timing to unleash its destructive potential. Before deployment, it must be charged, channeling energy into a compact teleportation device. Once primed, the bomb is teleported to the designated target area, where it detonates with tremendous force after a brief countdown. ;Naładowana Bomba to potężna broń wymagająca umiejętności strategicznego myślenia i precyzyjnego wyczucia czasu. Przed użyciem należy ją naładować, ładując energię do kompaktowego urządzenia teleportacyjnego. Po naładowaniu bomba jest teleportowana do wyznaczonego obszaru docelowego, gdzie po krótkim odliczaniu detonuje z ogromną siłą. ;;;;;;充能炸弹是一种需要战略前瞻性和精确时机来释放其破坏潜力的毁灭性武器。在部署前，必须充电，将能量导入一个紧凑的传送设备。一旦启动，炸弹被传送到指定的目标区域，在短暂倒计时后以巨大的力量爆炸。;;
gui/menu/research/description/mech_weapons_charged_bomb_superior;An enhanced iteration of its predecessor, boasting increased destructive power and enhanced targeting capabilities. This advanced weapon undergoes a more efficient charging process and features improved teleportation technology for faster deployment and more precise strikes.;Ulepszona wersja bomby, o zwiększonej sile rażenia i poprawionych właściwościach celowniczych. Ta zaawansowana broń przechodzi bardziej wydajny proces ładowania i posiada ulepszoną technologię teleportacji, by przyspieszyć proces jej użycia i precyzję uderzeń.;;;;;;增强版的前身，拥有增加的破坏力和提升的瞄准能力。这种高级武器经过了更高效的充电过程，并具有改进的传送技术，以更快的速度部署和更精准的打击。;;
gui/menu/research/description/mech_weapons_flame_blade_advanced;An upgraded iteration of the classic Flame Blade, featuring improved pyrotechnic capabilities and enhanced combat functionality. Crafted from advanced nanocomposites and thermally conductive alloys, this blade unleashes waves of intense flames with each strike, engulfing foes in fiery devastation.;Ulepszona wersja Ognistego Ostrza, z ulepszonymi właściwościami pirotechnicznymi i zwiększoną funkcjonalnością bojową. Wykonane z zaawansowanych nanokompozytów i stopów przewodzących ciepło, ostrze to uwalnia fale intensywnych płomieni przy każdym uderzeniu, pogrążając wrogów w płomieniach.;;;;;;经过升级的经典烈焰刀，具有改进的烟火技术和增强的战斗功能。这把刀由先进的纳米复合材料和热导合金制成，每次挥击都会释放出强烈的火焰波，将敌人吞没在炽热的毁灭之中。;;
gui/menu/research/description/mech_weapons_flame_blade_extreme;An upgraded iteration of the classic Flame Blade, featuring improved pyrotechnic capabilities and enhanced combat functionality. Crafted from advanced nanocomposites and thermally conductive alloys, this blade unleashes waves of intense flames with each strike, engulfing foes in fiery devastation.;Ulepszona wersja Ognistego Ostrza, z ulepszonymi właściwościami pirotechnicznymi i zwiększoną funkcjonalnością bojową. Wykonane z zaawansowanych nanokompozytów i stopów przewodzących ciepło, ostrze to uwalnia fale intensywnych płomieni przy każdym uderzeniu, pogrążając wrogów w płomieniach.;;;;;;经过升级的经典烈焰刀，具有改进的烟火技术和增强的战斗功能。这把刀由先进的纳米复合材料和热导合金制成，每次挥击都会释放出强烈的火焰波，将敌人吞没在炽热的毁灭之中。;;
gui/menu/research/description/mech_weapons_flame_blade_standard;The Flame Blade is a formidable melee weapon that combines traditional blade craftsmanship with advanced pyrotechnic technology. In addition to its razor-sharp edge for close-quarters combat, the Flame Blade emits a wave of intense flames in a short-range arc upon striking, engulfing nearby enemies in searing heat.;Ogniste Ostrze to potężna broń do walki wręcz, która łączy tradycyjne rzemiosło ostrza z zaawansowaną technologią pirotechniczną. Oprócz ostrej jak brzytwa krawędzi do walki w zwarciu, Ogniste Ostrze emituje falę intensywnych płomieni w łuku krótkiego zasięgu po uderzeniu.;;;;;;烈焰刀是一种强大的近战武器，将传统的刀具工艺与先进的烟火技术相结合。除了用于近战的锋利刃口外，烈焰刀在挥击时还会在短距离弧线上发射一波强烈的火焰，将附近的敌人笼罩在灼热之中。;;
gui/menu/research/description/mech_weapons_flame_blade_superior;An upgraded iteration of the classic Flame Blade, featuring improved pyrotechnic capabilities and enhanced combat functionality. Crafted from advanced nanocomposites and thermally conductive alloys, this blade unleashes waves of intense flames with each strike, engulfing foes in fiery devastation.;Ulepszona wersja Ognistego Ostrza, z ulepszonymi właściwościami pirotechnicznymi i zwiększoną funkcjonalnością bojową. Wykonane z zaawansowanych nanokompozytów i stopów przewodzących ciepło, ostrze to uwalnia fale intensywnych płomieni przy każdym uderzeniu, pogrążając wrogów w płomieniach.;;;;;;经过升级的经典烈焰刀，具有改进的烟火技术和增强的战斗功能。这把刀由先进的纳米复合材料和热导合金制成，每次挥击都会释放出强烈的火焰波，将敌人吞没在炽热的毁灭之中。;;
gui/menu/research/description/mech_weapons_insect_gun_advanced;The upgraded version represents a significant advancement in insectoid weaponry, enhancing both firepower and targeting capabilities. This upgraded version maintains the rapid deployment of explosive insects while introducing improved tracking algorithms for even greater precision.;Ulepszona wersja stanowi znaczący postęp w broni insektoidalnej, zwiększając zarówno siłę ognia, jak i możliwości celowania. Ta ulepszona wersja umożliwia szybkie wystrzeliwanie wybuchowych owadów, jednocześnie poprawiając algorytmy namierzania w celu uzyskania jeszcze większej precyzji.;;;;;;这个升级版代表了昆虫仿生武器技术的重大进步，增强了火力和目标锁定能力。这个升级版维持了爆炸性昆虫的快速部署，同时引入了改进的跟踪算法，实现了更高的精确度。;;
gui/menu/research/description/mech_weapons_insect_gun_extreme;The upgraded version represents a significant advancement in insectoid weaponry, enhancing both firepower and targeting capabilities. This upgraded version maintains the rapid deployment of explosive insects while introducing improved tracking algorithms for even greater precision.;Ulepszona wersja stanowi znaczący postęp w broni insektoidalnej, zwiększając zarówno siłę ognia, jak i możliwości celowania. Ta ulepszona wersja umożliwia szybkie wystrzeliwanie wybuchowych owadów, jednocześnie poprawiając algorytmy namierzania w celu uzyskania jeszcze większej precyzji.;;;;;;这个升级版代表了昆虫仿生武器技术的重大进步，增强了火力和目标锁定能力。这个升级版维持了爆炸性昆虫的快速部署，同时引入了改进的跟踪算法，实现了更高的精确度。;;
gui/menu/research/description/mech_weapons_insect_gun_standard;The Wasp Launcher is a weapon that releases small, explosive insects at rapid speed. These insects automatically track and home in on targets with precision, ensuring maximum damage upon detonation. The concussive blast devastates enemies without the need for manual targeting.;Miotacz Insektów to broń, która uwalnia małe owady o wybuchowych włąściwościach z dużą prędkością. Owady te automatycznie śledzą i precyzyjnie namierzają cele, zapewniając jak największe obrażenia po detonacji. Uderzenie powoduje spustoszenie wśród wrogów i to bez konieczności ręcznego celowania.;;;;;;黄蜂发射器是一种武器，能够以极快的速度释放小型爆炸性昆虫。这些昆虫会自动追踪并精确锁定目标，确保在爆炸时造成最大的伤害。其震荡波能够毁灭性地打击敌人，无需手动瞄准。;;
gui/menu/research/description/mech_weapons_insect_gun_superior;The upgraded version represents a significant advancement in insectoid weaponry, enhancing both firepower and targeting capabilities. This upgraded version maintains the rapid deployment of explosive insects while introducing improved tracking algorithms for even greater precision.;Ulepszona wersja stanowi znaczący postęp w broni insektoidalnej, zwiększając zarówno siłę ognia, jak i możliwości celowania. Ta ulepszona wersja umożliwia szybkie wystrzeliwanie wybuchowych owadów, jednocześnie poprawiając algorytmy namierzania w celu uzyskania jeszcze większej precyzji.;;;;;;这个升级版代表了昆虫仿生武器技术的重大进步，增强了火力和目标锁定能力。这个升级版维持了爆炸性昆虫的快速部署，同时引入了改进的跟踪算法，实现了更高的精确度。;;
gui/menu/research/description/mech_weapons_mortar_advanced;This upgraded mortar fires cryo projectiles that explode upon impact, enveloping the target area in a chilling frost. Its cryo explosions not only deal damage but also inflict a more potent slowing effect on enemies.;Ten ulepszony moździerz wystrzeliwuje pociski kriogeniczne, które eksplodują po uderzeniu w cel, spowijając go mrozem. Jego eksplozje krio nie tylko zadają większe obrażenia, ale także silniej spowalniają wrogów.;;;;;;这个升级版的迫击炮发射冷冻弹药，撞击时爆炸，将目标区域笼罩在寒冷的霜冻之中。其冷冻爆炸不仅造成伤害，还对敌人施加了更强大的减速效果。;;
gui/menu/research/description/mech_weapons_mortar_extreme;This upgraded mortar fires cryo projectiles that explode upon impact, enveloping the target area in a chilling frost. Its cryo explosions not only deal damage but also inflict a more potent slowing effect on enemies.;Ten ulepszony moździerz wystrzeliwuje pociski kriogeniczne, które eksplodują po uderzeniu w cel, spowijając go mrozem. Jego eksplozje krio nie tylko zadają większe obrażenia, ale także silniej spowalniają wrogów.;;;;;;这个升级版的迫击炮发射冷冻弹药，撞击时爆炸，将目标区域笼罩在寒冷的霜冻之中。其冷冻爆炸不仅造成伤害，还对敌人施加了更强大的减速效果。;;
gui/menu/research/description/mech_weapons_mortar_standard;It launches bursts of cryogenic projectiles that detonate upon impact, enveloping the target area in freezing temperatures. The resulting cryo explosion not only inflicts damage but also slows down enemies caught within its icy blast radius, making them more vulnerable to follow-up attacks.;Wystrzeliwuje kriogeniczne pociski, które wybuchają przy uderzeniu w cel, zamrażając jego okolice. Powstała w ten sposób eksplozja nie tylko zadaje obrażenia, ale także spowalnia wrogów znajdujących się w promieniu wybuchu, czyniąc ich bardziej podatnymi na kolejne ataki.;;;;;;它发射一阵冷冻弹药，撞击时爆炸，将目标区域笼罩在冰冷的温度中。产生的冷冻爆炸不仅造成伤害，还减慢了被冰冻爆炸半径内的敌人的速度，使他们更容易受到后续攻击。;;
gui/menu/research/description/mech_weapons_mortar_superior;This upgraded mortar fires cryo projectiles that explode upon impact, enveloping the target area in a chilling frost. Its cryo explosions not only deal damage but also inflict a more potent slowing effect on enemies.;Ten ulepszony moździerz wystrzeliwuje pociski kriogeniczne, które eksplodują po uderzeniu w cel, spowijając go mrozem. Jego eksplozje krio nie tylko zadają większe obrażenia, ale także silniej spowalniają wrogów.;;;;;;这个升级版的迫击炮发射冷冻弹药，撞击时爆炸，将目标区域笼罩在寒冷的霜冻之中。其冷冻爆炸不仅造成伤害，还对敌人施加了更强大的减速效果。;;
gui/menu/research/description/mech_weapons_root_gun_advanced;The upgraded Root Gun is built with lighter and more durable alloys, ensuring ease of operation, high efficiency, and higher damage output. It is a precise and deadly weapon, and a marvel of biomechanics.;Ulepszona Wyrzutnia Pnączy jest zbudowana z lżejszych i bardziej wytrzymałych stopów, zapewniając łatwość obsługi, wysoką wydajność i większe obrażenia. Jest to precyzyjna i śmiercionośna broń oraz wspaniałe osiągnięcie biomechaniki.;;;;;;升级版根系枪采用更轻、更耐用的合金制造，确保了操作的便捷性、高效率和更高的伤害输出。它是一种精确致命的武器，是生物力学的奇迹。;;
gui/menu/research/description/mech_weapons_root_gun_extreme;The upgraded Root Gun is built with lighter and more durable alloys, ensuring ease of operation, high efficiency, and higher damage output. It is a precise and deadly weapon, and a marvel of biomechanics.;Ulepszona Wyrzutnia Pnączy jest zbudowana z lżejszych i bardziej wytrzymałych stopów, zapewniając łatwość obsługi, wysoką wydajność i większe obrażenia. Jest to precyzyjna i śmiercionośna broń oraz wspaniałe osiągnięcie biomechaniki.;;;;;;升级版根系枪采用更轻、更耐用的合金制造，确保了操作的便捷性、高效率和更高的伤害输出。它是一种精确致命的武器，是生物力学的奇迹。;;
gui/menu/research/description/mech_weapons_root_gun_standard;The Root Gun is a unique weapon that upon activation, summons roots from beneath the ground that travel towards the target, dealing continuous damage as they burrow through the earth. ;Wyrzutnia Pnączy to wyjątkowa broń wywołująca spod ziemi korzenie, które przemieszczają się w kierunku celu, zadając ciągłe obrażenia podczas przebijania się przez ziemię. ;;;;;;根系枪是一种独特的武器，激活后，它会从地下召唤根须，这些根须朝目标移动，穿过地面时持续造成伤害。;;
