;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/endgame/ashley_ghl_start_02;We'll need to set up a network of Supercoolant Refineries to keep this machine running. It may be challenging to construct and maintain, but it's a key part of our plan. ;Będziemy musieli stworzyć sieć rafinerii superchłodziwa, aby utrzymać tę maszynę na chodzie. Może to stanowić wyzwanie w budowie i utrzymaniu, ale jest to kluczowa część naszego planu. ;Нам потребуется развернуть сеть дистилляторов суперохладителя, чтобы обеспечить работу установки. Будет непросто, но это ключевой элемент нашего плана. ;On va devoir installer un réseau de raffineries de liquide de refroidissement pour faire tourner cette machine. Il sera dur à construire et à entretenir, mais ce sera un élément clé de notre projet. ;Um diese Maschine in Betrieb zu nehmen, müssen wir ein Netz von Kühlmittelraffinerien errichten. Es mag schwierig sein, das aufzubauen und am Laufen zu halten, aber es ist ein Kernstück unseres Plans. ;Tendremos que montar una red de refinerías de superrefrigerante para poder hacer funcionar esta cosa. Puede que sea difícil de construir y mantener, pero es una parte clave de nuestro plan. ;Vamos ter que instalar uma rede de Refinarias de Super-resfriador pra manter essa máquina rodando. Pode ser algo desafiador de construir e manter, mas é uma peça chave do nosso plano. ;我们需要建立一个超级冷却剂精炼厂网络来维持这台机器的运行。建造和维护可能具有挑战性，但它是我们计划的关键部分。;このマシンを稼働させ続けるに超冷却材精製所のネットワークを組み込む必要があるわね。建設も維持も一筋縄じゃいかないけど、計画にとって重要な部分よ。 ;기계를 계속 가동하려면 초냉각수 정제소 네트워크를 구축해야 해. 건설과 유지 관리가 어려울 수도 있지만, 우리 계획의 핵심 요소야. 
DIALOG/story/endgame/mech_ghl_start_02;This is a marvelous machine, Ashley, but would it not be easier to build up settlements on the ground in the first place?;To wspaniała maszyna, Ashley, ale czy nie byłoby łatwiej budować osady na powierzchni planety?;Это удивительная машина, Эшли, но разве не проще было бы сначала построить поселения на поверхности?;C’est une machine fantastique, Ashley, mais ce serait pas plus simple de construire des colonies au sol ?;Das ist eine wunderbare Maschine, Ashley, aber wäre es nicht einfacher, erst einmal Ansiedlungen auf dem Boden zu errichten?;Ashley, esta máquina es maravillosa, ¿pero no sería más fácil construir asentamientos en la superficie?;Essa é uma máquina maravilhosa, Ashley, mas não seria mais fácil construir assentamentos em terra, para começar?;这是一台了不起的机器，阿雪莉，但一开始就在地面上建立定居点不是更容易吗？;非常に壮大なマシンだな、アシュリー。だが最初から地上で居住施設を建設したほうが楽なんじゃないのか？;애슐리, 이 기계는 정말 훌륭하지만, 처음부터 땅에 정착지를 건설하는 것이 더 쉬울 것 같지 않나요?
DIALOG/story/endgame/ashley_ghl_start_03;That is exactly how Stage Two and Stage Three of the standardized colonization process would play out. Military expeditions would pave their way from the Rift Station to the nearest resource-rich areas. They would destroy everything along their path and kill all of the native wildlife that could resemble any kind of threat. Airborne colonies can be easily relocated to more remote and safer locations. Thanks to our efforts, the researchers who arrive here will be able to identify safer areas before settling their arcologies on the ground.;Dokładnie tak przebiegałby drugi i trzeci etap standardowego procesu kolonizacji. Ekspedycje wojskowe utorowałyby sobie drogę ze Stacji Rift do najbliższych obszarów bogatych w zasoby. Zniszczyłyby wszystko na swojej drodze i zabiłyby całą rodzimą faunę i florę, która mogłaby stanowić jakiekolwiek zagrożenie. Kolonie powietrzne można łatwo przenieść w bardziej odległe i bezpieczniejsze lokalizacje. Dzięki naszym wysiłkom badacze, którzy tu przybędą, będą mogli zidentyfikować bezpieczniejsze obszary przed osiedleniem swoich arkologii na ziemi.;Именно так пройдут второй и третий этапы стандартизированного процесса колонизации. Военные экспедиции проложат себе путь от рифт-станции до ближайших районов с ресурсами. Они уничтожат любые жизнеформы, представляющие даже малейшую угрозу. Воздушные колонии можно свободно перемещать в безопасные места на большие расстояния. Благодаря нашим усилиям, прибывшие сюда исследователи смогут определить безопасные районы, прежде чем размещать акрологии на поверхности.;C’est exactement comme ça que se dérouleraient les étapes 2 et 3 du processus de colonisation prédéfini. Des expéditions militaires partiraient de la station dimensionnelle pour rejoindre les zones riches en ressources les plus proches. Elles détruiraient tout sur leur passage et élimineraient toute la faune indigène susceptible de représenter une quelconque menace à leur développement. Les colonies aériennes peuvent être facilement déplacées vers des endroits plus éloignés et plus sûrs. Grâce à nos efforts, les chercheurs qui arriveront ici pourront identifier les zones les plus sûres avant d’installer leurs arcologies au sol.;Genau so würden die zweite und dritte Phase des standardisierten Kolonisierungsprozesses ablaufen. Militärexpeditionen würden sich ihren Weg von der Riftstation zu den nächstgelegenen rohstoffreichen Gebieten bahnen. Sie würden alles auf ihrem Weg zerstören und alle einheimischen Wildtiere töten, die eine Bedrohung darstellen könnten. Kolonien in der Luft können leicht an abgelegenere und sicherere Orte verlagert werden. Dank unserer Bemühungen können die Forscher, die hier ankommen, sicherere Gebiete ausfindig machen, bevor sie ihre Arkologien am Boden ansiedeln.;Así es exactamente como las fases 3 y 4 del proceso de colonización estándar funcionarían. Con expediciones militares destruyendo todo a su paso desde la estación de grietas a la zona rica en recursos más cercana. Se cargarían a toda la fauna y flora nativa que pudiera suponer una amenaza. Las colonias flotantes podrían moverse fácilmente a zonas más remotas y seguras. Gracias a nuestros esfuerzos, los investigadores que lleguen aquí serán capaces de identificar zonas más seguras antes de aterrizar con sus arcologías.;É exatamente assim que as fases 2 e 3 do processo padrão de colonização se desenrolariam. Expedições militares abririam caminho a partir da Estação de Fenda até as áreas ricas em recursos mais próximas. Elas destruiriam tudo em seu caminho e matariam toda a vida selvagem nativa que impusesse mínima ameaça. Colônias aéreas podem ser realocadas facilmente pra locais mais remotos e seguros. Graças aos nossos esforços, os pesquisadores que chegarão aqui poderão identificar áreas seguras antes de pousar com suas arcologias.;这正是标准化殖民过程第二阶段和第三阶段会发生的情况。军事远征队会从裂缝站开辟道路到最近的资源丰富地区。他们会摧毁沿途的一切，杀死所有可能构成任何威胁的本土野生动物。空中殖民地可以轻松地重新安置到更偏远、更安全的地点。多亏了我们的努力，到达这里的研究人员将能够在将他们的生态建筑群安置在地面上之前，识别出更安全的区域。;それだと標準の入植プロセスのステージ2、3とやることが変わらない。リフトステーションを通った遠征軍は資源が豊富な地域に向かう。その道中で障害になるものは全て破壊して敵性反応を示す原生生物は全て駆除する。空中コロニーなら簡単に遠方の安全地帯にも移動できる。おかげで後からここに来る研究者たちは空から安全な場所を特定してからアコロジーを地上に下ろすことができる。;정확히 표준화된 식민지화 과정의 2단계와 3단계가 그러한 방식으로 진행될 거야. 군사 탐사대는 리프트 스테이션에서 가장 가까운 자원 풍부 지역으로 향하며 길을 닦아 나갈 거야. 그들은 경로에 있는 모든 것을 파괴하고 위협이 될 수 있는 모든 원주민 야생 동물을 죽이겠지. 이 공중 식민지는 더 멀고 안전한 지역으로 쉽게 이동시킬 수 있고, 우리의 노력 덕분에 이곳에 도착하는 연구원들은 지상에 아콜로지를 건설하기 전에 더 안전한 지역을 찾아낼 수 있을 거야.
DIALOG/story/endgame/mech_ghl_start_03;We have not encountered a single location that would not contain hostile fauna. ;Nie napotkaliśmy ani jednej lokacji, która nie skrywałaby wrogiej fauny. ;Мы еще не встречали ни одной локации без враждебных представителей местной фауны. ;On est pas tombés sur un seul endroit où la faune était pas hostile. ;Wir sind auf keinen einzigen Ort gestoßen, an dem es keine feindliche Fauna gibt. ;No hemos encontrado una sola zona sin fauna hostil. ;Não encontramos uma única área que não contivesse fauna hostil. ;我们还没有遇到一个不包含敌对动物群的地点。;敵性生物がいない地域は未だに発見したことが無いがな。 ;적대적인 동물이 존재하지 않는 장소는 단 한 곳도 발견하지 못했습니다. 
DIALOG/story/endgame/ashley_ghl_start_04;That is true, but we didn't try to avoid it, either. We jumped to a random place on the planet and clawed our way to survival. I know that conflict is inevitable, but we can minimize it.;To prawda, ale nie staraliśmy się tego uniknąć. Skakaliśmy w przypadkowe miejsce na planecie i walczyliśmy o przetrwanie. Wiem, że konflikt jest nieunikniony, ale możemy starać się go zminimalizować.;Это так, но мы и не пытались избегать таких встреч. Нас забросило в случайную точку и мы с трудом выжили. Я понимаю, что конфликты неизбежны, но мы можем их минимизировать.;C’est vrai, mais on a pas essayé de l’éviter non plus. On a sauté vers un endroit aléatoire de la planète et on a lutté pour survivre. Je sais que les conflits sont inévitables, mais on peut quand même les limiter.;Das ist wahr, aber wir haben auch nicht versucht, sie zu vermeiden. Wir sprangen zu einem beliebigen Ort auf dem Planeten und schlugen uns durch. Ich weiß, dass Konflikte unvermeidlich sind, aber wir können sie minimieren.;Eso es cierto, pero tampoco hemos intentado evitarla. Llegamos a un lugar aleatorio de este planeta y nos abrimos paso sobreviviendo. Sé que el conflicto es inevitable, pero podemos minimizarlo.;Isso é verdade, mas nós também não tentamos evitar isso. Nós saltamos pra um local aleatório no planeta e lutamos pra sobreviver. Sei que conflitos são inevitáveis, mas podemos minimizar isso.;确实如此，但我们也没有试图避开它。我们随机跳跃到了行星上的一个地方，并挣扎求生。我知道冲突是不可避免的，但我们可以将其最小化。;確かにそうね。でも避けようとしたことも無い。私達は上陸する場所を選ばなかったから生存の為に必死になった。衝突は完全になくすことはできないけど、最小限に抑えることはできる。;그건 맞아. 하지만 우리는 일부러 피하려고도 하지 않았어. 행성 어느 곳이든 뛰어들어 생존을 위해 발버둥쳤지. 갈등은 피할 수 없다는 걸 알아. 하지만 그걸 최소화할 수는 있어.
DIALOG/story/endgame/mech_ghl_complete_01;Gravitational Hyper Lens construction complete. The primary lensing antenna is prepared for operation. Long-range mass manipulation protocols are ready for testing.;Budowa Hipersoczewki Grawitacyjnej zakończona. Główna antena soczewkująca jest przygotowana do działania. Protokoły manipulacji masą o dużym zasięgu są gotowe do testów.;Строительство гравитационной гиперлинзы завершено. Основная антенна готова к эксплуатации. Протоколы дистанционного управления массой готовы к тестированию.;La construction de l’hyperlentille gravitationnelle est terminée. L’antenne primaire est prête à être utilisée. Les protocoles de manipulation de masse à longue portée sont prêts à être testés.;Der Bau der Gravitations-Hyperlinse ist abgeschlossen. Die primäre Linsenantenne ist für den Betrieb vorbereitet. Die Langstreckenprotokolle zur Massenmanipulation sind bereit für Tests.;Construcción de la hiperlente gravitatoria completada. La antena primaria está preparada. Los protocolos de manipulación de masas de alto alcance están listos para las pruebas.;Construção da Hiperlente Gravitacional concluída. A antena de lente primária está preparada para operação. Os protocolos de manipulação de massa em longo alcance estão prontos para serem testados.;重力超聚焦透镜建造完成。主透镜天线准备就绪，可进行操作。远程质量操控协议已准备好进行测试。;重力ハイパーレンズの建設が完了した。第1レンズアンテナの稼働準備完了。広範囲質量操作プロトコルの試験の準備もできている。;중력 하이퍼 렌즈 건설 완료. 주요 렌즈 안테나가 가동 준비를 마쳤습니다. 장거리 질량 조작 프로토콜이 테스트 준비를 마쳤습니다.
DIALOG/story/endgame/ashley_ghl_complete_01;This structure doesn't provide us with many advantages when it comes to building small-scale structures. However, the gravitational lensing antenna can be paired with the Orbital Scanner to aid us during exploration missions. It will increase the precision of our gravitational force readings, which will allow us to detect various points of interest within a given planetary location.;Ten budynek nie daje nam nic bezpośrednio, jeżeli chodzi o pomoc w budowie innych Megastruktur. Antenę soczewkowania grawitacyjnego można jednak sparować ze skanerem orbitalnym, aby pomóc nam podczas misji eksploracyjnych. Zwiększy to precyzję naszych odczytów siły grawitacji, co pozwoli nam wykryć różne interesujące punkty w danej lokalizacji planetarnej.;Эта структура не дает особых преимуществ при строительстве малых сооружений. Однако в паре с орбитальным сканером антенна гравитационной гиперлинзы поможет в исследовательских миссиях. Она повысит точность анализа гравитационных сил, что позволит обнаруживать различные точки интереса в заданных локациях на планете.;Cette structure ne nous sera pas très utile pour construire des bâtiments à petite échelle. Par contre, l’antenne à lentille gravitationnelle peut être couplée au scanner orbital pour faciliter les missions d’exploration. Elle améliorera la précision de nos mesures de la force gravitationnelle, ce qui nous permettra de détecter les différents points d’intérêt au sein d’une position planétaire donnée.;Diese Struktur liefert uns kaum Vorteile für den Bau kleinerer Strukturen. Die Gravitationslinsenantenne kann jedoch mit dem Orbitscanner gekoppelt werden, um uns bei Erkundungsmissionen zu helfen. Sie erhöht die Genauigkeit unserer Schwerkraftmessungen und ermöglicht es uns, verschiedene interessante Orte auf einem bestimmten Planeten zu entdecken.;Esta estructura no nos proporciona muchas ventajas en lo que se refiere a construir estructuras pequeñas. Sin embargo, la antena gravitatoria puede emparejarse con el escáner orbital para ayudarnos durante las misiones de exploración. Aumentará la precisión de las lecturas de fuerzas gravitatorias, lo que nos permitirá detectar varios puntos de interés en una ubicación.;Esta estrutura não nos dá muitas vantagens quando se trata de construir estruturas de pequena escala. No entanto, a antena de lente gravitacional pode ser pareada com o Explorador Orbital pra nos ajudar durante missões de exploração. Isso aumentará a precisão das nossas leituras de força gravitacional, o que nos permitirá detectar diversos pontos de interesse dentro de uma determinada localização planetária.;在建造小型结构方面，这个结构并没有给我们带来太多优势。然而，引力透镜天线可以与轨道扫描仪配对，以协助我们的探索任务。它将提高我们引力读数精度，从而能检测到给定行星位置内的各种兴趣点。;この施設は小規模の建設にはあまり使えないけど、重力レンズアンテナは軌道スキャナと接続させて探索ミッションに役立てることができるわ。重力計測の精度が上がって、地域ごとの有用な地点を特定できるようになるわ。;이 구조물은 소규모 구조물을 건설할 때 많은 이점을 제공하지는 않지만, 중력 렌즈 안테나는 행성 스캐너와 결합해 탐사 임무 중에 우리를 도울 거야. 이는 중력 측정 정확도를 향상해 주어, 특정 행성 위치 내에서 다양한 관심 지점을 탐지할 수 있게 해주지.
DIALOG/story/endgame/mech_ghl_complete_02;That is correct, Ashley. However, remember that this building has to be powered to provide this advantage. It requires a substantial amount of Super Coolant and Energy to function.;Zgadza się, Ashley. Należy jednak pamiętać, że ten budynek musi być zasilany, aby zapewnić tę przewagę. Do działania wymaga znacznej ilości superchłodziwa i energii.;Совершенно верно, Эшли. Однако помни: чтобы обеспечить данное преимущество, зданию для работы требуются значительное количество суперохладителя и энергии.;Exact, Ashley. Mais n’oublie pas que ce bâtiment doit être sous tension pour nous donner cet avantage. Et il a besoin d’une très grande quantité de super réfrigérant et d’énergie pour fonctionner.;Das ist richtig, Ashley. Aber bedenke, dass dieses Gebäude mit Strom versorgt werden muss, um dies zu ermöglichen. Dazu bedarf es einer großen Menge an Kühlmittel und Energie.;Correcto, Ashley. Pero recuerda que este edificio necesita energía para funcionar. Requiere una cantidad bastante grande de superrefrigerante y energía para funcionar.;Isso está correto, Ashley. Entretanto, lembre-se que essa construção precisa ser energizada para fornecer esta vantagem. Isso exige uma quantidade substancial de super-resfriador e energia para funcionar.;正确，阿雪莉。但是，请记住，该建筑必须通电才能提供此优势。它需要大量的超级冷却剂和能量才能运行。;その通りだ、アシュリー。だがこの施設の運用には相当量の超冷却材とエネルギーが必要だということを忘れるな。;정확합니다, 애슐리. 그러나 이 건물이 이러한 이점을 제공하기 위해서는 전원이 공급되어야 한다는 점을 잊지 마세요. 이 건물이 정상적으로 작동하려면 상당량의 초냉각수와 에너지가 필요합니다.
DIALOG/story/endgame/ashley_ghl_complete_02;This is just the first step. It requires four additional Phased Graviton Ray Generators to be able to move an Arcology into orbit. We have to finish constructing all of its components to make it fully operational. ;To dopiero pierwszy krok. Aby móc przenieść Arkologię na orbitę, potrzebne są cztery dodatkowe fazowe generatory promieni grawitonowych. Musimy dokończyć budowę wszystkich komponentów, aby urządzenie było w pełni sprawne. ;Это только первый шаг. Чтобы вывести аркологию на орбиту, потребуется еще четыре фазированных гравитонных излучателя. Мы должны завершить все узлы, чтобы система заработала. ;Et ça, c’est que le début. Il lui faut quatre générateurs de faisceaux de phase gravitationnels de plus pour pouvoir mettre une arcologie en orbite. On doit finir de construire tous ces composants pour le rendre opérationnel. ;Das ist nur der erste Schritt. Um eine Arkologie in den Orbit zu befördern, sind vier weitere phasengesteuerte Gravitonstrahlgeneratoren erforderlich. Wir müssen alle Komponenten fertigstellen, damit sie voll einsatzfähig ist. ;Esto es solo el primer paso. Requiere cuatro generadores de rayos de fase gravitatoria para poder mover una arcología a la órbita. Tenemos que construir todos sus componentes para que funcione. ;Este é apenas o primeiro passo. Isso exige quatro Geradores de Raios de Gráviton em Fase adicionais pra poder mover uma arcologia pra órbita. Temos que terminar de construir todos os seus componentes pra deixá-la totalmente operacional. ;这只是第一步。它需要额外四个相位引力射线发生器才能将生态建筑群移入轨道。我们必须完成建造其所有组件才能使其全面运行。;これはまだ第一歩よ。アーコロジーを軌道上に運ぶには4基の位相重力線発生装置が必要よ。フル稼働させるには全ての部品を完成させないと。 ;이것은 단지 첫 번째 단계에 지나지 않아. 아콜로지를 궤도에 올리기 위해서는 추가로 4개의 단계별 위상 중력자 광선 발생기가 필요하지. 모든 구성 요소를 완성하여 완전히 작동 가능하게 만들어야 해. 
DIALOG/story/endgame/mech_ghl_generator1_01;Beginning construction of the first Phased Graviton Ray Generator. This unit will serve as the baseline anchor for the entire array. Their calibration must be very precise.;Rozpoczęto budowę pierwszego fazowego generatora promieni grawitonowych. Jednostka ta będzie służyć jako punkt odniesienia dla całej matrycy. Jego kalibracja musi być bardzo precyzyjna.;Начинаем строительство первого фазированного гравитонного излучателя. Это устройство послужит базовым якорем для всей системы. Его калибровка должна быть очень точной.;Initialisation de la construction du premier générateur de faisceaux de phase gravitationnel, point d’ancrage pour l’ensemble du réseau. Son étalonnage doit être très précis.;Beginn des Baus des ersten phasengesteuerten Gravitonstrahlgenerators. Dieses Gerät dient als Basisanker für die gesamte Anlage. Die Kalibrierung muss sehr präzise sein.;Comenzando construcción del primer generador de rayos de fase gravitatoria. Esta unidad servirá como anclaje principal de la red. El calibrado debe ser muy preciso.;Iniciando a construção do primeiro Gerador de Raios de Gráviton em Fase. Esta unidade servirá como âncora básica para todo o conjunto. Sua calibração deve ser muito precisa.;开始建造第一个相位引力射线发生器。该单元将作为整个阵列的基线锚点。它们的校准必须非常精确。;1基目の位相重力線発生装置の建設を開始する。このユニットは重力線全体の基準系アンカーとして機能する。較正の精度は十分に高くなくてはならない。;첫 번째 위상 중력자 광선 발생기의 건설을 시작합니다. 이 장치는 전체 배열의 기준 앵커 역할을 할 것입니다. 이들의 보정은 매우 정밀해야 합니다.
DIALOG/story/endgame/ashley_ghl_generator1_01;Acknowledged. Once this generator is online, we can start building the next one. They have to be constructed in sequential order.;Prawda. Po uruchomieniu tego generatora możemy rozpocząć budowę następnego. Musimy budować je jeden po drugim.;Принято. Как только этот генератор будет запущен, мы сможем приступить к строительству следующего. Их необходимо возводить один за другим.;Très bien. Une fois que ce générateur sera en ligne, on pourra commencer à construire le suivant. Il faut les construire en séquence.;Verstanden. Sobald dieser Generator online ist, können wir mit dem Bau des nächsten Generators beginnen. Sie müssen in der richtigen Reihenfolge gebaut werden.;Correcto. Una vez el generador esté listo, podemos comenzar la construcción del siguiente. Deben ser construidos en orden secuencial.;Entendido. Assim que este gerador estiver online, poderemos começar a construir o próximo. Eles devem ser construídos em ordem sequencial.;收到。一旦这个发生器上线，我们就可以开始建造下一个。它们必须按顺序建造。;了解したわ。発生装置を起動したら次のに取り掛かりましょう。順番に作成する必要があるわ。;확인했어. 이 발생기가 작동하기 시작하면 다음 발생기를 만들 수 있어. 발생기는 순서대로 만들어야 해.
DIALOG/story/endgame/mech_ghl_generator1_02;Phased Graviton Ray Generator One for the Gravitational Hyper Lens is operational. Output stability confirmed. Awaiting synchronization with additional units.;Fazowy Generator Promieni Grawitonowych nr 1 dla Hipersoczewki Grawitacyjnej działa. Stabilność wyjściowa potwierdzona. Oczekiwanie na synchronizację z dodatkowymi jednostkami.;Первый фазированный гравитонный излучатель для гравитационной гиперлинзы запущен. Выходной сигнал стабилен. Ожидается синхронизация с остальными установками.;Le premier générateur de faisceaux de phase gravitationnel de l’hyperlentille gravitationnelle est opérationnel. Stabilité de la production confirmée. En attente de synchronisation avec d’autres unités.;Der erste phasengesteuerte Gravitonstrahlgenerator für die Gravitations-Hyperlinse ist betriebsbereit. Stabilität der Leistung bestätigt. Die Synchronisierung mit weiteren Einheiten steht noch aus.;El primer generador de rayos de fase gravitatoria de la hiperlente gravitatoria está operativo. Estabilidad confirmada. Esperando sincronización con el resto de unidades.;O primeiro Gerador de Raios de Gráviton em Fase da Hiperlente Gravitacional está operacional. Estabilidade de saída confirmada. Aguardando sincronização com unidades adicionais.;重力超聚焦透镜的相位引力射线发生器一号已运行。输出稳定性确认。等待与其他单元同步。;重力ハイパーレンズ用の位相重力線発生装置が稼働した。出力の安定を確認。追加ユニットとの同期体制も整っている。;중력 하이퍼 렌즈용 위상 중력자 광선 발생기 1호기 작동 개시. 출력 안정성 확인. 추가 장치들과의 동기화 대기 중.
DIALOG/story/endgame/ashley_ghl_generator1_02;Excellent. This generator will allow us to detect more points of interest when scouting new areas. Let's start preparing to build the next generator.;Doskonale. Ten generator pozwoli nam wykryć więcej punktów zainteresowania podczas zwiadu nowych obszarów. Zacznijmy przygotowania do budowy kolejnego generatora.;Отлично. Этот генератор позволит нам обнаруживать больше точек интереса при разведке новых областей. Приступаем к созданию следующего генератора.;Génial. Ce générateur va nous permettre de détecter plus de points d’intérêt pendant nos missions de reconnaissance. Commençons à préparer la construction du prochain générateur.;Ausgezeichnet. Mit diesem Generator können wir bei der Erkundung neuer Gebiete weitere interessante Orte ermitteln. Bereiten wir uns auf den Bau des nächsten vor.;Excelente. Este generador nos permitirá detectar más puntos de interés al explorar zonas nuevas. Preparémonos para construir el siguiente generador.;Excelente. Este gerador vai nos permitir detectar mais pontos de interesse enquanto exploramos novas áreas. Vamos começar a nos preparar pra construir o próximo gerador.;很好。这个发生器将允许我们在侦察新区域时检测到更多的兴趣点。让我们开始准备建造下一个发生器。;上出来ね。この発生装置があれば新しいエリアを探索する時に有用な地点をより多く検知できるわ。次の発生装置を作りましょう。;훌륭해. 이 발생기는 새로운 지역을 탐색할 때 더 많은 흥미로운 지점을 탐지할 수 있게 해줄 거야. 다음 발생기를 구축하기 위한 준비를 시작하자고.
DIALOG/story/endgame/mech_ghl_generator2_01;Initiating deployment of the second Graviton Ray Generator. Phase differential calibration is in progress.;Rozpoczynamy wdrażanie drugiego generatora promieni grawitonowych. Trwa kalibracja różnicy faz.;Развертывание второго гравитонного излучателя в процессе. Калибрую фазовый дифференциал.;Début du déploiement du deuxième générateur de faisceaux de phase gravitationnel. L’étalonnage du différentiel de phase est en cours.;Der zweite Gravitonstrahlgenerator wird in Betrieb genommen. Die Kalibrierung der Phasendifferenz ist im Gange.;Iniciando despliegue del segundo generador de rayos de fase gravitatoria. Calibrado del diferencial de fase en progreso.;Iniciando implantação do segundo Gerador de Raios de Gráviton. Calibração de fase diferencial em andamento.;启动部署第二个引力射线发生器。相位差校准正在进行中。;2基目の重力線発生装置の展開を開始。位相差を較正中。;두 번째 중력자 광선 발생기의 배치를 시작합니다. 위상 편차 보정이 진행 중입니다.
DIALOG/story/endgame/ashley_ghl_generator2_01;Copy that. With this unit online, we can start testing directional control over the lensing array.;Przyjęłam. Po uruchomieniu tej jednostki możemy rozpocząć testowanie kontroli kierunkowej układu soczewek.;Принято. С запуском этого модуля мы можем начать тестирование управления фокусирующей антенной.;Bien reçu. Avec cette unité en ligne, on peut commencer à tester le contrôle directionnel sur le réseau de lentilles.;Roger. Wenn diese Einheit online ist, können wir die Richtungsbestimmung für das Linsenfeld testen.;Recibido. Con esta unidad operativa, podemos empezar las pruebas con el control direccional de la red de lentes.;Entendido. Com esta unidade online, podemos começar a testar o controle direcional do arranjo de lentes.;收到。随着该单元上线，我们可以开始测试透镜阵列的方向控制。;了解した。このユニットが稼働すればレンズ配列の指向性テストが行えるな。;확인했어. 장치가 가동 중이니 이제 렌즈 배열의 방향 제어 테스트를 시작할 수 있어.
DIALOG/story/endgame/mech_ghl_generator2_02;Phased Graviton Ray Generator Two for the Gravitational Hyper Lens is complete. Dual-beam modulation is synchronized. Directional modulation testing is commencing.;Fazowy Generator Promieni Grawitonowych nr 2 dla Hipersoczewki Grawitacyjnej został ukończony. Modulacja podwójnej wiązki jest zsynchronizowana. Rozpoczyna się testowanie modulacji kierunkowej.;Второй фазированный гравитонный излучатель для гравитационной гиперлинзы завершен. Модуляция лучей синхронизирована. Тестирование направленной модуляции.;Le deuxième générateur de faisceaux de phase gravitationnel de l’hyperlentille gravitationnelle est terminé. La modulation à double faisceau est synchronisée. Les tests de modulation directionnelle peuvent commencer.;Der zweite phasengesteuerte Gravitonstrahlgenerator für die Gravitations-Hyperlinse ist fertig. Die Zweistrahl-Modulation ist synchronisiert. Die Tests für die gerichtete Modulation beginnen jetzt.;Segundo generador de rayos de fase gravitatoria de la hiperlente gravitatoria completado. Módulo de rayo doble sincronizado. Comenzando pruebas de modulado direccional.;Segundo Gerador de Raios de Gráviton em Fase da Hiperlente Gravitacional concluído. Modulação de feixe duplo sincronizada. Iniciando teste de modulação direcional.;重力超聚焦透镜的相位引力射线发生器二号完成。双光束调制已同步。方向调制测试开始。;重力ハイパーレンズ用の2基目の位相重力線発生装置が完成した。デュアルビーム変調の同期完了。指向性変調テストを開始する。;중력 하이퍼 렌즈용 단계별 위상 중력자 광선 발생기 2호기가 완성되었습니다. 이중 빔 모드 조절이 동기화되었습니다. 방향 조절 테스트가 시작됩니다.
DIALOG/story/endgame/ashley_ghl_generator2_02;This unit will allow us to detect even more points of interest during our exploration missions. We're making good progress. Two more and this Megastructure will be fully operational.;To pozwoli nam wykryć jeszcze więcej interesujących miejsc podczas naszych misji eksploracyjnych. Robimy duże postępy. Jeszcze dwa i Megastruktura będzie w pełni sprawna.;С двумя генераторами мы сможем находить еще больше точек интереса во время исследований. Мы уже достигли больших успехов. Еще две, и эта мегаструктура заработает на полную.;Cette unité va nous permettre de détecter plus de points d’intérêt pendant nos missions d’exploration. On avance bien. Encore deux et cette mégastructure sera complètement opérationnelle.;Mit diesem Gerät können wir während unserer Erkundungsmissionen noch mehr interessante Orte ermitteln. Wir machen gute Fortschritte. Noch zwei und die Megastruktur wird vollständig einsatzfähig sein.;Esta unidad nos permitirá detectar incluso más puntos de interés en las misiones de exploración. Vamos por buen camino, dos más y esta megaestructura estará operando al máximo nivel.;Esta unidade vai nos permitir detectar ainda mais pontos de interesse durante missões de exploração. Estamos progredindo bem. Mais dois, e essa megaestrutura vai estar totalmente operacional.;该单元将允许我们在探索任务中检测到更多的兴趣点。我们进展顺利。再有两个，这个巨型结构就将全面运行。;このユニットがあれば探索ミッション時に有用地点をさらに多く検知することができるわね。進捗は順調よ。あと2つでこのメガストラクチャーはフル稼働できる。;이 장치를 사용하면 탐사 임무 중에 더 많은 관심 지점을 감지할 수 있게 될 거야. 순조롭게 진행되고 있어. 두 개만 더 있으면 이 메가구조물이 완전히 작동할 거야.
DIALOG/story/endgame/mech_ghl_generator3_01;Commencing construction of the third Phased Graviton Ray Generator. Beam synchronization systems are preparing for integration.;Rozpoczęto budowę trzeciego fazowego generatora promieni grawitonowych. Systemy synchronizacji wiązki są przygotowywane do integracji.;Начинаю строительство третьего фазированного гравитонного излучателя. Системы синхронизации лучей готовятся к интеграции.;Initialisation de la construction du troisième générateur de faisceaux de phase gravitationnel. Les systèmes de synchronisation des faisceaux se préparent à l’intégration.;Wir beginnen mit dem Bau des dritten phasengesteuerten Gravitonstrahlgenerators. Die Strahlsynchronisationssysteme werden für die Integration vorbereitet.;Comenzando construcción del tercer generador de rayos de fase gravitatoria. Preparando los sistemas de sincronización de rayos para la integración.;Iniciando construção do terceiro Gerador de Raios de Gráviton em Fase. Sistemas de sincronização de feixes preparando-se para integração.;开始建造第三个相位引力射线发生器。光束同步系统正在准备集成。;3基目の位相重力線発生装置の建設を開始する。ビーム同期システム統合準備に入っている。;3호기 위상 중력자 광선 발생기의 건설이 시작되었습니다. 광선 동기화 시스템이 통합을 위해 준비 중입니다.
