;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/hud/enemy_skill_name/resurrect_lvl_3;Resurrect Aura - lvl. 3;Wskrzeszenie - poz. 3;Воскрешение ур. 3;Résurrection niv. 3;Wiederbelebung – lvl. 3;Resurrección - niv. 3;Ressurreição - nv. 3;不死召唤级3;リザレクトレベル3;부활벨 3
gui/hud/enemy_skill_name/resurrect_lvl_4;Resurrect Aura - lvl. 4;Wskrzeszenie - poz. 4;Воскрешение ур. 4;Résurrection niv. 4;Wiederbelebung – lvl. 4;Resurrección - niv. 4;Ressurreição - nv. 4;不死召唤级4;リザレクトレベル4;부활벨 4
gui/hud/enemy_skill_name/shockwave;Shockwave - lvl. 1;Fala Uderzeniowa - poz. 1;Ударная волна ур. 1;Onde de choc niv. 1;Stoßwelle – lvl. 1;Onda de choque - niv. 1;Onda de Choque - nv. 1;震波级1;ショックウェーブレベル1;충격파벨 1
gui/hud/enemy_skill_name/shockwave_lvl_2;Shockwave - lvl. 2;Fala Uderzeniowa - poz. 2;Ударная волна ур. 2;Onde de choc niv. 2;Stoßwelle – lvl. 2;Onda de choque - niv. 2;Onda de Choque - nv. 2;震波级2;ショックウェーブレベル2;충격파벨 2
gui/hud/enemy_skill_name/shockwave_lvl_3;Shockwave - lvl. 3;Fala Uderzeniowa - poz. 3;Ударная волна ур. 3;Onde de choc niv. 3;Stoßwelle – lvl. 3;Onda de choque - niv. 3;Onda de Choque - nv. 3;震波级3;ショックウェーブレベル3;충격파벨 3
gui/hud/enemy_skill_name/shockwave_lvl_4;Shockwave - lvl. 4;Fala Uderzeniowa - poz. 4;Ударная волна ур. 4;Onde de choc niv. 4;Stoßwelle – lvl. 4;Onda de choque - niv. 4;Onda de Choque - nv. 4;震波级4;ショックウェーブレベル4;충격파벨 4
gui/hud/enemy_skill_name/swarm;Swarm Spawner - lvl. 1;Przywoływacz Roju - poz. 1;Призыв роя ур. 1;Génération de nuée niv. 1;Schwarmerzeugung – lvl. 1;Generador de enjambres - niv. 1;Gerador de Enxames - nv. 1;虫群召唤级1;スウォームスポーナーレベル1;무리 생성기벨 1
gui/hud/enemy_skill_name/swarm_lvl_2;Swarm Spawner - lvl. 2;Przywoływacz Roju - poz. 2;Призыв роя ур. 2;Génération de nuée niv. 2;Schwarmerzeugung – lvl. 2;Generador de enjambres - niv. 2;Gerador de Enxames - nv. 2;虫群召唤级2;スウォームスポーナーレベル2;무리 생성기벨 2
gui/hud/enemy_skill_name/swarm_lvl_3;Swarm Spawner - lvl. 3;Przywoływacz Roju - poz. 3;Призыв роя ур. 3;Génération de nuée niv. 3;Schwarmerzeugung – lvl. 3;Generador de enjambres - niv. 3;Gerador de Enxames - nv. 3;虫群召唤级3;スウォームスポーナーレベル3;무리 생성기벨 3
gui/hud/enemy_skill_name/swarm_lvl_4;Swarm Spawner - lvl. 4;Przywoływacz Roju - poz. 4;Призыв роя ур. 4;Génération de nuée niv. 4;Schwarmerzeugung – lvl. 4;Generador de enjambres - niv. 4;Gerador de Enxames - nv. 4;虫群召唤级4;スウォームスポーナーレベル4;무리 생성기벨 4
gui/hud/enemy_skill_name/tornado_wave;Tornado Wave - lvl. 1;Fala Tornad - poz. 1;Штормовой вихрь - ур. 1;Vague tornade – niv. 1;Tornado-Flut – St. 1;Ola eólica: nv. 1;Onda de Tornados - nv. 1;龙卷风波 - 等级1;トルネードウェーブ - LV1;토네이도 웨이브 - 레벨 1
gui/hud/enemy_skill_name/tornado_wave_lvl_2;Tornado Wave - lvl. 2;Fala Tornad - poz. 2;Штормовой вихрь - ур. 2;Vague tornade – niv. 2;Tornado-Flut – St. 2;Ola eólica: nv. 2;Onda de Tornados - nv. 2;龙卷风波 - 等级2;トルネードウェーブ - LV2;토네이도 웨이브 - 레벨 2
gui/hud/enemy_skill_name/tornado_wave_lvl_3;Tornado Wave - lvl. 3;Fala Tornad - poz. 3;Штормовой вихрь - ур. 3;Vague tornade – niv. 3;Tornado-Flut – St. 3;Ola eólica: nv. 3;Onda de Tornados - nv. 3;龙卷风波 - 等级3;トルネードウェーブ - LV3;토네이도 웨이브 - 레벨 3
gui/hud/enemy_skill_name/tornado_wave_lvl_4;Tornado Wave - lvl. 4;Fala Tornad - poz. 4;Штормовой вихрь - ур. 4;Vague tornade – niv. 4;Tornado-Flut – St. 4;Ola eólica: nv. 4;Onda de Tornados - nv. 4;龙卷风波 - 等级4;トルネードウェーブ - LV4;토네이도 웨이브 - 레벨 4
gui/hud/enemy_skill_name/underground_rock;Rock Spawner - lvl. 1;Przywoływacz Skał - poz. 1;Призыв камней ур. 1;Génération de pierre niv. 1;Steinerzeugung – lvl. 1;Generador de piedras - niv. 1;Gerador de Rochas - nv. 1;地裂岩石级1;ロックスポーナーレベル1;바위 생성기벨 1
gui/hud/enemy_skill_name/underground_rock_lvl_2;Rock Spawner - lvl. 2;Przywoływacz Skał - poz. 2;Призыв камней ур. 2;Génération de pierre niv. 2;Steinerzeugung – lvl. 2;Generador de piedras - niv. 2;Gerador de Rochas - nv. 2;地裂岩石级2;ロックスポーナーレベル2;바위 생성기벨 2
gui/hud/enemy_skill_name/underground_rock_lvl_3;Rock Spawner - lvl. 3;Przywoływacz Skał - poz. 3;Призыв камней ур. 3;Génération de pierre niv. 3;Steinerzeugung – lvl. 3;Generador de piedras - niv. 3;Gerador de Rochas - nv. 3;地裂岩石级3;ロックスポーナーレベル3;바위 생성기벨 3
gui/hud/enemy_skill_name/underground_rock_lvl_4;Rock Spawner - lvl. 4;Przywoływacz Skał - poz. 4;Призыв камней ур. 4;Génération de pierre niv. 4;Steinerzeugung – lvl. 4;Generador de piedras - niv. 4;Gerador de Rochas - nv. 4;地裂岩石级4;ロックスポーナーレベル4;바위 생성기벨 4
gui/hud/enemy_skill_name/waller;Wall Spawner - lvl. 1;Przywoływacz Murów - poz. 1;Призыв стен ур. 1;Génération de murs niv. 1;Mauernerzeugung – lvl. 1;Generador de muros - niv. 1;Gerador de Muros - nv. 1;木墙围困级1;ウォールスポーナーレベル1;장벽 생성기벨 1
gui/hud/enemy_skill_name/waller_lvl_2;Wall Spawner - lvl. 2;Przywoływacz Murów - poz. 2;Призыв стен ур. 2;Génération de murs niv. 2;Mauernerzeugung – lvl. 2;Generador de muros - niv. 2;Gerador de Muros - nv. 2;木墙围困级2;ウォールスポーナーレベル2;장벽 생성기벨 2
gui/hud/enemy_skill_name/waller_lvl_3;Wall Spawner - lvl. 3;Przywoływacz Murów - poz. 3;Призыв стен ур. 3;Génération de murs niv. 3;Mauernerzeugung – lvl. 3;Generador de muros - niv. 3;Gerador de Muros - nv. 3;木墙围困级3;ウォールスポーナーレベル3;장벽 생성기벨 3
gui/hud/enemy_skill_name/waller_lvl_4;Wall Spawner - lvl. 4;Przywoływacz Murów - poz. 4;Призыв стен ур. 4;Génération de murs niv. 4;Mauernerzeugung – lvl. 4;Generador de muros - niv. 4;Gerador de Muros - nv. 4;木墙围困级4;ウォールスポーナーレベル4;장벽 생성기벨 4
gui/hud/hud_pickup/unique_parameters;Unique parameters +${additional};Unikatowe parametry +${additional};Уникальные параметры +${additional};Paramètres uniques +${additional};Einzigartige Werte +${additional};Parámetros únicos +${additional};Parâmetros únicos +${additional};独特属性 +${additional};固有パラメーター+${additional};유니크 수치 +${additional}
gui/hud/minimap/header/filters;Filters;Filtry;Фильтры;Filtres;Filter;Filtros;Filtros;筛选器;フィルター;필터
gui/hud/minimap/header/legend;Legend;Legenda;Легенда;Légende;Legende;Leyenda;Legendas;图例;凡例;범례
gui/hud/minimap/header/visibility;Visibility;Widoczność;Видимость;Visibilité;Sichtbarkeit;Visibilidad;Visibilidade;可见性;視認性;표시
gui/hud/minimap/layer_group/building_gadgets;Building gadgets;Dodatki budynków;Строительные приборы;Annexes de bâtiment;Equipment;Aparatos de construcción;Dispositivos de construção;建筑工具;施設ガジェット;도구 제작
gui/hud/minimap/layer_group/common_buildings;Common buildings;Zwykłe budynki;Обычные постройки;Bâtiments ordinaires;Gewöhnliche Gebäude;Edificios comunes;Construções comuns;常规建筑;一般施設;일반 건물
gui/hud/minimap/layer_group/defense_buildings;Defense buildings;Budynki obronne;Защитные постройки;Bâtiments défensifs;Verteidigungsgebäude;Edificios de defensa;Construções defensivas;防御建筑;防衛施設;방어용 건물
gui/hud/minimap/layer_group/enemies;Enemies;Wrogowie;Противники;Ennemis;Gegner;Enemigos;Inimigos;敌人;敵;적
gui/hud/minimap/layer_group/exploration;Exploration;Eksploracja;Разведка;Exploration;Erkundung;Exploración;Exploração;探索;探索;탐사
gui/hud/minimap/layer_group/important_buildings;Important buildings;Ważne budynki;Важные постройки;Bâtiments importants;Wichtige Gebäude;Edificios importantes;Construções importantes;重要建筑;重要施設;중요 건물
gui/hud/minimap/layer_group/resource_warnings;Resource warnings;Ostrzeżenia surowcowe;Предупреждения о ресурсах;Avertissements ressources;Rohstoffwarnungen;Advertencias de recursos;Avisos de recurso;资源警告;資源警告;자원 경고
gui/hud/minimap/legend/bioanomally;Bioanomaly;Bio-anomalia;Биоаномалия;Anomalie biologique;Bioanomalie;Anomalía biológica;Bioanomalia;生物异常;バイオアノマリー;바이오현상
gui/hud/minimap/legend/biocontainer;Bio Container;Bio-skrzynia;Био-контейнер;Bioconteneur;Biocontainer;Contenedor biológico;Biorrecipiente;生物容器;バイオ容器;바이오 컨테이너
gui/hud/minimap/legend/power_well;Power well;Studnia mocy;Энергетическая скважина;Puits d’énergie;Boostquelle;Pozo de energía;Poço de Energia;能量井;パワーウェル;파워 웰
gui/hud/minimap/legend/weapon_dropped;Dropped Weapon;Upuszczona broń;Брошенное оружие;Arme abandonnée;Verlorene Waffe;Arma soltada;Arma Caída;掉落武器;落とした武器;드롭 무기
gui/hud/minimap/status_filter/damaged;Damaged;Uszkodzone;Повреждено;Endommagé(e);Beschädigt;Dañado;Danificadas;已损坏;破損;피해받음
gui/hud/minimap/status_filter/ruins;Ruins;Zniszczone;Руины;Ruines;Trümmer;Ruinas;Ruínas;废墟;倒壊;유적
gui/hud/minimap/status_filter/upgradables;Upgradable;Ulepszalne;Можно улучшить;Améliorable;Aufwertbar;Mejorable;Melhoráveis;可升级;アップグレード可能;업그레이드 가능
gui/hud/multiplayer_boost_name;Team Boost;Doładowanie drużynowe;Командный бонус;Boost d’équipe;Team-Verstärkung;Potenciador por equipo;Reforço de Equipe;团队增益;チームブースト;팀 부스트
gui/hud/multiplayer_revive_boost_name;Revive Boost;Doładowanie po reanimacji;Ускорение возрождения;Boost de résurrection;Verstärkung durch Wiederbelebung;Potenciador por revivir;Reforço de Reanimação;复活增益;蘇生ブースト;부활 부스트
gui/hud/ping_menu/label/assist;Assist;Prośba o pomoc;Помочь;Assistance;Hilfe;Asistencia;Assistência;协助;アシスト;지원
gui/hud/ping_menu/label/cheers;Cheers;Radość;Ура!;Célébration;Jubeln;Ánimo;Comemoração;欢呼;歓喜;건배
gui/hud/ping_menu/label/dance;Dance;Taniec;Танец;Danse;Tanzen;Baile;Dança;跳舞;ダンス;춤
gui/hud/ping_menu/label/hello;Hello;Pozdrowienie;Приветствую;Bonjour;Hallo;Hola;Saudação;你好;ハロー;안녕
gui/hud/ping_menu/label/taunt;Taunt;Kpina;Провокация;Provocation;Verspotten;Provocación;Provocação;挑衅;挑発;도발
gui/hud/ping_menu/label/warning;Warning;Ostrzeżenie;Предупреждение;Avertissement;Warnung;Advertencia;Aviso;警告;警告;경고
gui/hud/player_connecting_to_server;<style="chat_user">${user_name}</style> is connecting to the server!;<style="chat_user">${user_name}</style> podłącza się do serwera!;<style="chat_user">${user_name}</style> соединяется с сервером!;<style="chat_user">${user_name}</style> se connecte au serveur !;<style="chat_user">${user_name}</style> stellt eine Verbindung zum Server her!;¡<style="chat_user">${user_name}</style> se está conectando al servidor!;<style="chat_user">${user_name}</style> está se conectando ao servidor.;<style="chat_user">${user_name}</style> 正在连接服务器！;<style="chat_user">${user_name}</style>がサーバーに接続しています！;<style="chat_user">${user_name}</style> 님이 서버에 연결 중입니다!
gui/hud/player_down;<style="bilans_red">${user_name}</style> is down!;<style="bilans_red">${user_name}</style> padł!;<style="bilans_red">${user_name}</style> повержен!;<style="bilans_red">${user_name}</style> est à terre !;<style="bilans_red">${user_name}</style> ist gefallen!;¡<style="bilans_red">${user_name}</style> ha caído!;<style="bilans_red">${user_name}</style> caiu!;<style="bilans_red">${user_name}</style> 已阵亡！;<style="bilans_red">${user_name}</style>がダウンしました！;<style="bilans_red">${user_name}</style> 님이 쓰러졌습니다!
gui/hud/player_reanimated;<style="bilans_red">${user_name}</style> was reanimated by <style="bilans_red">${user_name2}</style>!;<style="bilans_red">${user_name}</style> został reanimowany przez <style="bilans_red">${user_name2}</style>!;Игрок <style="bilans_red">${user_name}</style> был реанимирован игроком <style="bilans_red">${user_name2}</style>!;<style="bilans_red">${user_name}</style> a été réanimé(e) par <style="bilans_red">${user_name2}</style> !;<style="bilans_red">${user_name}</style> wurde von <style="bilans_red">${user_name2}</style>wiederbelebt!;¡<style="bilans_red">${user_name2}</style> reanimó a <style="bilans_red">${user_name}</style>!;<style="bilans_red">${user_name2}</style> reanimou <style="bilans_red">${user_name}</style>!;<style="bilans_red">${user_name}</style> 被 <style="bilans_red">${user_name2}</style> 复活！;<style="bilans_red">${user_name}</style>が<style="bilans_red">${user_name2}</style>によって蘇生されました！;<style="bilans_red">${user_name2}</style> 님이 <style="bilans_red">${user_name}</style> 님을 부활시켰습니다!
gui/hud/tooltip/reanimate;Reanimate;Reanimuj;Реанимировать;Réanimer;Wiederbeleben;Reanimar;Reanimar;复活;蘇生;부활
gui/hud/vote_accepted;Vote accepted;Zagłosowano za;Голосование успешно;Vote accepté;Abstimmung angenommen;Votación aprobada;Votação aprovada;投票通过;投票が了承されました;투표 수락
gui/hud/vote_canceled;Vote canceled;Głosowanie anulowane;Голосование отменено;Vote annulé;Abstimmung abgebrochen;Votación cancelada;Votação cancelada;投票取消;投票がキャンセルされました;투표 취소
gui/hud/vote_negative;Vote negative;Zagłosowano przeciw;Голосование неуспешно;Vote négatif;Abstimmung abgelehnt;Votación perdida;Votação reprovada;投票否决;投票が無効となりました;투표 반대
gui/loading/client_creating_navigation;Calibrating navigation...;Kalibrowanie nawigacji...;Калибровка навигации...;Calibrage de la navigation...;Navigation wird kalibriert …;Calibrando navegación...;Calibrando navegação…;正在校准导航...;ナビゲーション調整中…;항법 조정 중...
gui/loading/client_game_assets_waiting;Waiting for mission asset data...;Oczekiwanie na dane o misji...;Ожидание данных по объектам миссии...;En attente des données relatives aux actifs de la mission...;Auf Missionsdaten wird gewartet …;Esperando a información de la misión...;Aguardando dados do objetivo da missão…;正在等待任务资源数据...;ミッションアセットデータを待っています…;임무에 필요한 자료 불러오는 중...
gui/loading/client_player_spawning;Rift jump!;Skok przez portal!;Прыжок в портал!;Saut dimensionnel !;Riftsprung!;¡Salto dimensional!;Salto de fenda!;裂隙跳跃！;リフトジャンプ！;리프트 점프!
gui/loading/client_waiting_for_players;Waiting for other players...;Oczekiwanie na innych graczy...;Ожидание других игроков...;En attente d’autres joueurs...;Auf andere Spieler wird gewartet …;Esperando a otros jugadores...;Aguardando outros jogadores…;等待其他玩家...;他のプレイヤーを待っています…;다른 플레이어를 기다리고 있습니다...
gui/loading/client_world_state_preparing;Calibrating world state matrix...;Kalibrowanie macierzy stanu świata...;Калибровка матрицы состояния мира...;Calibrage de la matrice d’état du monde...;Statusmatrix der Welt wird kalibriert …;Calibrando matriz de estado del mundo...;Calibrando matriz de estado do mundo…;校准世界状态矩阵中...;ワールドステートマトリックスを調整しています…;세계 상태 조정 중...
gui/loading/mission_creating_navigation;Calibrating navigation...;Kalibrowanie nawigacji...;Калибровка навигации...;Calibrage de la navigation...;Navigation wird kalibriert …;Calibrando navegación...;Calibrando navegação…;校准导航…;ナビゲーションを調整しています…;항법 조정 중...
gui/loading/mission_generating_map;Scanning mission area...;Skanowanie obszaru misji...;Сканирование зоны миссии...;Scan de la zone de mission en cours...;Missionsgebiet wird gescannt …;Escaneando área de la misión...;Escaneando área da missão…;扫描任务区域中...;ミッションエリアをスキャンしています…;임무 지역 스캔 중...
gui/loading/mission_objects;Locating mission critical resources...;Lokalizowanie zasobów krytycznych dla misji...;Поиск критически важных ресурсов...;Localisation des ressources critiques de la mission...;Nach wichtigen Rohstoffen für die Mission wird gesucht …;Localizando recursos cruciales para la misión...;Localizando recursos críticos da missão…;定位关键任务资源中...;重要ミッション資源の地点を特定しています…;임무 자원 위치 확인 중...
gui/loading/mission_spawning_prefabs;Analysing environmental characteristics...;Analizowanie charakterystyki środowiska...;Анализ характеристик окружающей среды...;Analyses des caractéristiques de l’environnement...;Umwelteigenschaften werden analysiert …;Analizando características del entorno...;Analisando características ambientais…;分析环境特征中...;環境ステータスを分析しています…;환경적 특성 분석 중...
gui/loading/mission_terrain_grid;Establishing terrain grid...;Tworzenie siatki terenu...;Создание сетки рельефа...;Création d’une grille de terrain...;Geländeraster wird erstellt …;Estableciendo cuadrícula del terreno...;Estabelecendo grade de terreno…;建立地形网格中...;地形グリッドを構築しています…;지형 그리드 설정 중...
gui/loading/server_connecting;Establishing quantum connection...;Nawiązywanie połączenia kwantowego...;Установление квантового соединения...;Création d’une connexion quantique...;Quantenverbindung wird erstellt …;Estableciendo conexión cuántica...;Estabelecendo conexão quântica…;建立量子连接中...;量子接続を構築しています…;양자 연결 설정 중...
gui/loading/server_world_state_unpacking;Processing quantum connection data...;Przetwarzanie danych połączenia kwantowego...;Обработка данных квантового соединения...;Traitement des données de connexion quantique...;Quantenverbindungsdaten werden verarbeitet …;Procesando información cuántica de conexión...;Processando dados da conexão quântica…;处理量子连接数据中...;量子接続データを処理しています…;양자 연결 데이터 처리 중...
gui/loading/server_world_state_waiting;Waiting for quantum entanglement...;Oczekiwanie na splątanie kwantowe...;В ожидании квантового сплетения...;En attente de l’intrication quantique...;Auf Quantenverschränkung wird gewartet …;Esperando al entrelazamiento cuántico...;Aguardando entrelaçamento quântico…;等待量子纠缠中...;量子エンタングルメントを待っています…;양자 얽힘 기다리는 중...
gui/loading/tooltip_29;Press <img="${ping_menu}"> to open the Ping Wheel. It allows you to quickly communicate with your teammates. It also gives you access to emotes.;Naciśnij <img="${ping_menu}">, aby otworzyć Koło Pingów. Umożliwia ono szybkie komunikowanie się z członkami drużyny i daje ci dostęp do emotek.;Нажмите <img="${ping_menu}">, чтобы открыть колесо пинга. Оно позволяет быстро общаться с товарищами по команде и открывает доступ к эмоциям.;Appuyez sur <img="${ping_menu}"> pour ouvrir le menu circulaire qui vous permettra de rapidement communiquer avec vos coéquipiers et vous donnera accès à des émoticônes.;Drücke <img="${ping_menu}">, um das Ping-Rad zu öffnen. So kannst du schnell mit deinen Teammitgliedern kommunizieren. Außerdem hast du damit Zugriff auf Emotes.;Pulsa <img="${ping_menu}"> para abrir la rueda de gestos. Te permite comunicarte rápidamente con tus compañeros y te otorga acceso a emoticonos.;Pressione <img="${ping_menu}"> para abrir a Roda de Sinais. Ela permite que você se comunique rapidamente com seus companheiros de equipe, além de dar acesso a emotes.;按 <img="${ping_menu}"> 打开Ping轮盘，用于快速与队友沟通并使用表情。;<img="${ping_menu}">を押してピンホイールを開ける。これを利用すればチームメイトとの素早いコミュニケーションが可能になる。エモートもここから利用できる。;<img="${ping_menu}"> 버튼을 눌러 핑 휠을 엽니다. 팀원과의 빠른 소통과 감정표현도 사용이 가능합니다.
gui/loading/tooltip_30;You can disassemble unneeded weapons, upgrades, and mods through the disassembly screen. You can access it through your inventory. Click "Disassembly", select the items you want to get rid of, and enjoy the extra resources.;Niepotrzebną broń, ulepszenia i mody możesz rozłożyć na surowce w ekranie demontażu. Znajdziesz go w ekwipunku. Kliknij "Demontaż", wybierz przedmioty, których chcesz się pozbyć, i ciesz się dodatkowymi zasobami.;Вы можете разбирать ненужное оружие, улучшения и модификации через экран разборки. Откройте его в инвентаре, нажмите «Разборка», выберите предметы для утилизации и получите дополнительные ресурсы.;Vous pouvez désassembler les armes, améliorations et mods inutiles dans l’écran de désassemblage. Vous pouvez y accéder en passant par votre inventaire. Cliquez sur « Désassemblage » et sélectionnez les objets dont vous voulez vous débarrasser pour profiter de ressources supplémentaires.;Über die Zerlegungsansicht kannst du überflüssige Waffen, Aufwertungen und Mods zerlegen. Du gelangst über dein Inventar dorthin. Klicke auf „Zerlegen“, wähle die Gegenstände aus, die du loswerden willst, und hab Spaß mit den zusätzlichen Rohstoffen.;Puedes desmontar armas y modificaciones que no necesites en la pantalla de desmontaje. Puedes acceder a ella desde tu inventario. Haz clic en «desmontar» y selecciona los objetos que quieras desmontar. Disfruta de los recursos adicionales.;Você pode desmontar armas, melhorias e mods indesejados na tela de desmonte, acessível através do seu inventário. Clique em "Desmontagem", selecione os itens que deseja desmontar e aproveite os recursos extras.;你可以在拆解界面中分解不需要的武器、升级和模组。通过库存进入该界面，点击“拆解”，选择你想要移除的物品，即可获得额外资源。;不要な武器、アップグレード、MODは解体画面から解体できる。解体画面はインベントリから開ける。「解体」をクリックしてから不要なアイテムを選択して資源に換えよう。;필요 없는 무기, 업그레이드, 모드를 해체할 수 있으며, 해체 화면을 통해 이를 수행할 수 있습니다. 해체 화면은 인벤토리에서 접근할 수 있습니다. '해체'를 클릭한 후 해체하려는 아이템을 선택하고, 추가 자원을 획득하세요.
gui/loading/tooltip_31;If your teammate falls in battle, you can reactivate their mech. Walk up to the wreckage and press <img="${interact}">. After that, both you and your teammate will receive a short power boost, increasing damage and durability. Use it to fight back or run away to safety.;Jeśli twój towarzysz padnie w walce, możesz reaktywować jego mecha. Podejdź do wraku i naciśnij <img="${interact}">. Po reaktywacji oboje otrzymacie krótkotrwałe wzmocnienie obrażeń i wytrzymałości. Odegraj się, albo ucieknij w bezpiecznie miejsce!;Если ваш товарищ по команде падет в бою, вы можете повторно активировать его меху. Подойдите к обломкам и нажмите <img="${interact}">. После этого вы оба получите кратковременный бонус, увеличивающий урон и прочность. Используйте его, чтобы контратаковать или сбежать в безопасное место.;Si votre coéquipier tombe au combat, vous pouvez réactiver son mecha. Rejoignez l’épave et appuyez sur <img="${interact}">. Vous et votre coéquipier recevrez alors un court boost de puissance, augmentant vos dégâts et votre durabilité. Utilisez-le pour riposter ou pour fuir et vous mettre à l’abri.;Wenn dein Teammitglied im Kampf fällt, kannst du seinen Mecha reaktivieren. Begib dich zum Wrack und drücke <img="${interact}">. Danach erhalten sowohl du als auch dein Teammitglied einen kurzen Energieschub, der euren Schaden und eure Widerstandsfähigkeit erhöht. Nutze diesen Vorteil, um zurückzuschlagen oder dich in Sicherheit zu bringen.;Si tu compañero cae en batalla, puedes reparar su traje. Ve a donde está y pulsa <img="${interact}">. Tras eso, ambos recibiréis un corto potenciador de poder que aumenta el daño y la resistencia. Usadlo para luchar o huir y poneros a salvo.;Caso seu companheiro de equipe caia em batalha, você pode reativar traje dele. Aproxime-se dos destroços e pressione <img="${interact}">. Depois disso, você e seu companheiro de equipe receberão um breve reforço, que aumenta dano e durabilidade. Use-o para contra-atacar ou fugir para um local seguro.;如果你的队友在战斗中倒下，你可以重新复活他们的机甲。走到残骸旁并按 <img="${interact}">，之后你和队友都会获得短时间的能量提升，提高伤害和耐久，用来反击或安全撤离。;戦闘でダウンしたチームメイトのメカは再起動させることができる。残骸に近づいて<img="${interact}">を押すと再起動できる。その後、自分と蘇生したチームメイトは短い間、パワーブーストを獲得する。うまく利用して窮地から脱しよう。;팀원이 전투 중 쓰러지면 그들의 메카를 재활성화할 수 있습니다. 잔해에 다가가 <img="${interact}"> 버튼을 누르세요. 그 후, 당신과 팀원 모두 짧은 파워 부스트를 얻게 되며, 이로 인해 피해와 내구성이 일시적으로 증가합니다. 이를 활용해 반격하거나 안전하게 도망가세요.
gui/loading/tooltip_32;Weapons and items you loot from enemies can receive additional bonus characteristics, making them more powerful than the ones you can craft yourself. Bonus stats are marked with a star icon.;Broń i przedmioty zdobyte z wrogów mogą mieć dodatkowe cechy specjalne, czyniące je potężniejszymi niż te, które można wytworzyć samodzielnie. Dodatkowe statystyki są oznaczone ikoną gwiazdki.;Оружие и предметы, добытые у противников, могут иметь бонусные характеристики, которые делают их мощнее созданных вручную. Бонусные характеристики отмечены значком звезды.;Les armes et les objets que vous pillez sur vos ennemis peuvent bénéficier de caractéristiques bonus supplémentaires, ce qui les rend plus puissants que ceux que vous fabriquez vous-même. Ces caractéristiques bonus sont signalées par une icône en forme d’étoile.;Waffen und Gegenstände, die du von Gegnern erbeutest, können zusätzliche Bonuseigenschaften erhalten, wodurch sie mächtiger sind als die, die du selbst herstellen kannst. Die Bonuswerte sind mit einem Sternensymbol gekennzeichnet.;Las armas y objetos que obtengas de enemigos pueden recibir características adicionales, haciendo que sean más poderosas que las que puedes fabricar. Las estadísticas de bonificación están marcadas con el icono de una estrella.;Armas e itens saqueados de inimigos podem receber características bônus adicionais, que os tornam mais poderosos do que os que você mesmo cria. Atributos bônus são marcados com um ícone de estrela.;从敌人身上获得的武器和物品可能包含额外属性，比你自己制造的更强。这些加成以星星图标标识。;敵から得たアイテムや武器には追加のボーナスステータスが付くことがあり、自分でクラフトした物よりも強力になれる。ボーナスパラメータには星のアイコンが付く。;적에게서 획득하는 무기와 아이템은 추가 보너스 특성을 지닐 수 있습니다. 이 보너스 특성 덕분에 직접 제작하는 장비보다 더 강력할 수 있습니다. 보너스 스탯은 별 아이콘으로 표시됩니다.
gui/loading/tooltip_33;The difficulty level of the game adapts dynamically to the number of players. The more players join your session, the more difficult it's going to be to survive.;Poziom trudności gry dynamicznie dostosowuje się do liczby graczy. Im więcej osób dołącza do sesji, tym trudniej będzie Wam przetrwać.;Уровень сложности игры динамически изменяется в зависимости от количества игроков. Чем больше игроков присоединится к вашей сессии, тем сложнее будет выжить.;Le niveau de difficulté du jeu s’adapte automatiquement au nombre de joueurs. Plus il y a de joueurs dans votre session, plus il sera difficile de survivre.;Der Schwierigkeitsgrad des Spiels passt sich dynamisch an die Anzahl der Spieler an. Je mehr Spieler deiner Gruppe beitreten, desto schwieriger wird es, zu überleben.;El nivel de dificultad del juego se adapta de manera dinámica al número de jugadores. Cuantos más jugadores se unan a tu partida, más difícil será sobrevivir.;O nível de dificuldade do jogo se adapta dinamicamente à quantidade de jogadores. Quanto mais jogadores se juntarem à sua sessão, mais difícil será sobreviver.;游戏难度会根据玩家人数动态调整。加入的玩家越多，生存就越困难。;ゲームの難易度はプレイヤー数に応じて変わる。セッション内のプレイヤーが多いほど難易度があり、生き残りが難しくなる。;게임의 난이도는 플레이어 수에 따라 유동적으로 조정됩니다. 더 많은 플레이어가 세션에 참여할수록 생존이 더 어려워집니다.
