;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/large_energy_storage_lvl1;Large Energy Storage research unlocks a blueprint that allows the Riftbreaker to construct high-capacity energy storage facilities. Advanced containment fields and upgraded regulation circuits enable safe accumulation and redistribution of large energy surpluses.;Badanie Dużego Magazynu Energii odblokowuje schemat umożliwiający Riftbreakerowi budowę wysokopojemnych magazynów energii. Zaawansowane pola kontenerowe i ulepszone układy regulacji pozwalają na bezpieczne gromadzenie i redystrybucję dużych nadwyżek energii.;Исследование «Большое хранилище энергии» открывает чертёж, позволяющий рифтбрейкеру строить объекты большой ёмкости. Новая система стабилизации и контроля позволяет безопасно копить и использовать огромные излишки мощности.;Le grand stockage d’énergie débloque un plan qui permet au riftbreaker de construire des installations de stockage d’énergie de grande capacité. Des champs de confinement avancés et des circuits de régulation améliorés permettent l’accumulation et la redistribution sûre d’importants excédents d’énergie.;Durch die Erforschung großer Energiespeicher erhält der Riftbreaker einen Entwurf, den er zum Bau von Energiespeichern mit hoher Kapazität nutzen kann. Fortschrittliche Barrierefelder und verbesserte Schaltkreise ermöglichen die sichere Speicherung und Umverteilung großer Energieüberschüsse.;La investigación del almacén de energía grande desbloquea un plano que permite al Riftbreaker construir instalaciones de almacenamiento de alta capacidad. Los campos de contención avanzados y los circuitos de regulación mejorados permiten la acumulación y redistribución seguras de grandes excedentes de energía.;A pesquisa Grande Depósito de Energia desbloqueia um projeto que permite ao Salta-Fendas construir instalações de depósito de energia de alta capacidade. Campos de contenção avançados e circuitos de regulação melhorados permitem uma acumulação segura e a redistribuição de grandes excedentes de energia.;大型能源储存研究解锁一套蓝图，使裂隙行者能够建造高容量能源储存设施。先进的约束力场与升级调节电路可安全积累并重新分配大量能源盈余。;大型エネルギー貯蔵庫の研究はリフトブレーカーによって建設可能な大容量エネルギー貯蔵施設の設計図をアンロックする。改良型の隔離システムと新型の調整回路により、安全な蓄積と余剰エネルギーの再分配を可能にする。;대용량 에너지 저장 연구를 통해 리프트브레이커가 고용량 에너지 저장 시설을 건설할 수 있는 청사진이 잠금 해제되었습니다. 고급 억제 시스템과 업그레이드된 제어 회로로 대규모 잉여 에너지를 안전하게 축적하고 재분배할 수 있습니다.
gui/menu/research/description/large_energy_storage_lvl2;An upgraded version of the Large Energy Storage. It allows the Riftbreaker to construct more efficient energy storage facilities. Reinforced containment matrices, denser energy cells, and upgraded regulation algorithms significantly increase storage capacity and operational stability.;Ulepszona wersja Dużego Magazynu Energii. Umożliwia Riftbreakerowi budowę wydajniejszych magazynów energii. Wzmocnione matryce kontenerowe, gęstsze ogniwa energetyczne i ulepszone algorytmy regulacji znacząco zwiększają pojemność i stabilność operacyjną.;Улучшенное хранилище энергии — продвинутая версия Большого хранилища энергии. Позволяет строить энергохранилища нового поколения. За счёт усиленных матриц, плотных ячеек и умных алгоритмов они обладают гораздо большей ёмкостью и надёжностью.;Une version améliorée du grand stockage d’énergie. Elle permet au riftbreaker de construire des installations de stockage d’énergie plus efficaces. Des matrices de confinement renforcées, des batteries plus denses et des algorithmes de régulation améliorés augmentent considérablement la capacité de stockage et la stabilité opérationnelle.;Eine verbesserte Version des großen Energiespeichers. Damit kann der Riftbreaker effizientere Energiespeicheranlagen bauen. Verstärkte Barrierematrizen, dichtere Energiezellen und verbesserte Schaltalgorithmen erhöhen die Speicherkapazität und die Betriebsstabilität deutlich.;Versión mejorada del almacén de energía grande. Permite al Riftbreaker construir instalaciones de almacenamiento de energía más eficientes. Las matrices de contención reforzadas, las celdas de energía más densas y los algoritmos de regulación mejorados aumentan de forma significativa la capacidad de almacenamiento y la estabilidad operativa.;Uma versão aprimorada do Grande Depósito de Energia. Permite ao Salta-Fendas construir instalações de depósito de energia mais eficientes. Matrizes de contenção reforçadas, células de energia mais densas e algoritmos de regulação melhorados aumentam significativamente a capacidade de armazenamento e a estabilidade operacional.;大型能源储存的升级版本。允许裂隙行者建造更高效的能源储存设施。强化约束矩阵、更高密度能源单元与升级调节算法显著提升储存容量与运行稳定性。;大型エネルギー貯蔵庫の改良型。より効率化されたエネルギー貯蔵施設の建設を可能にする。補強された隔離行列、高密度のエネルギーセル、そして改良された調整アルゴリズムにより容量と安定性を飛躍的に向上させる。;대용량 에너지 저장 장치의 업그레이드 버전입니다. 이를 통해 리프트브레이커가 보다 효율적인 에너지 저장 시설을 구축할 수 있습니다. 강화된 격리 매트릭스, 고밀도 에너지 셀, 그리고 업그레이드된 제어 알고리즘은 저장 용량과 운영 안정성을 크게 향상시킵니다.
gui/menu/research/description/large_energy_storage_lvl3;An upgraded version of the Large Energy Storage. It allows the Riftbreaker to construct more efficient energy storage facilities. Reinforced containment matrices, denser energy cells, and upgraded regulation algorithms significantly increase storage capacity and operational stability.;Ulepszona wersja Dużego Magazynu Energii. Umożliwia Riftbreakerowi budowę wydajniejszych magazynów energii. Wzmocnione matryce kontenerowe, gęstsze ogniwa energetyczne i ulepszone algorytmy regulacji znacząco zwiększają pojemność i stabilność operacyjną.;Улучшенное хранилище энергии — продвинутая версия Большого хранилища энергии. Позволяет строить энергохранилища нового поколения. За счёт усиленных матриц, плотных ячеек и умных алгоритмов они обладают гораздо большей ёмкостью и надёжностью.;Une version améliorée du grand stockage d’énergie. Elle permet au riftbreaker de construire des installations de stockage d’énergie plus efficaces. Des matrices de confinement renforcées, des batteries plus denses et des algorithmes de régulation améliorés augmentent considérablement la capacité de stockage et la stabilité opérationnelle.;Eine verbesserte Version des großen Energiespeichers. Damit kann der Riftbreaker effizientere Energiespeicheranlagen bauen. Verstärkte Barrierematrizen, dichtere Energiezellen und verbesserte Schaltalgorithmen erhöhen die Speicherkapazität und die Betriebsstabilität deutlich.;Versión mejorada del almacén de energía grande. Permite al Riftbreaker construir instalaciones de almacenamiento de energía más eficientes. Las matrices de contención reforzadas, las celdas de energía más densas y los algoritmos de regulación mejorados aumentan de forma significativa la capacidad de almacenamiento y la estabilidad operativa.;Uma versão aprimorada do Grande Depósito de Energia. Permite ao Salta-Fendas construir instalações de depósito de energia mais eficientes. Matrizes de contenção reforçadas, células de energia mais densas e algoritmos de regulação melhorados aumentam significativamente a capacidade de armazenamento e a estabilidade operacional.;大型能源储存的升级版本。允许裂隙行者建造更高效的能源储存设施。强化约束矩阵、更高密度能源单元与升级调节算法显著提升储存容量与运行稳定性。;大型エネルギー貯蔵庫の改良型。より効率化されたエネルギー貯蔵施設の建設を可能にする。補強された隔離行列、高密度のエネルギーセル、そして改良された調整アルゴリズムにより容量と安定性を飛躍的に向上させる。;대용량 에너지 저장 장치의 업그레이드 버전입니다. 이를 통해 리프트브레이커가 보다 효율적인 에너지 저장 시설을 구축할 수 있습니다. 강화된 격리 매트릭스, 고밀도 에너지 셀, 그리고 업그레이드된 제어 알고리즘은 저장 용량과 운영 안정성을 크게 향상시킵니다.
gui/menu/research/description/large_solid_materials_storage_lvl1;Large Solid Material Storage provides access to improved storage designs capable of holding large quantities of solid resources. Structural reinforcements and optimized internal layouts allow for higher capacity.;Duży Magazyn Materiałów Stałych zapewnia dostęp do ulepszonych projektów magazynowych zdolnych do przechowywania dużych ilości surowców stałych. Wzmocnienia strukturalne i zoptymalizowany układ wewnętrzny pozwalają na zwiększenie pojemności.;Большое хранилище твёрдых материалов предоставляет доступ к продвинутым складским проектам, способным вмещать крупные объёмы твёрдых ресурсов. Усиленный каркас и продуманная планировка значительно увеличивают общую ёмкость.;Le grand stockage des solides donne accès à des designs de stockage améliorés capables de contenir de grandes quantités de ressources solides. Des renforcements structurels et des dispositions internes optimisées permettent d’augmenter les capacités actuelles.;Große Feststoffspeicher bieten Zugang zu verbesserten Speichersystemen, die große Mengen an Feststoffen fassen können. Strukturelle Verstärkungen und optimierte Innenausstattungen ermöglichen eine höhere Kapazität.;El almacén de material sólido grande proporciona acceso a diseños de almacenamiento mejorados capaces de albergar grandes cantidades de recursos sólidos. Los refuerzos estructurales y los diseños internos optimizados permiten una mayor capacidad.;O Grande Depósito de Materiais Sólidos fornece acesso a projetos de armazenamento aprimorados, capazes de conter quantidades consideráveis de recursos sólidos. Reforços estruturais e leiautes internos otimizados permitem uma maior capacidade.;大型固体材料储存研究提供改进的储存设计，可容纳大量固体资源。结构强化与优化内部布局实现更高容量。;大型個体物質貯蔵庫の研究により大量の固形資源を保管できる改良型保管施設の建設を可能にする。構造の補強と内部レイアウトの最適化により容量の増強を実現する。;대용량 고체 자원 저장소는 대량의 고체 자원을 보관할 수 있는 개선된 저장 설계를 제공합니다. 구조적 보강과 최적화된 내부 레이아웃으로 더 높은 저장 용량을 가능하게 합니다.
gui/menu/research/description/large_solid_materials_storage_lvl2;This research enhances existing storage technology by introducing denser stacking systems and improved load distribution. These upgrades significantly increase storage capacity and structural stability.;To badanie usprawnia istniejącą technologię magazynowania poprzez wprowadzenie gęstszych systemów składowania i ulepszonego rozkładu obciążeń. Ulepszenia te znacząco zwiększają pojemność i stabilność konstrukcji.;Это исследование улучшает складские технологии за счёт внедрения более плотных систем штабелирования и продуманного распределения нагрузки. Значительно повышает общую вместимость и структурную стабильность хранилищ.;Cette recherche améliore les technologies de stockage existantes en introduisant des systèmes d’empilement plus denses et une meilleure répartition des charges. Ces améliorations augmentent considérablement la capacité de stockage et la stabilité structurelle.;Diese Forschung optimiert die bestehende Speichertechnologie durch die Einführung dichterer Stapelsysteme und einer verbesserten Speicherverteilung. Diese Aufwertungen erhöhen die Speicherkapazität und die strukturelle Stabilität deutlich.;Esta investigación mejora la tecnología de almacenamiento existente mediante la introducción de sistemas de apilamiento más densos y una mejor distribución de la carga. Estas mejoras aumentan de forma significativa la capacidad de almacenamiento y la estabilidad estructural.;Esta pesquisa aprimora a tecnologia de armazenagem existente, introduzindo sistemas de empilhamento mais densos e uma melhor distribuição de cargas. Essas melhorias aumentam significativamente a capacidade de armazenamento e a estabilidade estrutural.;该研究通过引入更高密度堆叠系统与改进载荷分配机制来强化现有储存技术。这些升级显著提升储存容量与结构稳定性。;この研究は高密度の積載システムと改良された負荷分散技術を導入することによって従来の貯蔵技術を改良する。これらのアップグレードは貯蔵量と構造の安定性を大幅に増強する。;이 연구는 더 높은 밀도의 중첩 시스템과 개선된 하중 분배 방식을 도입함으로써 기존 저장 기술을 향상시킵니다. 이러한 업그레이드는 저장 용량과 구조적 안정성을 크게 증가시킵니다.
gui/menu/research/description/large_solid_materials_storage_lvl3;This research enhances existing storage technology by introducing denser stacking systems and improved load distribution. These upgrades significantly increase storage capacity and structural stability.;To badanie usprawnia istniejącą technologię magazynowania poprzez wprowadzenie gęstszych systemów składowania i ulepszonego rozkładu obciążeń. Ulepszenia te znacząco zwiększają pojemność i stabilność konstrukcji.;Это исследование улучшает складские технологии за счёт внедрения более плотных систем штабелирования и продуманного распределения нагрузки. Значительно повышает общую вместимость и структурную стабильность хранилищ.;Cette recherche améliore les technologies de stockage existantes en introduisant des systèmes d’empilement plus denses et une meilleure répartition des charges. Ces améliorations augmentent considérablement la capacité de stockage et la stabilité structurelle.;Diese Forschung optimiert die bestehende Speichertechnologie durch die Einführung dichterer Stapelsysteme und einer verbesserten Speicherverteilung. Diese Aufwertungen erhöhen die Speicherkapazität und die strukturelle Stabilität deutlich.;Esta investigación mejora la tecnología de almacenamiento existente mediante la introducción de sistemas de apilamiento más densos y una mejor distribución de la carga. Estas mejoras aumentan de forma significativa la capacidad de almacenamiento y la estabilidad estructural.;Esta pesquisa aprimora a tecnologia de armazenagem existente, introduzindo sistemas de empilhamento mais densos e uma melhor distribuição de cargas. Essas melhorias aumentam significativamente a capacidade de armazenamento e a estabilidade estrutural.;该研究通过引入更高密度堆叠系统与改进载荷分配机制来强化现有储存技术。这些升级显著提升储存容量与结构稳定性。;この研究は高密度の積載システムと改良された負荷分散技術を導入することによって従来の貯蔵技術を改良する。これらのアップグレードは貯蔵容量と構造の安定性を大幅に増強する。;이 연구는 더 높은 밀도의 중첩 시스템과 개선된 하중 분배 방식을 도입함으로써 기존 저장 기술을 향상시킵니다. 이러한 업그레이드는 저장 용량과 구조적 안정성을 크게 증가시킵니다.
gui/menu/research/description/skill_dodge_roll_advanced;An upgraded dodge roll provides a more concentrated burst of energy when the rolling is over, dealing more damage to the enemies in the vicinity.;Ulepszony Przewrót Bojowy generuje bardziej skoncentrowany wybuch energii po zakończeniu przetoczenia, zadając większe obrażenia wrogom w pobliżu.;Улучшенный перекат. При завершении движения создаёт сфокусированную взрывную волну, нанося повышенный урон всем врагам вокруг.;Une roulade améliorée fournit une impulsion d’énergie plus concentrée à la fin du mouvement, infligeant davantage de dégâts aux ennemis à proximité.;Eine verbesserte Ausweichrolle sorgt für einen intensiveren Energiestoß nach Abschluss der Rolle und fügt Gegnern im Umkreis mehr Schaden zu.;El movimiento para esquivar mejorado proporciona un estallido de energía más concentrado cuando termina, infligiendo más daño a los enemigos cercanos.;Uma melhoria no Rolamento que proporciona uma explosão de energia mais concentrada ao final do Rolamento, causando mais dano aos inimigos nas proximidades.;升级后的翻滚躲闪在结束时释放更集中的能量爆发，对周围敌人造成更高伤害。;改良された回避ローリングは着地地点でより圧縮されたエネルギーを放ち、周囲の敵により多くのダメージを与える。;업그레이드된 회피 구르기는 구르기가 끝난 후 더 집중된 에너지 폭발을 일으켜, 주변 적들에게 더 많은 피해를 입힙니다.
gui/menu/research/description/skill_dodge_roll_extreme;An upgraded dodge roll provides a more concentrated burst of energy when the rolling is over, dealing more damage to the enemies in the vicinity.;Ulepszony Przewrót Bojowy generuje bardziej skoncentrowany wybuch energii po zakończeniu przetoczenia, zadając większe obrażenia wrogom w pobliżu.;Улучшенный перекат. При завершении движения создаёт сфокусированную взрывную волну, нанося повышенный урон всем врагам вокруг.;Une roulade améliorée fournit une impulsion d’énergie plus concentrée à la fin du mouvement, infligeant davantage de dégâts aux ennemis à proximité.;Eine verbesserte Ausweichrolle sorgt für einen intensiveren Energiestoß nach Abschluss der Rolle und fügt Gegnern im Umkreis mehr Schaden zu.;El movimiento para esquivar mejorado proporciona un estallido de energía más concentrado cuando termina, infligiendo más daño a los enemigos cercanos.;Uma melhoria no Rolamento que proporciona uma explosão de energia mais concentrada ao final do Rolamento, causando mais dano aos inimigos nas proximidades.;升级后的翻滚躲闪在结束时释放更集中的能量爆发，对周围敌人造成更高伤害。;改良された回避ローリングは着地地点でより圧縮されたエネルギーを放ち、周囲の敵により多くのダメージを与える。;업그레이드된 회피 구르기는 구르기가 끝난 후 더 집중된 에너지 폭발을 일으켜, 주변 적들에게 더 많은 피해를 입힙니다.
gui/menu/research/description/skill_dodge_roll_superior;An upgraded dodge roll provides a more concentrated burst of energy when the rolling is over, dealing more damage to the enemies in the vicinity.;Ulepszony Przewrót Bojowy generuje bardziej skoncentrowany wybuch energii po zakończeniu przetoczenia, zadając większe obrażenia wrogom w pobliżu.;Улучшенный перекат. При завершении движения создаёт сфокусированную взрывную волну, нанося повышенный урон всем врагам вокруг.;Une roulade améliorée fournit une impulsion d’énergie plus concentrée à la fin du mouvement, infligeant davantage de dégâts aux ennemis à proximité.;Eine verbesserte Ausweichrolle sorgt für einen intensiveren Energiestoß nach Abschluss der Rolle und fügt Gegnern im Umkreis mehr Schaden zu.;El movimiento para esquivar mejorado proporciona un estallido de energía más concentrado cuando termina, infligiendo más daño a los enemigos cercanos.;Uma melhoria no Rolamento que proporciona uma explosão de energia mais concentrada ao final do Rolamento, causando mais dano aos inimigos nas proximidades.;升级后的翻滚躲闪在结束时释放更集中的能量爆发，对周围敌人造成更高伤害。;改良された回避ローリングは着地地点でより圧縮されたエネルギーを放ち、周囲の敵により多くのダメージを与える。;업그레이드된 회피 구르기는 구르기가 끝난 후 더 집중된 에너지 폭발을 일으켜, 주변 적들에게 더 많은 피해를 입힙니다.
gui/menu/research/description/skill_teleport_advanced;A better version of the short range teleport. It produces a more powerful explosion and has a smaller cooldown.;Ulepszona wersja teleportu krótkiego zasięgu. Wywołuje silniejszą eksplozję i ma krótszy czas odnowienia.;Улучшенная версия телепортации ближнего действия. Производит более мощный взрыв и требует меньше времени для восстановления.;Une version améliorée de la téléportation à courte portée. Elle produit une explosion plus puissante et a un temps de refroidissement plus court.;Eine verbesserte Version des Kurzstrecken-Teleports. Sie verursacht eine stärkere Explosion und hat eine kürzere Abklingzeit.;Una versión mejorada del teletransporte a corta distancia. La explosión que provoca es mayor y tiene un enfriamiento menor.;Uma versão aprimorada do teleporte de curto alcance. Produz uma explosão mais poderosa e possui um tempo de recarga menor.;强化版短距离传送。产生更强爆炸效果且冷却时间更短。;改良された短距離テレポート。より強力な爆発を起こし、クールダウン時間も短縮されている。;단거리 순간이동의 개선된 버전입니다. 더 강력한 폭발을 일으키며 재사용 대기시간이 더 짧습니다.
gui/menu/research/description/skill_teleport_extreme;A better version of the short range teleport. It produces a more powerful explosion and has a smaller cooldown.;Ulepszona wersja teleportu krótkiego zasięgu. Wywołuje silniejszą eksplozję i ma krótszy czas odnowienia.;Улучшенная версия телепортации ближнего действия. Производит более мощный взрыв и требует меньше времени для восстановления.;Une version améliorée de la téléportation à courte portée. Elle produit une explosion plus puissante et a un temps de refroidissement plus court.;Eine verbesserte Version des Kurzstrecken-Teleports. Sie verursacht eine stärkere Explosion und hat eine kürzere Abklingzeit.;Una versión mejorada del teletransporte a corta distancia. La explosión que provoca es mayor y tiene un enfriamiento menor.;Uma versão aprimorada do teleporte de curto alcance. Produz uma explosão mais poderosa e possui um tempo de recarga menor.;强化版短距离传送。产生更强爆炸效果且冷却时间更短。;改良された短距離テレポート。より強力な爆発を起こし、クールダウン時間も短縮されている。;단거리 순간이동의 개선된 버전입니다. 더 강력한 폭발을 일으키며 재사용 대기시간이 더 짧습니다.
gui/menu/research/description/skill_teleport_superior;A better version of the short range teleport. It produces a more powerful explosion and has a smaller cooldown.;Ulepszona wersja teleportu krótkiego zasięgu. Wywołuje silniejszą eksplozję i ma krótszy czas odnowienia.;Улучшенная версия телепортации ближнего действия. Производит более мощный взрыв и требует меньше времени для восстановления.;Une version améliorée de la téléportation à courte portée. Elle produit une explosion plus puissante et a un temps de refroidissement plus court.;Eine verbesserte Version des Kurzstrecken-Teleports. Sie verursacht eine stärkere Explosion und hat eine kürzere Abklingzeit.;Una versión mejorada del teletransporte a corta distancia. La explosión que provoca es mayor y tiene un enfriamiento menor.;Uma versão aprimorada do teleporte de curto alcance. Produz uma explosão mais poderosa e possui um tempo de recarga menor.;强化版短距离传送。产生更强爆炸效果且冷却时间更短。;改良された短距離テレポート。より強力な爆発を起こし、クールダウン時間も短縮されている。;단거리 순간이동의 개선된 버전입니다. 더 강력한 폭발을 일으키며 재사용 대기시간이 더 짧습니다.
gui/menu/research/description/towers_acid_shredder_lvl1;This research enables construction of an acid-based rapid-fire defense tower. High-pressure injectors and corrosive compound stabilizers allow continuous fire at high RPM. Projectiles split upon impact, damaging several enemies simultaneously.;Badanie umożliwia budowę szybkostrzelnej wieży obronnej opartej na kwasie. Wysokociśnieniowe wtryskiwacze i stabilizatory związków żrących pozwalają na ciągły ogień przy wysokiej szybkostrzelności. Pociski rozdzielają się przy trafieniu, zadając obrażenia kilku wrogom jednocześnie.;Это исследование позволяет построить скорострельную кислотную оборонительную башню. Высоконапорные инжекторы и стабилизаторы обеспечивают непрерывную стрельбу с высокой скорострельностью. Снаряды расщепляются при ударе, повреждая нескольких врагов одновременно.;Cette recherche permet la construction d’une tour de défense à tir rapide à base d’acide. Des injecteurs à haute pression et des stabilisateurs de composés corrosifs permettent un tir continu à cadence élevée. Les projectiles se fragmentent à l’impact, infligeant des dégâts à plusieurs ennemis simultanément.;Diese Forschung ermöglicht den Bau eines schnell feuernden Abwehrturms mit Säureprojektilen. Hochdruckinjektoren und Stabilisatoren garantieren Dauerbeschuss mit hoher Feuerrate. Die Geschosse zerstreuen sich beim Aufprall und fügen mehreren Gegnern gleichzeitig Schaden zu.;Esta investigación permite la construcción de una torre defensiva que dispara ácido rápidamente. Los inyectores de alta presión y los estabilizadores de compuestos corrosivos permiten un fuego continuo a altas revoluciones. Los proyectiles se dividen al impactar y golpean a varios enemigos a la vez.;Esta pesquisa permite a construção de uma torre de defesa de disparo rápido baseada em ácido. Injetores de alta pressão e estabilizadores de compostos corrosivos permitem fogo contínuo em alta cadência. Os projéteis se dividem no impacto, causando dano a vários inimigos simultaneamente.;该研究解锁酸性高射速防御塔的建造。高压注入器与腐蚀化合物稳定器可实现高转速持续射击。弹体命中后分裂，可同时伤害多个敌人。;この研究は酸性の投射物を発射する防衛タワーの建設を可能にする。高圧力の発射装置と腐食性混合物の安定装置により高い持続力と発射速度を実現する。投射物は着弾と同時に散乱し、同時に多数の標的にダメージを与える。;이 연구를 통해 산성 기반의 속사형 방어 타워 구축이 가능해졌습니다. 고압 분사기와 부식성 화합물의 안정제를 통해 높은 분당 발사 속도로 지속적인 사격이 가능합니다. 발사체는 적중 시 분열되어 여러 적에 피해를 입힙니다.
gui/menu/research/description/towers_acid_shredder_lvl2;This research enhances the tower’s internal pumping systems and acid formulation. Optimized flow regulators and more aggressive compounds increase damage output and sustained fire efficiency.;To badanie usprawnia wewnętrzne systemy pompowania wieży oraz formulację kwasu. Zoptymalizowane regulatory przepływu i bardziej agresywne związki zwiększają zadawane obrażenia i efektywność ognia ciągłego.;Это исследование улучшает внутренние насосные системы и химический состав кислоты башни. Оптимизированные регуляторы потока и более агрессивные соединения повышают наносимый урон и эффективность непрерывной стрельбы.;Cette recherche améliore les systèmes de pompage internes de la tour ainsi que la formulation de l’acide. Des régulateurs de débit optimisés et des composés plus agressifs augmentent les dégâts infligés et l’efficacité du tir soutenu.;Diese Forschung verbessert die internen Pumpsysteme des Turms und die Zusammensetzung der Säure. Optimierte Durchflussregler und aggressivere Verbindungen erhöhen den verursachten Schaden und die Effizienz des Dauerfeuers.;Esta investigación mejora los sistemas internos de bombeo de la torre y creación del ácido. Los reguladores de flujo optimizados y el uso de compuestos más agresivos aumentan el daño infligido y la eficiencia del fuego sostenido.;Esta pesquisa aprimora os sistemas internos de bombeamento da torre e a formulação do ácido. Reguladores de fluxo otimizados e compostos mais agressivos aumentam o dano causado e a eficiência do fogo contínuo.;该研究强化防御塔内部泵送系统与酸液配方。优化流量调节器与更强腐蚀配方提升伤害输出与持续火力效率。;この研究はタワーのポンプシステムと腐食性物質の生成装置を強化する。流動の安定化と殺傷力が強化された混合物によりダメージの上昇と発射効率の安定化を図る。;이 연구는 타워의 내부의 펌핑 시스템과 산성 배합 공정을 개선합니다. 최적화된 유량 조절기와 더 강력해진 화합물을 통해 공격력이 상승하고 지속 사격 효율이 극대화됩니다.
gui/menu/research/description/towers_acid_shredder_lvl3;This research enhances the tower’s internal pumping systems and acid formulation. Optimized flow regulators and more aggressive compounds increase damage output and sustained fire efficiency.;To badanie usprawnia wewnętrzne systemy pompowania wieży oraz formulację kwasu. Zoptymalizowane regulatory przepływu i bardziej agresywne związki zwiększają zadawane obrażenia i efektywność ognia ciągłego.;Это исследование улучшает внутренние насосные системы и химический состав кислоты башни. Оптимизированные регуляторы потока и более агрессивные соединения повышают наносимый урон и эффективность непрерывной стрельбы.;Cette recherche améliore les systèmes de pompage internes de la tour ainsi que la formulation de l’acide. Des régulateurs de débit optimisés et des composés plus agressifs augmentent les dégâts infligés et l’efficacité du tir soutenu.;Diese Forschung verbessert die internen Pumpsysteme des Turms und die Zusammensetzung der Säure. Optimierte Durchflussregler und aggressivere Verbindungen erhöhen den verursachten Schaden und die Effizienz des Dauerfeuers.;Esta investigación mejora los sistemas internos de bombeo de la torre y creación del ácido. Los reguladores de flujo optimizados y el uso de compuestos más agresivos aumentan el daño infligido y la eficiencia del fuego sostenido.;Esta pesquisa aprimora os sistemas internos de bombeamento da torre e a formulação do ácido. Reguladores de fluxo otimizados e compostos mais agressivos aumentam o dano causado e a eficiência do fogo contínuo.;该研究强化防御塔内部泵送系统与酸液配方。优化流量调节器与更强腐蚀配方提升伤害输出与持续火力效率。;この研究はタワーのポンプシステムと腐食性物質の生成装置を強化する。流動の安定化と殺傷力が強化された混合物によりダメージの上昇と発射効率の安定化を図る。;이 연구는 타워의 내부의 펌핑 시스템과 산성 배합 공정을 개선합니다. 최적화된 유량 조절기와 더 강력해진 화합물을 통해 공격력이 상승하고 지속 사격 효율이 극대화됩니다.
gui/menu/research/description/towers_icicle_lvl1;Unlocks construction of a defense tower that fires supercooled projectiles at incoming enemies. Integrated cryogenic systems deal cryo damage and significantly reduce enemy movement speed.;Odblokowuje budowę wieży obronnej strzelającej silnie schłodzonymi pociskami w nadciągających wrogów. Zintegrowane systemy kriogeniczne zadają obrażenia kriogeniczne i znacząco redukują prędkość ruchu przeciwników.;Позволяет строить башню, стреляющую ледяными снарядами. Встроенные криогенные системы наносят крио-урон и значительно снижают скорость передвижения противников.;Débloque la construction d’une tour de défense qui tire des projectiles super-refroidis sur les ennemis en approche. Des systèmes cryogéniques intégrés infligent des dégâts cryogéniques et réduisent fortement la vitesse de déplacement des ennemis.;Schaltet den Bau eines Abwehrturms frei, der extrem kalte Projektile auf anrückende Gegner abfeuert. Integrierte Kryosysteme verursachen Kryoschaden und reduzieren die Bewegungsgeschwindigkeit der Gegner deutlich.;Desbloquea la construcción de una torre defensiva que dispara proyectiles superenfriados contra los enemigos. Los sistemas criogénicos integrados infligen daño helado y reducen significativamente la velocidad de movimiento de los enemigos.;Desbloqueia a construção de uma torre de defesa que dispara projéteis super-resfriados contra inimigos que se aproximam. Sistemas criogênicos integrados causam dano criogênico e reduzem significativamente a velocidade de movimento dos inimigos.;解锁可向来袭敌人发射超冷弹体的防御塔。集成低温系统可造成冰冻伤害并显著降低敌人移动速度。;接近する敵に超低温の投射物を発射する防衛タワーの建設をアンロックする。内蔵された極低温システムにより敵に凍結ダメージを与え、移動速度を大幅に低下させる。;적에게 초냉각수 발사체를 발사하는 방어 타워 건설을 해금합니다. 통합된 극저온 시스템은 냉동 피해를 입히고 적의 이동 속도를 크게 감소시킵니다.
gui/menu/research/description/towers_icicle_lvl2;Introduces stabilized cryo cores and higher-density ice projectiles. Improved thermal retention increases damage efficiency and reduces energy loss during impact.;Wprowadza stabilizowane rdzenie kriogeniczne i pociski lodowe o większej gęstości. Ulepszone utrzymanie niskiej temperatury zwiększa efektywność obrażeń i ogranicza straty energii przy uderzeniu.;Стабилизированные крио-ядра и снаряды изо льда повышенной плотности. Улучшенная термоизоляция повышает эффективность урона и снижает потерю энергии при ударе.;Introduit des noyaux cryogéniques stabilisés et des projectiles de glace à plus haute densité. Une meilleure rétention thermique augmente l’efficacité des dégâts et réduit les pertes d’énergie à l’impact.;Enthält stabilisierte Kryokerne und Eisprojektile mit höherer Dichte. Die verbesserte Kältespeicherung erhöht die Schadenswirkung und reduziert den Energieverlust beim Aufprall.;Introduce núcleos criogénicos estabilizados y proyectiles de hielo de mayor densidad. La mejor retención térmica aumenta la eficiencia del daño y reduce la pérdida de energía durante el impacto.;Introduz núcleos criogênicos estabilizados e projéteis de gelo de maior densidade. A retenção térmica aprimorada aumenta a eficiência do dano e reduz a perda de energia no impacto.;引入稳定低温核心与更高密度冰弹体。改进热能保持能力提升伤害效率并减少冲击时能量损耗。;安定化に成功した氷結核と密度を高めた氷の砲弾を導入する。改良された保温性能によりダメージ効率が向上し、着弾時のエネルギー損失を軽減される。;안정화된 냉기 코어와 고밀도 얼음 투사체를 도입합니다. 향상된 열 보존력을 통해 피해 효율이 상승하고, 적중 시 발생하는 에너지 손실을 최소화합니다.
