;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_2/ashley_prologue_nest_05;Ok, then let's make our own entrance. Do we have the schematics required to build a mining elevator?;Ok, przygotujmy więc nasze własne wejście. Czy mamy schematy potrzebne do zbudowania Windy Górniczej?;Тогда проделаем собственный вход. У нас есть схема для создания бурового лифта?;Très bien, créons-nous notre propre passage alors. On a les plans pour construire un ascenseur minier ?;Okay, dann schaffen wir uns unseren eigenen Eingang. Haben wir die notwendigen Blaupausen, um ein Minenförderwerk zu bauen?;Pues vamos a abrir un acceso. ¿Tenemos los esquemas necesarios para construir un ascensor minero?;OK, então vamos criar a nossa própria entrada. Temos os diagramas necessários para construir um Elevador de Mineração?;好吧，那么让我们自己造个入口。我们有构建采矿电梯所需的平面图吗？;そう、なら、自分たちで入り口を作りましょう。採掘エレベーターを作るのに必要な設計図はある？;좋아, 그러면 입구를 직접 만들어보자. 채굴 엘리베이터 건설에 필요한 계통도가 있나?
DIALOG/story/dlc_2/mech_prologue_nest_05;Affirmative, Ashley. This is a good location to place it. It is a big machine, but it's self-sufficient. It doesn't require any additional power source to function.;Potwierdzam, Ashley. To jest dobre miejsce na umieszczenie go. To duża maszyna, ale jest samowystarczalna. Nie potrzebuje żadnego dodatkowego źródła zasilania, żeby funkcjonować.;Подтверждаю, Эшли. Здесь подходящее место для его установки. Это крупное устройство, но полностью самодостаточное. Оно не нуждается в дополнительных источниках энергии.;Affirmatif, Ashley. Cet emplacement convient tout à fait à un ascenseur minier. C'est une machine volumineuse, mais complètement autonome. Nul besoin de l'alimenter en énergie.;Positiv, Ashley. Das ist ein guter Standort. Es ist eine große Maschine, aber sie arbeitet autark. Sie braucht keine zusätzliche Energiequelle, um zu funktionieren.;Afirmativo, Ashley. Esta es una buena ubicación para colocarlo. Es una máquina grande, pero autosuficiente. No requiere una fuente de energía adicional para funcionar.;Afirmativo, Ashley. E este é um bom lugar para posicioná-lo. É uma máquina grande, mas autossuficiente, e não requer nenhuma fonte adicional de energia para funcionar.;确认，阿雪莉。这是一个很好的位置去放它。这是一个很大的机器，但它是自给自足的。它不需要额外的电源来运行。;ああ、アシュリー。設置するにはここがいいだろう。大きなマシンだけど、勝手に稼動してくれる。それに、外部からのエネルギー供給も必要ないしな。;네, 애슐리. 적당한 위치네요. 큰 기계지만 알아서 돌아간답니다. 작동에 필요한 추가 전력은 필요 없습니다.
DIALOG/story/dlc_2/ashley_prologue_drill_01;Wow, it's bigger than I thought. It's going to be a wild ride underground.;Wow, jest większa niż myślałem. Zapowiada się szalona wycieczka pod ziemię.;Ого, он больше, чем я думала. Поездочка будет ничего себе.;Ouah, j'imaginais pas ça aussi grand. Ça va être sympa.;Wow, sie ist größer, als ich dachte. Das wird ein wilder Ritt nach unten.;Es más grande de lo que pensaba. Va a ser una locura bajar ahí.;Uau! É bem maior do que eu pensava. Será uma jornada e tanto pelo subsolo.;哇，比我想象中的要大得多。这将是一次惊险的地下之旅。;うわぁ、思ってたよりも大きいわね。地下への冒険は楽しくなりそうじゃない。;와, 생각했던 거보다 크네. 지하로 내려가는 게 짜릿하겠네.
DIALOG/story/dlc_2/mech_prologue_drill_01;We will not be going down that deep, but the drill is going to destabilize this valley. We won't be able to return to this location.;Nie zejdziemy aż tak głęboko, ale odwiert zdestabilizuje tę dolinę. Nie będziemy mogli wrócić do tego miejsca.;Мы спустимся не очень глубоко, но бур нарушит устойчивость этой долины. Мы не сможем сюда вернуться.;Nous ne nous enfoncerons pas tant que ça, mais l'ascenseur va déstabiliser cette vallée. Nous ne pourrons pas revenir ici.;Wir werden nicht so tief graben, aber der Bohrer wird dieses Tal destabilisieren. Wir werden nicht an diesen Ort zurückkehren können.;No vamos a profundizar tanto, pero el ascensor va a desestabilizar el valle. No podremos regresar a esta ubicación.;Não desceremos tanto, mas a perfuratriz desestabilizará o vale e não será possível retornar para este local.;我们不会深入那么深，但是钻头会不稳定这个山谷。我们将无法返回到这个位置了。;我々はそれほど深くまでは進まないが、ドリルがこの渓谷を不安定にするだろう。この場所には戻ってこれなくなるぞ。;그렇게 깊게는 가지 않을 겁니다. 드릴이 이 협곡을 불안정하게 만들고 있거든요. 이 위치로 돌아올 수 없을 겁니다.
DIALOG/story/dlc_2/ashley_prologue_drill_02;Fair enough, this thing is going to take a while to construct. Maybe we should go exploring in the meantime?;W porządku, budowa tego czegoś zajmie trochę czasu. Może w międzyczasie pójdziemy pozwiedzać?;Что поделать. Постройка займет какое-то время. Может, стоит пока исследовать окружающую местность?;Très bien, la construction va prendre du temps, de toute façon. En attendant, on pourrait peut-être aller explorer ?;In Ordnung. Es wird ein wenig dauern, bis das Ding fertig ist. Vielleicht sollten wir in der Zwischenzeit weitere Erkundungen vornehmen?;Es verdad. La construcción va a llevar un tiempo. ¿No deberíamos explorar mientras tanto?;Certo. Vai demorar para construir essa coisa. Talvez devêssemos explorar um pouco enquanto isso.;很公平，这个东西需要一段时间才能建造完成。也许我们在此期间应该去探险吗？;しょうがないわね。建設にはかなり時間がかかるようね。この機に探索するべきかしら？;그렇구나. 건설은 한참 걸릴 거야. 그동안에 탐험을 나가볼까?
DIALOG/story/dlc_2/mech_prologue_drill_02;Negative. I am detecting several groups of enemies heading our way. We should prepare to defend as fast as possible.;Nie ma mowy. Wykryłem kilka grup wrogów zmierzających w naszą stronę. Powinniśmy przygotować się do obrony tak szybko, jak to możliwe.;Ответ отрицательный. Я фиксирую движение враждебных групп в нашем направлении. Нужно как можно скорее организовать оборону.;Négatif. Je détecte plusieurs hordes d'ennemis qui se dirigent vers nous. Nous devrions nous préparer à nous défendre au plus vite.;Negativ. Ich orte einige Gruppen von Feinden, die auf uns zukommen. Wir sollten so schnell wie möglich unsere Verteidigungsmaßnahmen treffen.;Negativo. Detecto que se nos acercan varios grupos de enemigos. Deberíamos prepararnos para defendernos cuanto antes.;Negativo. Estou detectando diversos grupos hostis vindo em nossa direção. Precisamos levantar nossas defesas o quanto antes.;否定的。我探测到有几个敌人小组向我们靠近。我们应该尽快准备防御。;それはできないな。複数の敵の集団がこちらに向かっている。急いで迎撃体制を整えたほうがいいだろう。;안됩니다. 저희 쪽으로 적 무리가 몰려오고 있습니다. 최대한 빨리 대비해야 됩니다.
DIALOG/story/dlc_2/ashley_prologue_drill_03;Roger that. Let's wall of the area and lay down some traps before the incoming attack.;Zrozumiałam. Zamurujmy teren i zastawmy kilka pułapek przed nadchodzącym atakiem.;Ясно. Давай огородим эту зону и установим ловушки, пока они не подошли.;Bien reçu. Érigeons des murs autour de la zone et installons quelques pièges avant l'attaque.;Verstanden. Schotten wir das Gebiet ab und legen ein paar Fallen, bevor sie angreifen.;Entendido. Vamos a colocar muros en la zona y a tender trampas antes del inminente ataque.;Entendido. Vamos cercar a área e posicionar algumas armadilhas antes que o ataque aconteça.;明白。在袭击到来之前，让我们用围墙和陷阱围住这个区域。;了解。このエリアを囲む壁を作って、罠を仕掛けましょう。敵が来る前にね。;확인 완료. 공격받기 전에 지역을 벽으로 둘러싸고 함정을 깔아두자.
DIALOG/story/dlc_2/mech_prologue_drill_03;First wave defeated. Warning! A larger attack group is incoming.;Pierwsza fala pokonana. Uwaga! Nadchodzi większa grupa napastników.;Первая волна отражена. Внимание! Приближается группа большей численности.;Première vague vaincue. Attention ! Une horde plus importante s'approche.;Die erste Welle ist besiegt. Achtung! Eine größere Angriffsgruppe nähert sich.;Primera oleada derrotada. ¡Alerta! Se acerca un grupo de ataque más grande.;Primeira onda derrotada. Aviso! Um grupo maior está se aproximando.;第一波袭击已经被击退。警告！有一个更大的攻击小组正在靠近。;第１波を倒したぞ。気をつけろ！さらに大きな集団が向かってる。;첫 번째 웨이브를 물리쳤습니다. 경고! 거대한 무리가 몰려옵니다.
DIALOG/story/dlc_2/ashley_prologue_drill_04;There's never a dull moment.  Let's strengthen the defenses around the mining drill.;Nie ma chwili nudy.  Wzmocnijmy zabezpieczenia wokół naszego wiertła.;Некогда скучать. Давай усилим оборону вокруг бурового лифта.;On n'a pas le temps de s'ennuyer ! Renforçons nos défenses autour de l'ascenseur minier.;Es wird einfach nie langweilig. Verstärken wir die Abwehranlagen rund um das Minenförderwerk.;Así no hay quien se aburra. Vamos a reforzar las defensas en torno al ascensor minero.;Não existe tédio por aqui. Vamos reforçar as defesas ao redor do Elevador de Mineração.;永远没有沉闷的时刻。让我们在采矿钻头周围加强防御。;ヒマになるってことがないのよね。採掘ドリル周辺の防御を強化しましょう。;지루해할 틈이 없다니까. 채굴 드릴 주위로 방어선을 강화하자.
DIALOG/story/dlc_2/mech_prologue_drill_04;Mining elevator construction finished.;Budowa Windy Górniczej zakończona.;Постройка бурового лифта завершена.;Construction de l'ascenseur minier terminée.;Der Bau des Minenförderwerks ist abgeschlossen.;Construcción de ascensor minero terminada.;Construção do Elevador de Mineração concluída.;采矿电梯建造完成。;採掘エレベーターの建設完了。;채굴 엘리베이터 건설 완료.
DIALOG/story/dlc_2/ashley_prologue_drill_05;Ok. It's time to see what this planet is hiding underneath its skin.;Ok. Czas sprawdzić, co skrywa przed nami ta planeta.;Пришло время увидеть, что эта планета скрывает под покровом.;D'accord. Voyons ce que cette planète cache sous sa croûte.;Okay. Zeit nachzusehen, was dieser Planet unter seiner Kruste verbirgt.;Vale. Veamos qué oculta el planeta bajo la piel.;OK, está na hora de ver o que esse planeta esconde abaixo da superfície.;好的。现在是时候看看这个星球在它的地下藏着什么了。;やったわね。この惑星の表面化に何が潜んでいるか見てみましょう。;좋아. 이 행성이 지하에 뭘 숨기고 있는지 확인해 보자고.
DIALOG/story/dlc_2/mech_prologue_drill_05;Ashley, you can activate the Mining Elevator as soon as you're ready. Remember that we won't be able to return to this location afterwards. The drill is going to collapse this area.;Ashley, możesz aktywować Windę Górniczą, gdy tylko będziesz gotowa. Pamiętaj, że potem nie będziemy mogli tu wrócić. Wiertło spowoduje zapadnięcie się tego obszaru.;Эшли, можешь активировать буровой лифт, когда будешь готова. Помни, что после этого мы не сможем сюда вернуться. Из-за работы лифта произойдет обвал.;Ashley, tu peux activer l'ascenseur minier dès que tu es prête. N'oublie pas que nous ne pourrons pas revenir ici, par la suite. La zone va s'effondrer à cause de l'ascenseur.;Ashley, du kannst das Minenförderwerk aktivieren, sobald du bereit bist. Denk daran, dass wir danach nicht mehr hierher zurückkehren können. Die Bohrung wird dieses Gebiet zum Einsturz bringen.;Ashley, puedes activar el ascensor minero en cuanto estés lista. Recuerda que después no podremos regresar a este lugar, ya que la zona se derrumbará.;Ashley, você pode ativar o Elevador de Mineração assim que estiver pronta. Lembre-se de que depois não será possível retornar para este local. A perfuração fará com que esta área desmorone.;阿雪莉，你可以在准备好以后启动采矿电梯。记住，之后我们将无法返回到这个位置。钻头会使这个区域崩溃。;アシュリー、君の準備ができたらいつでも採掘エレベーターを稼動できるぞ。いいか、この場所には戻ってこれなくなるからな。ドリルがこのエリアを崩壊させてしまうからな。;애슐리, 준비가 되는 대로 채굴 엘리베이터를 활성화할 수 있습니다. 이후로는 이 위치로 돌아올 수 없다는 걸 기억하세요. 드릴이 이 지역을 붕괴시킬 겁니다.
DIALOG/story/dlc_2/mech_entrance_landing_01;Subterranean travel complete. ;Podróż podziemna zakończona.;Подземное перемещение завершено. ;Voyage souterrain terminé. ;Unterirdische Reise abgeschlossen. ;Desplazamiento subterráneo completado. ;Viagem subterrânea concluída. ;地下旅行完成。;地下移動完了。 ;지하 이동 완료. 
DIALOG/story/dlc_2/ashley_entrance_landing_01;Wow. This place is so beautiful. The rock structure above us looks like a petrified sponge with intertwining holes everywhere. We're deep underground, but the sky is still visible from here.;Wow. Pięknie tutaj! Struktura skalna nad nami wygląda jak skamieniała gąbka z przeplatającymi ją wszędzie otworami. Jesteśmy głęboko pod ziemią, ale wciąż widać stąd niebo.;Ого, как здесь красиво! Структура камня наверху похожа на окаменелую губку, испещренную отверстиями. Мы глубоко под землей, но небо все равно видно.;Ouah, c'est tellement joli. La structure rocheuse au-dessus de nous ressemble à une éponge pétrifiée, avec des trous partout. On est loin sous terre, mais le ciel est encore visible.;Wow. Dieser Ort ist wundervoll. Die Felsstruktur über uns sieht aus wie ein versteinerter Schwamm mit ineinandergreifenden Löchern. Wir sind tief unter der Erde, aber von hier aus kann man den Himmel noch immer sehen.;Guau. Qué bonito es este lugar. La estructura de piedra que hay sobre nosotros parece una esponja petrificada con orificios entrelazados por todas partes. Estamos a gran profundidad bajo tierra, pero el cielo aún se puede ver.;Uau! Que lugar mais lindo! A estrutura rochosa acima da gente parece uma esponja petrificada com buracos por toda parte. Estamos bem abaixo da superfície, mas ainda podemos ver o céu daqui.;哇，这个地方真美。我们上面的岩石结构看起来像是石化的海绵，到处都有交织的洞穴。我们深入了地下，但是天空在这里仍然可见。;わぁ。とても美しい場所ね。頭上の岩は硬化したスポンジみたい。穴がそこらじゅうに開いて、複雑につながってる。かなり地下深くに来たけど、まだ空が見えるわ。;와. 정말 아름답네. 위에 있는 바위 구조물은 구멍이 얽힌 돌 스펀지처럼 생겼네. 엄청 깊게 내려왔는데 아직도 하늘이 보여.
DIALOG/story/dlc_2/mech_entrance_landing_02;Be careful, Ashley. We do not have any information about what could be hiding beneath the planet's surface.;Bądź ostrożna, Ashley. Nie mamy żadnych informacji o tym, co może kryć się pod powierzchnią planety.;Будь осторожна, Эшли. У нас нет никаких данных о том, что может скрываться под поверхностью планеты.;Sois prudente, Ashley. Nous n'avons aucune information sur ce qui se cache sous la surface de cette planète.;Sei vorsichtig, Ashley. Wir haben keine Informationen darüber, was sich unter der Oberfläche des Planeten verbirgt.;Cuidado, Ashley. No tenemos información sobre lo que podría ocultarse bajo la superficie del planeta.;Cuidado, Ashley. Não temos nenhuma informação sobre o que pode existir no subsolo deste planeta.;小心，阿雪莉。我们没有任何有关星球表面下可能隐藏着什么的信息。;気をつけろ、アシュリー。この惑星の表面化に何が潜んでいるか、我々は全く知らないからな。;조심하세요, 애슐리. 행성 지표면 아래에 어떤 게 숨어있을지 전혀 모릅니다.
DIALOG/story/dlc_2/ashley_entrance_landing_02;We came here to track down whatever has been causing those earthquakes and neutrino bursts. I personally think that one is caused by the other, either way I think that we should first look around those caverns and search for traces of anything unusual.;Jesteśmy tu, aby sprawdzić, co powoduje te trzęsienia ziemi i wybuchy neutrin. Osobiście uważam, że jedno wynika z drugiego. Tak czy inaczej uważam, że powinniśmy najpierw rozejrzeć się po tych jaskiniach i rozejrzeć się za śladami czegokolwiek niezwykłego.;Мы пришли сюда выяснить, что вызывает эти землетрясения и выбросы нейтрино. Я лично думаю, что и то, и другое взаимосвязано. В любом случае нам нужно осмотреться и поискать следы чего-нибудь необычного.;On est venus découvrir ce qui cause les tremblements de terre et les éruptions de neutrinos. Je pense que l'un de ces événements est causé par l'autre. Dans tous les cas, on devrait d'abord jeter un œil à ces cavernes pour voir s'il ne s'y passe rien d'inhabituel.;Wir sind hierhergekommen, um herauszufinden, was diese Erdbeben und Neutrinoexplosionen ausgelöst hat. Ich bin ja der Meinung, dass das eine das andere ausgelöst hat. Aber wir sollten uns zuerst in diesen Grotten umsehen und nach Spuren von etwas Ungewöhnlichem suchen.;Hemos venido a rastrear la causa de los terremotos y ráfagas de neutrinos. Yo creo que una cosa provoca la otra, pero deberíamos explorar las cavernas y buscar indicios de cualquier cosa inusual.;Viemos aqui atrás da causa daqueles terremotos e emissões de neutrinos. Pessoalmente, acredito que um evento seja a causa do outro. De todo jeito, acho que deveríamos começar explorando essas cavernas em busca de pistas incomuns.;我们来这里是为了追踪导致地震和中微子暴的东西。我个人认为其中一个是由另一个引起的，但无论如何，我认为我们应该先在这些洞穴周围寻找任何异常的痕迹。;私たちがここに来たのは、地震とニュートリノの爆発的放出を引き起こしている何かを追跡するため。私の考えでは、どちらか一方が他方を引き起こしているわ。どちらが先であれ、まずはこの洞窟を探索して、何か異常なものがないか調査してみることね。;지진이랑 중성미자 파열을 일으킨 원인을 찾으러 왔잖아. 둘 다 연관되어 있을 거라고 봐. 어쨌든 동굴을 돌아다니면서 특이한 흔적을 찾는 게 좋겠어.
DIALOG/story/dlc_2/mech_entrance_landing_03;Can you define usual in these circumstances?;Czy w tych okolicznościach można zdefiniować zwykłość?;Каковы критерии обычности в данных обстоятельствах?;Peux-tu définir « habituel », dans ces circonstances ?;Definiere unter den gegebenen Umständen „gewöhnlich“!;¿Qué sería usual en estas circunstancias?;"Defina ""incomum"" nas atuais circunstâncias.";在这种情况下，你能定义什么是常规的吗？;この状況で何を「異常」と呼べるんだ？;특이하지 않은 게 있나요?
DIALOG/story/dlc_2/ashley_entrance_landing_03;You're such a smartass, Mr. Riggs. Just tell me if you detect any readings that seem out of place in this environment.;Jest pan takim cwaniakiem, panie Riggs. Daj mi po prostu znać, jeśli wykryjesz cokolwiek, co nie wydaje się normalne.;Не умничай, мистер Ригз. Просто скажи, если зафиксируешь необычные для данных условий показатели.;Très drôle, M. Riggs. Dis-moi simplement si tes relevés indiquent des choses qui ne semblent pas normales ici.;Du bist so ein Klugscheißer, Mr. Riggs. Sag mir einfach, ob du Messwerte feststellst, die nicht zu dieser Umgebung passen.;Qué listillo, Sr. Riggs. Dime si detectas alguna lectura que parezca fuera de lugar en este entorno.;Muito engraçado, Sr. Riggs… Só me avise se alguma leitura detectar algo estranho nesse lugar.;你这家伙真是聪明，里格斯先生。告诉我在这个环境中是否检测到任何异常的读数。;生意気な口をきくじゃない、ミスター・リグス。とにかく、この環境において何か意外なものを検知したら教えて。;말이 참 많네, 릭스. 여기서 특이한 신호가 감지되면 말해줘.
DIALOG/story/dlc_2/mech_entrance_landing_04;Understood, we have to gather more data about these caverns to be able to distinguish any abnormalities.;Rozumiem, musimy zebrać więcej danych o tych jaskiniach, by móc wyróżnić jakieś nieprawidłowości.;Принято. Чтобы замечать отклонения, нам нужно собрать больше данных об этих пещерах.;Compris. On doit recueillir plus de données sur ces cavernes pour pouvoir distinguer les anomalies.;Verstanden, wir müssen mehr Daten über diese Grotten sammeln, damit wir überhaupt Abweichungen ausmachen können.;Entendido. Tenemos que recopilar más datos sobre estas cavernas para poder distinguir anomalías.;Entendido. Precisamos de mais dados sobre essas cavernas para conseguirmos distinguir qualquer anormalidade.;明白了，我们必须收集更多有关这些洞穴的数据，才能区分任何异常情况。;了解した。この洞窟のデータをもう少し集めないと、何が異常なのかを見極めることはできないな。;알겠습니다. 이상 현상을 구별해 내려면 동굴에 대한 데이터를 더 수집해야 합니다.
DIALOG/story/dlc_2/mech_entrance_scouting_01;Ashley, I have detected something unusual.;Ashley, wykryłem coś niezwykłego.;Эшли, я зафиксировал кое-что необычное.;Ashley, j'ai détecté quelque chose d'inhabituel.;Ashley, ich habe etwas Ungewöhnliches entdeckt.;Ashley, he detectado algo inusual.;Ashley, detectei algo estranho.;阿雪莉，我检测到了一些异常情况。;アシュリー、何か変なものを検知したぞ。;애슐리, 특이한 게 감지되었습니다.
DIALOG/story/dlc_2/ashley_entrance_scouting_01;What is it?;Co takiego?;Что?;Quoi donc ?;Was denn?;¿De qué se trata?;O que foi?;是什么？;それは何？;뭔데?
DIALOG/story/dlc_2/mech_entrance_scouting_02;There is an area nearby that is blocking all signals. It is like a black hole for my sensors. Nothing is coming from or through there.;W pobliżu jest obszar, który blokuje wszelkie sygnały. Jest niczym czarna dziura dla moich czujników. Nic stamtąd nie dociera ani nie przedostaje się przez ten obszar.;Рядом есть область, не пропускающая никакие сигналы. Как черная дыра для датчиков. Ни туда, ни оттуда ничего не доходит.;Une zone à proximité brouille tous les signaux. C'est comme un trou noir pour mes capteurs. Je ne capte rien depuis cet endroit.;In der Nähe gibt es ein Gebiet, das alle Signale blockiert. Für meine Sensoren ist es wie ein schwarzes Loch. Es kommt nichts heraus oder durch.;Hay una zona cerca que bloquea todas las señales. Es como un agujero negro para mis sensores. No parece haber actividad.;Uma área próxima está bloqueando todos os sinais. Parece um buraco negro para os meus sensores: nada parece entrar ou sair de lá.;附近有一个区域能够阻挡所有信号，仿佛对我的传感器来说，是一个黑洞。从那里没有任何信号传入或传出。;この近くに、すべてのシグナル妨害するスポットがある。私のセンサーにとってはブラックホールのようなものだ。何も出てこないし、何も通り抜けない。;모든 신호를 차단하는 지역이 근처에 있습니다. 제 센서의 신호를 빨아들이는 블랙홀 같아요. 신호가 나오거나 전달되지 않아요.
DIALOG/story/dlc_2/ashley_entrance_scouting_02;That's indeed unusual. Maybe that's why we weren't able to detect the source of the earthquakes. Let's check that out.;To rzeczywiście niezwykłe. Może dlatego nie udało nam się wykryć źródła trzęsień ziemi. Sprawdźmy to.;Это и вправду необычно. Может, из-за этого мы и не могли найти источник землетрясений. Нужно посмотреть, что там.;En effet, c'est inhabituel. C'est peut-être pour ça qu'on ne détectait pas la source des tremblements de terre. Allons voir ce que c'est.;Das ist tatsächlich ungewöhnlich. Vielleicht konnten wir den Ursprung der Erdbeben deshalb nicht ermitteln. Sehen wir uns das genauer an.;Pues sí es inusual. Quizá por eso no hayamos podido detectar el origen de los terremotos. Vamos a echar un vistazo.;Isso é mesmo estranho. Talvez por isso não tenhamos conseguido detectar a origem dos terremotos. Vamos lá ver o que é.;那确实是异常。也许那就是我们无法检测到地震源的原因。我们去检查一下吧。;それは奇妙ね。もしかすると、私たちが地震の発生源を突き止められなかったのは、このためかもしれないわね。調べてみましょう。;정말 특이하네. 그래서 우리가 지진의 근원지를 감지하지 못했던 거 아닐까? 확인해 보자.
DIALOG/story/dlc_2/ashley_familiarity_crawlog_01;Wow. Those critters were getting up after we've slain them. Every time they got up there was a bright flash of energy from the crystals on their backs. Mr. Riggs, did you detect any traces of Anoryx within them?;Wow. Te stwory wstawały nawet po tym, jak je zabiliśmy. Za każdym razem, gdy wracały do zycie, pojawiał się jasny błysk energii z kryształów na ich plecach. Panie Riggs, czy wykrył pan w nich jakieś ślady Anoryxu?;Ну и ну. Эти твари поднимались обратно после того, как мы их убили. Каждый раз, когда они поднимались, кристаллы у них на спине ярко вспыхивали. Мистер Ригз, ты не обнаружил в них следов анорикса?;Ouah, ces créatures se relevaient une fois tuées. Chaque fois qu'elles se relevaient, les cristaux sur leur dos émettaient une lumière vive en libérant de l'énergie. M. Riggs, tu as détecté des traces d'anoryx sur elles ?;Wow. Diese Viecher sind wieder aufgestanden, nachdem wir sie getötet haben. Dabei schoss jedes Mal ein heller Energieblitz aus den Kristallen auf ihrem Rücken. Mr. Riggs, konntest du darin irgendwelche Spuren von Anoryx feststellen?;Guau. Esos bichos se han levantado después de que los matáramos. Y salía un resplandor brillante de energía de los cristales de su espalda. Sr. Riggs, ¿has detectado presencia de anoryx en ellos?;Uau! Esses bichos estão voltando à vida depois que matamos eles. E toda vez que se levantam, os cristais em suas costas liberam um clarão de energia. Sr. Riggs, você capta algum traço de Anoryx neles?;哇，这些生物在我们杀死它们后还站了起来。每当它们站起来时，它们背上的水晶就会闪耀出明亮的能量。里格斯先生，你是否检测到它们身上有任何阿诺瑞克斯的痕迹？;うわぁ。こいつら倒しても起き上がってきたわね。起き上がる度に背中の結晶から強烈なエネルギーの閃光が放たれた。ミスター・リグス、あいつらの体内からアノリクスは検出された？;와. 저 생명체는 우리가 죽였는데도 살아나네. 살아날 때마다 등에 있는 크리스털에서 에너지 섬광이 흘러나오던데. 릭스, 크리스털에서 아노릭스의 흔적이 감지되는 거야?
DIALOG/story/dlc_2/mech_familiarity_crawlog_01;Negative, Ashley. It appears that this is an indigenous species that evolved this way.;Nie, Ashley. Wygląda na to, że to miejscowy gatunek, który wyewoluował w ten sposób.;Ответ отрицательный, Эшли. Похоже, это местный вид, эволюционировавший таким образом.;Négatif, Ashley. Il semblerait que cette espèce indigène ait évolué ainsi.;Negativ, Ashley. Es siehst so aus, als wäre das eine einheimische Spezies, die sich so entwickelt hat.;Negativo, Ashley. Parece que es una especie indígena que ha evolucionado así.;Negativo, Ashley. Parece se tratar de uma espécie nativa que evoluiu assim.;否定的，阿雪莉。看起来这是一种独有的进化品种。;そうではなさそうだ、アシュリー。単にこのような進化と遂げた固有種というだけのようだ。;아뇨, 애슐리. 이런 방식으로 진화한 토착종인 거 같습니다.
DIALOG/story/dlc_2/ashley_familiarity_gulgor_01;Those giant bullfrogs were fused with crystal formations, just like the Crystaros that we've encountered earlier.;Te olbrzymie żabowate stwory miały na sobie kryształy, podobnie jak Crystaros, którego spotkaliśmy wcześniej.;Эти огромные жабы слились с кристаллическими образованиями, прямо как кристаросы, которых мы встретили раньше.;Ces grenouilles géantes avaient aussi des formations cristallines, comme les crystaros qu'on a vus avant.;Diese riesigen Ochsenfrösche waren mit Kristallgebilden verschmolzen, genau wie die Crystaros, denen wir zuvor begegnet sind.;Esas gigantescas ranas toro estaban fusionadas con formaciones de cristal, como los crystaros que hemos visto antes.;Esses sapos-cururus gigantes foram infundidos com formações cristalinas, que nem os Crístaros que encontramos mais cedo.;这些巨型牛蛙和我们之前遇到的水晶武士一样与水晶结构融合在一起了。;あの巨大ウシガエルには結晶が融合されていたわ。さっき遭遇したクリスタロスみたいにね。;저 거대한 개구리는 우리가 봤던 크리스타로스처럼 크리스털이 주입됐어.
DIALOG/story/dlc_2/ashley_familiarity_caverns_01;A lot of the creatures in this biome are fused with crystal formations. There's an abundance of rich mineral deposits in these caverns, but why do these creatures attach them to their bodies? ;Wiele stworzeń w tym biomie posiada narośla z kryształów. W tych jaskiniach jest mnóstwo bogatych złóż minerałów, ale dlaczego te stworzenia przyczepiają je do swoich ciał? ;Многие виды этого биома имеют кристаллические вкрапления. В пещерах богатые залежи минералов, но зачем животные прикрепляют их к своим телам? ;De nombreuses créatures dans ce biome ont des formations cristallines. Il y a beaucoup de gisements riches en minéraux dans ces cavernes, mais pourquoi ces créatures les attachent à leur corps ? ;Eine Menge Kreaturen in diesem Biom sind mit Kristallgebilden verschmolzen. In diesen Grotten gibt es viele reiche Mineralienvorkommen, aber warum bringen dieses Kreaturen sie an ihren Körpern an? ;Muchas de las criaturas de este bioma se han fusionado con formaciones de cristal. Hay gran cantidad de ricos depósitos de mineral en estas cavernas, ¿pero por qué se las ponen en el cuerpo? ;Muitas criaturas nesse bioma são infundidas com formações cristalinas. Há depósitos minerais em abundância nessas cavernas, mas por que essas criaturas incorporam esses materiais? ;这个生物区系中的许多生物都与水晶结构融合在一起。这些洞穴中有丰富的矿物质沉积，但为什么这些生物会把它们附着在身上？;このバイオームの多くの生物には結晶が融合されている。これらの洞窟には鉱床が溢れんばかりにあるけど、なんでここの生物は結晶を自らの体に取り付けるのかしら？ ;이 생물군계의 많은 생명체한테 크리스털이 주입된 거야. 이 동굴에는 광상이 풍부한데, 왜 몸에 붙이고 다니는 걸까? 
