;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/acid/ashley_find_rare_resource_03;Excellent, we should gather as much Rhodonite as possible. We'll use it later to craft better equipment,;Doskonale, powinniśmy zebrać jak najwięcej Rodonitu. Wykorzystamy go później do produkcji lepszego sprzętu,;Отлично, мы должны собрать как можно больше родонита. Позже мы используем его для изготовления улучшенного оборудования.;Excellent. Nous devrions récolter autant de rhodonite que possible. Nous l'utiliserons pour fabriquer un meilleur équipement.;Hervorragend, wir sollten so viel Rhodonit wie möglich sammeln. Wir werden es später dazu nutzen, bessere Ausrüstung herzustellen.;Excelente, deberíamos recoger toda la rodonita posible. Luego la podremos usar para crear equipo de mejor calidad.;Excelente. Devemos coletar o máximo de Rodonita possível. Nós a usaremos depois, para fabricar equipamentos melhores.;太棒了，我们应该收集尽可能多的蔷薇辉石。一会可以用来打造更好的装备。;順調ね。できるだけたくさんロードナイトを集めましょう。あとでもっといい装備をクラフトするのに使える。;좋아. 최대한 많은 로도나이트를 모아야 해. 나중에 더 나은 장비를 제작하는 데 사용해야 하니까.
DIALOG/story/acid/ashley_find_rare_resource_04;We've gathered a sizeable amount of Rhodonite. This should be enough to craft some good equipment. We can stay here and try to find even more or get back to our primary objectives.;Zebraliśmy sporą ilość Rodonitu. Powinno to wystarczyć do wykonania jakiegoś dobrego sprzętu. Możemy tu zostać i spróbować znaleźć jeszcze więcej, albo wrócić do naszych głównych celów.;Мы собрали значительное количество родонита. Этого должно хватить для изготовления хорошего оборудования. Мы можем остаться здесь и попытаться поискать еще или вернуться к нашим главным целям.;Nous avons récolté une belle quantité de rhodonite. Cela devrait suffire à fabriquer de l'équipement intéressant. Nous pouvons rester ici pour en trouver davantage, ou retourner à nos objectifs initiaux.;Wir haben eine große Menge Rhodonit gesammelt. Das sollte ausreichen, um gute Ausrüstungen herzustellen. Wir können hier bleiben und versuchen, noch mehr zu finden, oder uns wieder unseren Hauptzielen widmen.;Tenemos una cantidad considerable de rodonita. Debería bastar para crear equipo de calidad. Podemos quedarnos por aquí y conseguir más o volver a centrarnos en nuestros objetivos principales.;Nós coletamos uma quantidade considerável de Rodonita. Deve ser o bastante para fabricar alguns bons equipamentos. Podemos ficar aqui e tentar encontrar ainda mais ou voltar aos nossos objetivos principais.;我们已经收集到相当多的蔷薇辉石了。这应该足够我们打造更好的装备了。我们可以留在这儿看看能不能找到更多，也可以返回首要目标。;かなりの量のロードナイトを集めた。これでいい装備を作れるわ。ここに残ってもっと探してもいいし、当初の目標に軌道を戻してもいいわね。;상당한 양의 로도나이트가 모였어. 꽤 좋은 장비를 제작하는 데 충분할 거야. 여기서 더 많은 로도나이트를 모으거나, 주요 목표로 돌아갈 수 있겠군.
DIALOG/story/acid/ashley_find_samples_01;Good, we need to get close to the central root of one of these colonies and construct a Research Station near it. This isn't going to be easy.;Dobrze, musimy zbliżyć się do głównego korzenia jednej z tych kolonii i zbudować przy nim stację badawczą. To nie będzie łatwe.;Ладно, нам нужно подобраться к центральному корню одной из этих колоний и построить рядом с ним исследовательскую станцию. Это будет нелегко.;Bien, nous devons nous rapprocher de la racine principale de ces colonies et construire une station de recherche près d'elle. Ça ne va pas être facile.;Gut, wir müssen nahe an die Hauptwurzel einer dieser Kolonien kommen und in der Nähe eine Forschungsstation errichten. Das wird nicht leicht.;Bien, tenemos que acercarnos a la raíz central de una de estas colonias y construir una estación de investigación cerca de ella. No va a ser fácil.;Certo, nós devemos nos aproximar da raiz central de uma dessas colônias e construir uma Estação de Pesquisa perto dela. Isso não será fácil.;很好，我们需要靠近其中一个菌群的中央根部，在那儿建造一个搜索站。这并不容易。;よし、このコロニーの中央の根に近づいて、付近に研究ステーションを設営する必要がある。なかなか骨の折れる仕事よ。;좋아. 이 군락지들 중 하나의 핵심 부분에 가까이 가서 연구 스테이션을 건설해야 해. 쉽지 않을 거야.
DIALOG/story/acid/ashley_find_samples_02;Ok, this looks like the central root of the colony. Now we have to build a Research Station close to it to start the scanning procedure. ;Ok, wygląda to na główny korzeń kolonii. Teraz musimy zbudować w jego pobliżu stację badawczą, aby rozpocząć procedurę skanowania.;Так, это похоже на центральный корень колонии. Теперь нам нужно построить рядом с ним исследовательскую станцию, чтобы начать процедуру сканирования. ;Bon, on dirait que c'est la racine centrale de la colonie. Maintenant, nous devons construire une station de recherche près d'elle pour commencer la procédure d'analyse. ;Okay, das sieht wie die Hauptwurzel der Kolonie aus. Jetzt müssen wir eine Forschungsstation in der Nähe bauen, um die Untersuchungen zu starten. ;Vale, esto parece la raíz central de la colonia. Ahora tenemos que construir una estación de investigación cerca de ella para empezar el proceso de escaneo. ;OK, essa parece ser a raiz central da colônia. Agora, precisamos construir uma Estação de Pesquisa perto dela para iniciar o procedimento de exploração. ;好的，这看起来像是菌群的中央根部。现在我们得在它旁边建造一个搜索站，以开始扫描程序。;これが真ん中の根ね。さあ、研究ステーションを設営してスキャンを始めましょう。 ;여기가 군락지의 핵심인 거 같군. 스캐닝 과정을 시작하려면 가까이에 연구 스테이션을 건설해야 해. 
DIALOG/story/acid/ashley_find_samples_03;Great, now we just have to maintain power to the Research Lab and let it gather the necessary data.;Świetnie, teraz musimy tylko utrzymać zasilanie Laboratorium Badawczego i pozwolić mu zebrać potrzebne dane.;Отлично, теперь нам просто нужно поддерживать исследовательскую лабораторию в рабочем состоянии и дать ей собирать необходимые данные.;Super, maintenant nous n'avons plus qu'à garder le labo de recherche alimenté en énergie et le laisser récolter les données nécessaires.;Sehr gut, jetzt müssen wir nur das Forschungslabor betriebsbereit halten und es die nötigen Daten sammeln lassen.;Genial, ahora solo tenemos que dejar funcionando el laboratorio de investigación para que recopile los datos necesarios.;Ótimo, agora nós precisamos apenas manter o Laboratório de Pesquisa abastecido e deixar que colete os dados necessários.;很好，现在我们只需要给研究站维持运作，然后让它去收集必要的数据。;これでよし。あとは研究所の電力を維持して必要なデータを収集するだけね。;좋아. 이제 필요한 데이터를 모을 수 있도록 연구실에 전원만 계속 공급하면 되겠군.
DIALOG/story/acid/ashley_find_samples_04;We're halfway through analyzing the root of the acidic yeast colony. The data is already looking very promising.;Jesteśmy w połowie analizowania korzenia kolonii kwasowych drożdży. Dane już teraz wyglądają bardzo obiecująco.;Мы на полпути к завершению анализа корня колонии кислотного дрожжевого грибка. Данные уже выглядят очень многообещающе.;Nous sommes à la moitié de l'analyse de la racine de la colonie de levures acides. Les données sont déjà très prometteuses.;Wir sind zur Hälfte mir der Analyse der Wurzel der säurehaltigen Hefekolonie fertig. Die Daten sehen bereits vielversprechend aus.;El análisis de la raíz de la colonia de hongos ácidos va por la mitad. Los datos que ya se han recogido parecen prometedores.;Estamos a meio caminho de analisar a raiz da colônia de leveduras ácidas. Os dados já parecem muito promissores.;我们对酸性酵母菌群的根部分析已经过半了！数据看起来很不错！;酸性イースト菌のコロニーの根の分析が半分ほど終わったけど、すでに有用そうなデータが集まってるわ。;산성 효모 군락지의 핵심을 분석하는 과정의 절반이 지났어. 이미 좋은 데이터가 많이 발견됐네.
DIALOG/story/acid/ashley_find_samples_05;That's very interesting. It looks like we've been recognized as a threat, the colonies are trying to devour our base.;To bardzo interesujące, wygląda na to, że zostaliśmy uznani za zagrożenie i kolonie próbują pożreć naszą bazę.;Это очень интересно, похоже, что нас признали угрозой, и колонии пытаются поглотить нашу базу.;Très intéressant. On dirait que nous avons été reconnus comme une menace, et les colonies tentent de dévorer notre base.;Das ist sehr interessant. Es sieht so aus, als ob wir als Gefahr angesehen werden und die Kolonien versuchen, unsere Basis zu verschlingen.;Interesante, parece que nos han identificado como una amenaza y las colonias están intentando destruir nuestra base.;Que interessante, parece que fomos reconhecidos como uma ameaça e as colônias estão tentando devorar a nossa base.;这看起来很有趣！似乎我们被菌群当成一个威胁，它们正在试图吞噬我们的基地。;おもしろいわ、どうも私たちは脅威として認識されたようね。コロニーが基地を飲み込もうとしてる。;우릴 위협적인 존재로 여기는 군락지가 기지를 집어삼키려고 해. 신기하네.
DIALOG/story/acid/ashley_resource_outpost_01;Ok, let's look for an easily defendable position near a Palladium deposit, and remember to build our base on anti-corrosive floor tiles. This biome is not going to give up its resources easily.;Ok, poszukajmy łatwej do obrony pozycji w pobliżu złoża Palladu i pamiętajmy, aby zbudować naszą bazę na antykorozyjnych płytkach podłogowych. Ten biom nie odda łatwo swoich zasobów.;Ладно, давай поищем легкообороняемую позицию рядом с месторождением палладия, и не забудь построить нашу базу на антикоррозийной плитке. Этот биом не собирается легко прощаться со своими ресурсами.;Bon, cherchons une position facilement défendue près d'un gisement de palladium et n'oublions pas de construire notre base sur des carreaux de sol anticorrosion. Ce biome ne va pas nous céder ses ressources si facilement.;Okay, suchen wir nach einer leicht zu verteidigenden Stelle in der Nähe eines Palladiumvorkommens. Und nicht vergessen, unsere Basis auf nicht korrodierenden Bodenplatten zu bauen. Dieses Biom wird seine Rohstoffe nicht so einfach abtreten.;Vale, busquemos una posición fácilmente defendible cerca de un depósito de paladio e intentemos construir nuestra base sobre suelo resistente a la corrosión. Este bioma no va a cedernos sus recursos por las buenas.;OK, vamos buscar uma posição de fácil defesa, perto de um depósito de Paládio, e nos lembrar de erguer a nossa base sobre piso anticorrosivo. Esse bioma não abrirá mão dos seus recursos facilmente.;好吧，让我们在钯矿附近找一个易于防御的位置，记得把我们的基地建在抗腐蚀的地板砖上。这个生物群是不会轻易放弃它的资源的。;それならパラジウムの鉱床の近くの防衛しやすそうな位置に基地を作りましょう。耐腐食性フロアを敷くのを忘れずに。このバイオームでの採集は一筋縄ではいかないようね。;자, 팔라듐 광상 근처에서 방어에 용이한 위치를 찾아서 부식 방지 바닥 타일에 기지를 건설해보자. 이 생물군계는 순순히 자원을 내줄 거 같진 않아.
DIALOG/story/acid/ashley_resource_outpost_02;That could adversely change the ecological balance of this biome. Let's treat that option as a last resort.;Mogłoby to negatywnie wpłynąć na równowagę tutejszego ekosystemu. Potraktujmy to jako ostateczność.;Это может негативно повлиять на экологический баланс биома. Давай рассматривать это как крайний вариант.;Cela pourrait déséquilibrer l'écologie du biome. Gardons ça comme dernier recours.;Das könnte das ökologische Gleichgewicht dieses Bioms negativ beeinflussen. Setzen wir das als letzten Ausweg in Betracht.;Eso podría alterar el equilibrio ecológico de este bioma. Pensemos en ello como último recurso al que recurrir.;Isso poderia mudar negativamente o equilíbrio ecológico desse bioma. Vamos tratar essa opção como um último recurso.;那可能会破坏这个生态区的生态平衡。把它当成最后不得已的选择吧。;それはこのバイオームの生態バランスを壊しかねないわ。最終手段に取っておきましょう。;그건 이 생물군계의 생태계 균형에 악영향을 줄 수도 있어. 그 방법은 최후의 수단으로 생각하자.
DIALOG/story/acid/ashley_resource_outpost_03;Rare element mines consume a lot of power. There's a natural abundance of refinable sludge in this biome. We can easily power our base with Gas Power plants.;Kopalnie rzadkich surowców zużywają dużo energii. W tym biomie występuje naturalna obfitość szlamu nadającego się do rafinacji. Możemy łatwo zasilić naszą bazę za pomocą Elektrowni Gazowych.;Шахты по добыче редких элементов потребляют много энергии. В этом биоме есть природное изобилие перерабатываемого ила. Мы можем легко обеспечить нашу базу энергией с помощью газовых электростанций.;Les mines d'éléments rares consomment beaucoup d'énergie. Il y a de la boue raffinable naturellement en abondance dans ce biome. On peut facilement alimenter notre base avec des centrales à gaz.;Minen für seltene Rohstoffe verbrauchen sehr viel Energie. Es gibt ein großes natürliches Vorkommen an raffinierbarem Schlamm in diesem Biom. Wir können unsere Basis mühelos mit einem Gaswerk betreiben.;Las minas de elementos raros consumen mucha energía. En este bioma hay una gran cantidad de depósitos naturales de un lodo que puede refinarse para proporcionar energía a nuestra base mediante centrales de gas.;Minas de elementos raros consomem muita energia. Há uma abundância natural de borra refinável nesse bioma. Nós podemos facilmente abastecer a nossa base com Usinas de Energia de Gás.;稀有元素矿井需要消耗大量的能量。在这个生态区内，有天然的丰富的可提炼绿沼泥。我们可以很容易地用天然气发电站为我们的基地供电。;希少元素の採掘は電力消費が激しい。このバイオームには天然のヘドロが大量にあるから、ガス発電で基地の電力を確保できる。;희토류 광산은 많은 전력을 소모해. 이 생물군계에는 정화할 수 있는 자연적인 폐기물이 풍부하지. 가스 발전소로 쉽게 기지에 전력을 공급할 수 있어.
DIALOG/story/acid/ashley_resource_outpost_05;The attacks against our outpost are increasing in strength and numbers. We should build up more advanced defensive towers to protect our base. Acidic yeast is also creeping up from all directions. This area is very rich in resources, so we can establish additional mining bases if we need to expand our economy.;Ataki na posterunek przybierają na sile i liczebności. Powinniśmy zbudować bardziej zaawansowane wieże obronne, aby chronić naszą bazę. Kwaśne drożdże również podpełzają ze wszystkich stron. Ten obszar jest bardzo bogaty w surowce, więc możemy założyć dodatkowe bazy górnicze, jeśli będziemy chcieli rozwinąć naszą gospodarkę.;Нападения на наш аванпост становятся все более мощными и многочисленными. Мы должны построить более современные оборонительные башни для защиты нашей базы. Кислотный дрожжевой грибок также подползает со всех сторон. Эта область очень богата ресурсами, поэтому мы можем основать дополнительные базы по добыче минералов, если нам нужно развить нашу экономику.;Les attaques contre notre avant-poste se font de plus en plus fortes et nombreuses. Nous devrions construire des tours de défense plus avancées pour le protéger. Des levures acides se rapprochent aussi de toutes les directions. Cette zone est très riche en ressources, alors nous pouvons établir des postes d'extraction si nous avons besoin d'étendre notre économie.;Die Angriffe auf unseren Außenposten nehmen zu und werden stärker. Wir sollten weitere fortgeschrittene Abwehrtürme bauen, um unsere Basis zu schützen. Säurehaltige Hefe kriecht auch von allen Seiten heran. Diese Gegend ist reich an Rohstoffen, also können wir noch weitere Bergbaustationen anlegen, falls wir unsere Wirtschaft ausbauen wollen.;Los ataques contra nuestro puesto remoto están creciendo en número e intensidad, deberíamos construir más torres de defensa avanzadas para proteger nuestra base. Además, los hongos ácidos se están acercando por todos lados. Esta zona contiene muchos recursos, así que podemos construir más bases mineras si necesitamos mejorar nuestra economía.;Os ataques contra o nosso posto avançado estão crescendo em força e número. Nós devemos erguer mais torres defensivas avançadas para proteger a nossa base. As leveduras ácidas também estão brotando de todas as direções. Essa área é muito rica em recursos, portanto podemos estabelecer bases de mineração adicionais, se precisarmos expandir nossa economia.;对哨站的攻击越来越频繁，也越来越猛烈了。我们应该建立更先进的防御塔来保卫我们的基地。酸性酵母也从四面八方悄然而至。这个地区的资源非常丰富，我们可以建造更多的采矿基地来发展经济。;前哨基地への攻撃がパワーと量で共に増しているわ。基地を防衛するために、上級の防衛タワーを建設する必要があるわ。酸性イースト菌も全方向から攻めてきている。このエリアは資源が豊富だから、採掘基地を増設して活動を広げるのもいいわね。;우리 전초기지를 상대로 한 공격의 강도와 횟수가 늘어나고 있어. 고급 방어용 타워를 건설해서 기지를 지켜야 해. 산성 효모도 사방에서 퍼지고 있지. 이 지역은 자원이 풍부하니까 더 많은 채굴 기지를 건설해서 경제를 발전시킬 수 있겠군.
DIALOG/story/acid/ashley_resource_outpost_06;The mining operation must have disturbed a lot of them. We are going to need advanced defense towers to repel these creatures. Also, let's not forget about setting up minefields on the critical paths towards our outpost.;Operacja wydobywcza musiała zakłócić spokój wielu z nich. Będziemy potrzebowali zaawansowanych wież obronnych, aby odeprzeć te stwory. Nie zapominajmy również o ustawieniu pól minowych na krytycznych ścieżkach prowadzących do naszej bazy;Кажется, работы по добыче потревожили многих существ. Нам понадобятся современные защитные башни, чтобы отразить их нападение. Также не стоит забывать об установке минных полей на основных направлениях к нашему аванпосту.;Nos opérations d'extraction doivent en avoir dérangé beaucoup. Nous allons avoir besoin de tours de défense avancées pour repousser ces créatures. N'oublions pas non plus de miner le terrain sur les chemins stratégiques menant à notre avant-poste.;Der Abbau muss viele von ihnen gestört haben. Wir werden verbesserte Verteidigungstürme brauchen, um diese Kreaturen abzuwehren. Wir dürfen auch nicht auf die Minenfelder vergessen, die wir auf den wichtigsten Wegen zu unserem Außenposten anlegen müssen.;La operación de minado debe haber afectado a muchas criaturas, vamos a necesitar torres de defensa avanzadas para repelerlas. Ah, y no olvidemos desplegar campos de minas en los caminos principales que conducen al puesto remoto.;A operação de mineração deve ter perturbado muitos deles. Nós precisaremos das torres defensivas avançadas para repelir essas criaturas. Além disso, não podemos nos esquecer de instalar campos minados nos caminhos críticos que levam ao nosso posto avançado.;采矿工作一定是打扰到他们了。我们需要先进的防御塔来击退这些生物。也不要忘记在通往哨站的必经之路上设置雷区。;採掘作業がずいぶん気に障ったようね。これらのクリーチャーを退けるには、上級の防衛タワーが必要よ。基地への重要なルートには地雷を設置するのも忘れずに。;채굴 활동 때문에 화가 난 모양이군. 이들을 막으려면 고급 방어용 타워가 필요해. 그리고 우리 전초기지로 향하는 주요 경로 위에 지뢰밭을 설치하는 것도 잊지 말자.
DIALOG/story/acid/ashley_resource_outpost_07;We've defended our outpost against hordes of acid-spitting monsters, giant snails, underground death beetles, and all-devouring yeast. I call it a day...;Obroniliśmy naszą stację przed hordami plujących kwasem potworów, gigantycznymi ślimakami, zabójczymi podziemnymi żukami i pożerającymi wszystko drożdżami. Kończę z tym...;Мы защитили наш аванпост от полчищ плюющихся кислотой монстров, гигантских улиток, подземных смертельно опасных жуков и всепожирающих дрожжей. На этом я заканчиваю...;Nous avons défendu notre avant-poste contre des hordes de monstres cracheurs d'acide, des escargots géants, des blattes souterraines de la mort et des levures insatiables. Ça suffit pour aujourd'hui.;Wir haben unseren Außenposten gegen Horden säurespeiender Monster, Riesenschnecken, unterirdische Todeskäfer und alles verschlingende Hefe verteidigt. Das war’s für heute ...;Hemos defendido nuestro puesto remoto de hordas de monstruos que escupen ácido, caracoles gigantes, mortíferos escarabajos subterráneos y unos hongos que lo devoran todo. Creo que ya hemos hecho suficiente por hoy…;Nós defendemos o nosso posto avançado das hordas de monstros cuspidores de ácido, caracóis gigantes, besouros mortais subterrâneos e leveduras devoradoras. Apenas mais um dia de trabalho...;我们在成群的吐酸水的怪物、巨大的蜗牛、地底死亡甲虫和所有的吞噬酵母的围攻下保卫了哨站！今天就到此结束吧……;酸を吐くモンスター、巨大なカタツムリ、地中の死を呼ぶカブトムシ、そして全てを食いつくすイースト菌の攻撃から前哨基地を無事防衛した。今日はここまでにしましょう。;전초기지를 공격하는 산성 침을 뱉는 괴물, 거대 달팽이, 땅속 죽음의 딱정벌레, 모든 걸 집어삼키는 효모를 막아냈어. 오늘은 여기까지만 하자...
DIALOG/story/acid/ashley_resource_outpost_08;That is an excellent idea. This outpost will remain here as a permanent base of operations. We can even build up more mines and factories here to boost our economy. All of the resources that are produced here will be automatically transferred to our HQ as long as the Orbital Scanner is operational. Long-distance rift travel and resource transportation are not possible without it.;To bardzo dobry pomysł. Ta stacja pozostanie tutaj jako stała baza operacyjna. Możemy nawet wybudować tu więcej kopalni i fabryk, aby wzmocnić naszą gospodarkę. Wszystkie zasoby, które są tu produkowane będą automatycznie przesyłane do naszej Kwatery Głównej tak długo, jak długo Skaner Orbitalny będzie działał. Bez niego nie jest możliwy dalekosiężny transport przez portal.;Хорошая идея. Этот аванпост останется здесь в качестве постоянной базы. Мы даже можем построить здесь новые шахты и заводы, чтобы развить нашу экономику. Все ресурсы, которые здесь производятся, будут автоматически передаваться в наш штаб, пока работает орбитальный сканер. Без него невозможны дальние рифтовые путешествия и транспортировка.;Très bien. Cet avant-poste va rester ici comme base d'opérations permanente. On pourra même construire d'autres mines et usines ici pour améliorer notre économie. Toutes les ressources produites ici seront automatiquement transférées à notre QG tant que le scanner orbital restera opérationnel. Les voyages et transports dimensionnels longue distance ne sont pas possibles sans cela.;Das ist eine sehr gute Idee. Dieser Außenposten wird dauerhaft hier bleiben und als Ausgangsbasis dienen. Wir können hier sogar noch mehr Minen und Fabriken bauen, um unsere Wirtschaft anzukurbeln. Solange der Orbitscanner funktionsbereit ist, werden alle hier produzierten Rohstoffe automatisch zu unserem Hauptquartier überführt. Weite Riftreisen und Transporte sind sonst nicht möglich.;Buena idea, podemos dejar aquí el puesto remoto como base de operaciones permanente. Incluso podríamos construir más minas y fábricas para mejorar nuestra economía. Todos los recursos que produzcamos aquí serán transferidos al CG automáticamente siempre y cuando el escáner orbital esté funcionando. Sin él, el transporte entre grietas a larga distancia no es posible.;Que ótima ideia. Esse posto avançado permanecerá aqui como uma base de operações permanente. Podemos até construir mais minas e fábricas aqui para reforçar nossa economia. Todos os recursos produzidos aqui serão transferidos automaticamente para o nosso Quartel, desde que o Explorador Orbital esteja operando. Viagens de fenda de longa distância e transportes não são possíveis sem ele.;真是个好主意。这个哨站将留在这里作为永久的行动基地。我们还可以在这里建立更多的矿场和工厂来发展经济。只要轨道扫描仪还在运行，这里生产的所有资源都将自动转移到我们的总部。没有它，我们没法进行长距离的裂缝旅行和运输。;いい考えね。この前哨基地はここで恒久的に稼働させましょう。採掘場や工場を増設してさらに活動を広げていくのもいいわね。ここで産出された資源は、軌道スキャナが稼働している限りすべてHQに自動転送される。スキャナなしにリフトでの長距離移動や輸送は不可能よ。;아주 좋은 생각이야. 이 전초기지는 영구적인 운영 기지로 남겨두자. 여기에 더 많은 광산과 공장을 건설해서 경제를 발전시킬 수 있어. 행성 스캐너가 작동하는 한, 이곳에서 생산된 모든 자원은 자동으로 본부로 운송될 거야. 행성 스캐너 없이는 원거리 리프트 이동과 수송도 불가능해.
DIALOG/story/acid/ashley_scout_01;Fluoric acid condensation is definitely abnormal comparing to what we've seen in other parts of the planet. Something must be emitting the acid straight into the air. Let's look around to see what we can find.;Kondensacja kwasu fluorowego w powietrzu jest zdecydowanie nietypowa w porównaniu z tym, co widzieliśmy w innych częściach planety. Coś musi wydzielać kwas prosto do atmosfery. Rozejrzyjmy się trochę i zobaczmy, co możemy znaleźć.;Конденсация плавиковой кислоты в воздухе определенно ненормальна по сравнению с тем, что мы видели в других частях планеты. Что-то выделяет кислоту прямо в воздух. Давай осмотримся и проверим, что мы сможем найти.;La concentration d'acide fluorique dans l'air est vraiment anormale comparée aux autres endroits de la planète que nous avons explorés. Quelque chose doit produire de l'acide et l'envoyer directement dans l'atmosphère. Cherchons ce que c'est.;Die Flusssäurekonzentration in der Luft ist auf jeden Fall abnorm, verglichen mit den anderen Gebieten des Planeten. Irgendetwas muss die Säure direkt an die Luft abgeben. Schauen wir mal, ob wir was finden können.;La condensación en el aire de ácido fluórico no es igual a la que hemos visto en otras zonas del planeta. Hay algo que tiene que estar emanando el ácido directamente a la atmósfera. Echemos un vistazo por aquí, a ver lo que encontramos.;A condensação de ácido fluórico no ar está definitivamente anormal, se comparada ao que vimos em outras partes do planeta. Algo deve estar dispersando o ácido diretamente no ar. Vamos dar uma olhada e ver o que podemos encontrar.;与我们在这个星球上其他地方看到的情况相比，这里空气中的氟酸凝结物绝对是不正常的。一定是有什么东西把酸直接排放到空气中。到四周转转，看看我们能找到什么。;他の場所に比べて、ここの空気中のフッ酸の濃度は明らかに異常だわ。おそらく何か酸を放出しているものがあるのね。辺りを探してみましょう。;행성의 다른 부분과 비교했을 때, 대기 중에 플루오르 산이 응축되어 있다는 건 분명히 비정상적이야. 뭔가 공기 중으로 산을 방출하는 게 분명해. 이동하면서 찾아보자.
DIALOG/story/acid/ashley_scout_02;Ok, let's go there to see what is causing them.;Ok, chodźmy tam, aby zobaczyć, co jest ich przyczyną.;Так, давай посмотрим, откуда это все берется.;OK. Allons voir ce qui les cause.;Okay, schauen wir uns das dort mal genauer an.;Vale, vayamos a ver qué los está causando.;OK, vamos lá ver o que está causando isso.;好吧，让我们过去看看是什么造成的。;よし、原因を確認しに行きましょう。;좋아. 가서 원인을 살펴보자.
DIALOG/story/acid/ashley_scout_03;The acidic fumes are much denser near this growth. This thing must be responsible for the highly corrosive atmosphere in this area.;Opary kwasu są znacznie intensywniejsze w pobliżu tego tworu. To coś musi być odpowiedzialne za wysoce żrącą atmosferę w tym obszarze.;Кислотные испарения гораздо плотнее вблизи этих растений. Скорее всего, это растение отвечает за высококоррозионную атмосферу в данной области.;Les vapeurs acides sont bien plus denses près de cette excroissance. Cette chose doit être responsable de l'atmosphère corrosive de la zone.;Die säurehaltigen Dämpfe sind in der Nähe dieses Gewächses viel dichter. Dieses Ding muss für die stark korrodierende Atmosphäre in diesem Gebiet verantwortlich sein.;Los gases ácidos son mucho más densos cerca de esta formación, deber ser la responsable de la atmósfera altamente corrosiva que hay en esta zona.;Os gases ácidos estão muito mais densos perto disso. Essa coisa deve ser responsável pela atmosfera altamente corrosiva nessa área.;在这个生长点附近，酸性烟雾的密度要高得多。这个东西一定是造成这个地区高度腐蚀环境的原因。;この群生の付近だけ酸性のガスが異常に濃い。これが原因で辺り一帯に毒が充満していたのね。;산성 증기가 이 근처에서 짙게 뿜어져 나오고 있어. 이것 때문에 대기의 부식성이 높았던 거군.
DIALOG/story/acid/ashley_scout_04;There must be much more of this acidic yeast growing here. The Orbital Scanner report indicated that this entire biome is covered in these fumes. We should study it further before setting up a permanent outpost in this area of the planet.;Musi tu być znacznie więcej tych kwasowych drożdży. Raport Skanera Orbitalnego wskazał, że cały biom jest pokryty tymi oparami. Powinniśmy to dokładniej zbadać, zanim założymy stałą placówkę w tej części planety.;Здесь должно быть гораздо больше этого кислотного дрожжевого грибка. Отчет орбитального сканера показал, что весь биом покрыт этими испарениями. Мы должны поподробнее изучить данный факт, прежде чем создавать постоянный аванпост в этой области планеты.;Il doit y avoir beaucoup plus de ces levures acides ici. Le rapport du scanner orbital indique que ce biome entier est recouvert par les vapeurs. Nous devrions étudier la zone plus en détail avant d'y installer un avant-poste permanent.;Hier muss noch viel mehr dieser säurehaltigen Hefe wachsen. Der Bericht des Orbitscanners hat gezeigt, dass das gesamte Biom von diesen Dämpfen bedeckt ist. Wir sollten es noch weiter erforschen, bevor wir einen dauerhaften Außenposten in dieser Gegend des Planeten errichten.;Debe haber muchos más hongos ácidos creciendo aquí, el informe del escáner orbital indica que este bioma está totalmente cubierto de gases. Deberíamos estudiarlo mejor antes de construir un puesto remoto permanente en esta parte del planeta.;Deve haver mais dessas leveduras ácidas crescendo por aqui. O relatório do Explorador Orbital indicou que todo esse bioma está coberto por esses gases. Nós devemos estudá-lo mais a fundo, antes de estabelecer um posto avançado permanente nessa área do planeta.;一定还有更多的酸性酵母菌在这里生长。轨道扫描报告显示，这一整个生态区都被这些烟雾所笼罩。在这里建立永久哨站之前，我们还需要进一步的研究。;この酸性イースト菌は他にもたくさん群生しているはずよ。軌道スキャナによると、このバイオーム全体が毒霧に覆われている。このエリアに恒久的な前哨基地を建設する前に、詳しい調査が必要ね。;여기 어디선가 수많은 산성 효모가 자라는 게 틀림없어. 행성 스캐너의 보고에 따르면, 이곳 생물군계 전체가 이 증기로 덮여있어. 여기에 영구 전초기지를 세우기 전에 더 조사해보자.
DIALOG/story/acid/ashley_scout_05;Ok, that's enough samples to start researching them in the Alien Research Lab.;Ok, to wystarczająca ilość próbek, aby zacząć je badać w Laboratorium Badań Obcych.;Так, этих образцов достаточно, чтобы начать исследование в лаборатории по изучению инопланетной жизни.;Bon, nous avons assez d'échantillons pour commencer à les analyser dans le laboratoire de recherche extraterrestre.;Okay, das sind genügend Proben, um mit der Untersuchung im Alienforschungslabor zu beginnen.;Vale, tenemos suficientes muestras como para empezar a investigarlas en el laboratorio de investigación alienígena.;OK, já temos amostras suficientes para começar a pesquisá-las no Laboratório de Pesquisa Alienígena.;好的，已经有足够的样本启动异形研究实验室。;研究所で研究を開始するのに十分なサンプルが集まった。;좋아. 외계 연구 실험실에서 연구를 시작할만한 샘플이 충분해.
