;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
prop_name/tree_catkins_blue;Bratus Amentis Corulus;Bratus Amentis Corulus;Bratus Amentis Corulus;Bratus Amentis Corulus;Bratus Amentis Corulus;Bratus Amentis Corulus;Bratus Amentis Corulus;蓝果枯树;Bratus Amentis Corulus;Bratus Amentis Corulus
prop_name/tree_catkins_red;Bratus Amentis Rubidus;Bratus Amentis Rubidus;Bratus Amentis Rubidus;Bratus Amentis Rubidus;Bratus Amentis Rubidus;Bratus Amentis Rubidus;Bratus Amentis Rubidus;红果枯树;Bratus Amentis Rubidus;Bratus Amentis Rubidus
prop_name/tree_catkins_green;Bratus Amentis Viridis;Bratus Amentis Viridis;Bratus Amentis Viridis;Bratus Amentis Viridis;Bratus Amentis Viridis;Bratus Amentis Viridis;Bratus Amentis Viridis;绿果枯树;Bratus Amentis Viridis;Bratus Amentis Viridis
prop_name/tree_joshua_green;Bratus Agnus Viridis;Bratus Agnus Viridis;Bratus Agnus Viridis;Bratus Agnus Viridis;Bratus Agnus Viridis;Bratus Agnus Viridis;Bratus Agnus Viridis;绿阿格纳斯树;Bratus Agnus Viridis;Bratus Agnus Viridis
prop_name/tree_joshua_orange;Bratus Agnus Luteus;Bratus Agnus Luteus;Bratus Agnus Luteus;Bratus Agnus Luteus;Bratus Agnus Luteus;Bratus Agnus Luteus;Bratus Agnus Luteus;橙阿格纳斯树;Bratus Agnus Luteus;Bratus Agnus Luteus
prop_name/tree_joshua_blue;Bratus Agnus Corulus;Bratus Agnus Corulus;Bratus Agnus Corulus;Bratus Agnus Corulus;Bratus Agnus Corulus;Bratus Agnus Corulus;Bratus Agnus Corulus;蓝阿格纳斯树;Bratus Agnus Corulus;Bratus Agnus Corulus
prop_name/tree_leaky_red;Bratus Futilis Rubidus;Bratus Futilis Rubidus;Bratus Futilis Rubidus;Bratus Futilis Rubidus;Bratus Futilis Rubidus;Bratus Futilis Rubidus;Bratus Futilis Rubidus;红发光菌蔓;Bratus Futilis Rubidus;Bratus Futilis Rubidus
prop_name/tree_leaky_orange;Bratus Futilis Flavus;Bratus Futilis Flavus;Bratus Futilis Flavus;Bratus Futilis Flavus;Bratus Futilis Flavus;Bratus Futilis Flavus;Bratus Futilis Flavus;黄发光菌蔓;Bratus Futilis Flavus;Bratus Futilis Flavus
prop_name/tree_leaky_gray;Bratus Futilis Cinerus;Bratus Futilis Cinerus;Bratus Futilis Cinerus;Bratus Futilis Cinerus;Bratus Futilis Cinerus;Bratus Futilis Cinerus;Bratus Futilis Cinerus;灰发光菌蔓;Bratus Futilis Cinerus;Bratus Futilis Cinerus
prop_name/tree_drexolian_green;Bratus Movens Viridis;Bratus Movens Viridis;Bratus Movens Viridis;Bratus Movens Viridis;Bratus Movens Viridis;Bratus Movens Viridis;Bratus Movens Viridis;绿逐光树;Bratus Movens Viridis;Bratus Movens Viridis
prop_name/tree_drexolian_pink;Bratus Movens Rosea;Bratus Movens Rosea;Bratus Movens Rosea;Bratus Movens Rosea;Bratus Movens Rosea;Bratus Movens Rosea;Bratus Movens Rosea;蔷薇逐光树;Bratus Movens Rosea;Bratus Movens Rosea
prop_name/tree_drexolian_red;Bratus Movens Rubidus;Bratus Movens Rubidus;Bratus Movens Rubidus;Bratus Movens Rubidus;Bratus Movens Rubidus;Bratus Movens Rubidus;Bratus Movens Rubidus;红逐光树;Bratus Movens Rubidus;Bratus Movens Rubidus
prop_name/tree_floss_violet;Bratus Florus Rosea;Bratus Florus Rosea;Bratus Florus Rosea;Bratus Florus Rosea;Bratus Florus Rosea;Bratus Florus Rosea;Bratus Florus Rosea;蔷薇桔梗树;Bratus Florus Rosea;Bratus Florus Rosea
prop_name/tree_floss_orange;Bratus Florus Luteus;Bratus Florus Luteus;Bratus Florus Luteus;Bratus Florus Luteus;Bratus Florus Luteus;Bratus Florus Luteus;Bratus Florus Luteus;橙桔梗树;Bratus Florus Luteus;Bratus Florus Luteus
prop_name/tree_floss_red;Bratus Florus Rubidus;Bratus Florus Rubidus;Bratus Florus Rubidus;Bratus Florus Rubidus;Bratus Florus Rubidus;Bratus Florus Rubidus;Bratus Florus Rubidus;红桔梗树;Bratus Florus Rubidus;Bratus Florus Rubidus
prop_name/mushroom_spiky_bulb_pink;Fungus Crystallo Rosea;Fungus Crystallo Rosea;Fungus Crystallo Rosea;Fungus Crystallo Rosea;Fungus Crystallo Rosea;Fungus Crystallo Rosea;Fungus Crystallo Rosea;蔷薇结晶菌;Fungus Crystallo Rosea;Fungus Crystallo Rosea
prop_name/mushroom_spiky_bulb_blue;Fungus Crystallo Corulus;Fungus Crystallo Corulus;Fungus Crystallo Corulus;Fungus Crystallo Corulus;Fungus Crystallo Corulus;Fungus Crystallo Corulus;Fungus Crystallo Corulus;蓝结晶菌;Fungus Crystallo Corulus;Fungus Crystallo Corulus
prop_name/mushroom_spiky_bulb_red;Fungus Crystallo Luteus;Fungus Crystallo Luteus;Fungus Crystallo Luteus;Fungus Crystallo Luteus;Fungus Crystallo Luteus;Fungus Crystallo Luteus;Fungus Crystallo Luteus;橙结晶菌;Fungus Crystallo Luteus;Fungus Crystallo Luteus
prop_name/crystal_pure_blue;Vitreus Pura Corulus;Vitreus Pura Corulus;Vitreus Pura Corulus;Vitreus Pura Corulus;Vitreus Pura Corulus;Vitreus Pura Corulus;Vitreus Pura Corulus;纯净蓝晶体;Vitreus Pura Corulus;Vitreus Pura Corulus
prop_name/crystal_pure_green;Vitreus Pura Viridis;Vitreus Pura Viridis;Vitreus Pura Viridis;Vitreus Pura Viridis;Vitreus Pura Viridis;Vitreus Pura Viridis;Vitreus Pura Viridis;纯净绿晶体;Vitreus Pura Viridis;Vitreus Pura Viridis
prop_name/crystal_pure_pink;Vitreus Pura Rosea;Vitreus Pura Rosea;Vitreus Pura Rosea;Vitreus Pura Rosea;Vitreus Pura Rosea;Vitreus Pura Rosea;Vitreus Pura Rosea;纯净蔷薇晶体;Vitreus Pura Rosea;Vitreus Pura Rosea
prop_name/crystal_pure_red;Vitreus Pura Rubidus;Vitreus Pura Rubidus;Vitreus Pura Rubidus;Vitreus Pura Rubidus;Vitreus Pura Rubidus;Vitreus Pura Rubidus;Vitreus Pura Rubidus;纯净红晶体;Vitreus Pura Rubidus;Vitreus Pura Rubidus
prop_name/crystal_entwined_blue;Vitreus Implexus Corulus;Vitreus Implexus Corulus;Vitreus Implexus Corulus;Vitreus Implexus Corulus;Vitreus Implexus Corulus;Vitreus Implexus Corulus;Vitreus Implexus Corulus;植物共生蓝晶体;Vitreus Implexus Corulus;Vitreus Implexus Corulus
prop_name/crystal_entwined_green;Vitreus Implexus Viridis;Vitreus Implexus Viridis;Vitreus Implexus Viridis;Vitreus Implexus Viridis;Vitreus Implexus Viridis;Vitreus Implexus Viridis;Vitreus Implexus Viridis;植物共生绿晶体;Vitreus Implexus Viridis;Vitreus Implexus Viridis
prop_name/crystal_entwined_yellow;Vitreus Implexus Flavus;Vitreus Implexus Flavus;Vitreus Implexus Flavus;Vitreus Implexus Flavus;Vitreus Implexus Flavus;Vitreus Implexus Flavus;Vitreus Implexus Flavus;植物共生黄晶体;Vitreus Implexus Flavus;Vitreus Implexus Flavus
prop_name/crystal_entwined_purple;Vitreus Implexus Purpura;Vitreus Implexus Purpura;Vitreus Implexus Purpura;Vitreus Implexus Purpura;Vitreus Implexus Purpura;Vitreus Implexus Purpura;Vitreus Implexus Purpura;植物共生紫晶体;Vitreus Implexus Purpura;Vitreus Implexus Purpura
prop_name/crystal_entwined_red;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus;植物共生红晶体;Vitreus Implexus Rubidus;Vitreus Implexus Rubidus
prop_name/cryo_plant;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio;多肉菌;Peculiaris Fungus Glacio;Peculiaris Fungus Glacio
prop_name/magnetic_boulder;Petra Magneticus;Petra Magneticus;Petra Magneticus;Petra Magneticus;Petra Magneticus;Petra Magneticus;Petra Magneticus;火山磁石;Petra Magneticus;Petra Magneticus
resource_name/specimen_arachnoid_boss;${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss};${resource_name/specimen} - ${monster_name/arachnoid_boss}
resource_name/specimen_arachnoid;${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid};${resource_name/specimen} - ${monster_name/arachnoid}
resource_name/specimen_arachnoid_alpha;${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha};${resource_name/specimen} - ${monster_name/arachnoid_alpha}
resource_name/specimen_arachnoid_elite;${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite};${resource_name/specimen} - ${monster_name/arachnoid_elite}
resource_name/specimen_arachnoid_ultra;${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra};${resource_name/specimen} - ${monster_name/arachnoid_ultra}
resource_name/specimen_baxmoth;${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth};${resource_name/specimen} - ${monster_name/baxmoth}
resource_name/specimen_baxmoth_alpha;${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha};${resource_name/specimen} - ${monster_name/baxmoth_alpha}
resource_name/specimen_baxmoth_ultra;${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra};${resource_name/specimen} - ${monster_name/baxmoth_ultra}
resource_name/specimen_bitrid;${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid};${resource_name/specimen} - ${monster_name/bitrid}
resource_name/specimen_bitrid_alpha;${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha};${resource_name/specimen} - ${monster_name/bitrid_alpha}
resource_name/specimen_bitrid_ultra;${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra};${resource_name/specimen} - ${monster_name/bitrid_ultra}
resource_name/specimen_bomogan;${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan};${resource_name/specimen} - ${monster_name/bomogan}
resource_name/specimen_bomogan_alpha;${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha};${resource_name/specimen} - ${monster_name/bomogan_alpha}
resource_name/specimen_bomogan_ultra;${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra};${resource_name/specimen} - ${monster_name/bomogan_ultra}
resource_name/specimen_canoptrix;${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix};${resource_name/specimen} - ${monster_name/canoptrix}
resource_name/specimen_canoptrix_alpha;${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha};${resource_name/specimen} - ${monster_name/canoptrix_alpha}
resource_name/specimen_canoptrix_ultra;${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra};${resource_name/specimen} - ${monster_name/canoptrix_ultra}
resource_name/specimen_carnicinth;${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth};${resource_name/specimen} - ${monster_name/carnicinth}
resource_name/specimen_carnicinth_alpha;${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha};${resource_name/specimen} - ${monster_name/carnicinth_alpha}
resource_name/specimen_carnicinth_ultra;${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra};${resource_name/specimen} - ${monster_name/carnicinth_ultra}
resource_name/specimen_crader;${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader};${resource_name/specimen} - ${monster_name/crader}
resource_name/specimen_crader_alpha;${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha};${resource_name/specimen} - ${monster_name/crader_alpha}
resource_name/specimen_crader_ultra;${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra};${resource_name/specimen} - ${monster_name/crader_ultra}
resource_name/specimen_creeper;${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper};${resource_name/specimen} - ${monster_name/creeper}
resource_name/specimen_drexolian;${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian};${resource_name/specimen} - ${monster_name/drexolian}
resource_name/specimen_drexolian_alpha;${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha};${resource_name/specimen} - ${monster_name/drexolian_alpha}
resource_name/specimen_drexolian_ultra;${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra};${resource_name/specimen} - ${monster_name/drexolian_ultra}
resource_name/specimen_geotrupex;${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex};${resource_name/specimen} - ${monster_name/geotrupex}
resource_name/specimen_geotrupex_alpha;${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha};${resource_name/specimen} - ${monster_name/geotrupex_alpha}
resource_name/specimen_geotrupex_ultra;${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra};${resource_name/specimen} - ${monster_name/geotrupex_ultra}
resource_name/specimen_gnerot;${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot};${resource_name/specimen} - ${monster_name/gnerot}
resource_name/specimen_gnerot_alpha;${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha};${resource_name/specimen} - ${monster_name/gnerot_alpha}
resource_name/specimen_gnerot_ultra;${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra};${resource_name/specimen} - ${monster_name/gnerot_ultra}
resource_name/specimen_gnerot_boss;${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss};${resource_name/specimen} - ${monster_name/gnerot_boss}
resource_name/specimen_gnerot_caverns;${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns};${resource_name/specimen} - ${monster_name/gnerot_caverns}
