;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_3/mech_harvest_poo_encounter_06;<angry interference>;<wściekłe mamrotanie>;<angry interference>;<angry interference>;<wütende Interferenz>;<angry interference>;<angry interference>;<愤怒的干扰>;<angry interference>;<angry interference>
DIALOG/story/dlc_3/ashley_harvest_poo_encounter_05;Ok, how can we get more of this product?;Ok, skąd możemy wziąć więcej tej substancji?;Так, ладно, как нам добыть больше отходов?;Très bien, comment pouvons-nous obtenir une plus grande quantité de ce produit ?;Gut, wie können wir mehr von diesem Produkt erhalten?;¿Podemos obtener más de esa sustancia?;OK, como podemos conseguir mais desse produto?;好吧，我们如何才能获得更多这种物质呢？;さて、コレをもっと手に入れるにはどうしたらいいかな。;이걸 어떻게 더 얻을 수 있을까?
DIALOG/story/dlc_3/mech_harvest_poo_encounter_07;These excrements were produced by a large animal that feeds on the Garlimonium plant. We should search for one of these animals, feed it with the fruit, and wait until the digestive process is complete.;Odchody te zostały wyprodukowane przez duże zwierzę, które żywi się Garlimonium. Powinniśmy poszukać jednego z tych zwierząt, nakarmić je owocami i poczekać na efekty procesu trawienia.;Их производит крупно животное, которое питается плодами чесночника. Нужно отыскать животное, накормить его и дождаться завершения пищеварительного процесса.;Ces excréments ont été produits par un gigantesque animal qui se nourrit d’ailmoniums. Nous devrions partir à la recherche d’un de ces animaux, lui donner le fruit à manger, et attendre le temps que le processus digestif se termine.;Dieses Exkrement stammt von einem großen Tier, das sich vom Knobstrauch ernährt. Wir sollten nach einem Exemplar suchen, es mit der Frucht füttern und warten, bis es fertig verdaut hat.;Estos excrementos los ha producido un gran animal que se alimenta del ajimonio. Debería buscar a uno de estos animales, darle el fruto y esperar a que se complete el proceso digestivo.;Esses excrementos foram produzidos por um animal grande que se alimenta da planta Alhomônia. Deveríamos buscar um desses animais, alimentá-lo com essas frutas e esperar até que o processo digestivo chegue ao fim.;这些粪便是一种大型动物食用大蒜莫尼植物后排放的。我们应该找到一只这样的动物，喂它吃这种果实，然后等它消化完毕。;この排泄物はガーリモニウムを摂取する大型動物によって作られたものだ。その動物を探し出し、実を与え、消化を待つのがいいだろう。;이 배설물은 갈리모늄 식물을 먹는 큰 동물이 만들어낸 것입니다. 이런 동물을 찾아서 과실을 먹이고 소화가 다 될 때까지 기다려야 합니다.
DIALOG/story/dlc_3/ashley_harvest_poo_encounter_06;Sounds easy enough. Let's search for this "poop-machine".;Brzmi dość łatwo. Poszukajmy tej "maszyny do robienia kupy".;Звучит несложно. Ну что, давай искать нашего засранца.;Ça me semble un jeu d’enfant. Partons à la recherche de cette « machine à crottes ».;Klingt ja einfach. Suchen wir nach dieser „Kotmaschine“.;Parece fácil. Vamos a buscar a esa máquina de hacer caca.;Parece fácil. Vamos atrás dessa "máquina de excrementos".;听起来很简单。我们去找找这个“便便机器”吧。;簡単そうね。じゃあその「フン製造機くん」を探しに行きましょうか。;쉬울 것 같은데. 이 '똥 기계'를 찾아 보자.
DIALOG/story/dlc_3/ashley_familiarity_poogret_01;Wow, look at that curiosity. It's got huge dangling eyes at the front, a lot of smaller eyes on all sides, and a huge gaping mouth at the bottom. This is probably the strangest creature that we've seen on this planet, or maybe even anywhere.;Wow, spójrz na to dziwadło. Ma ogromne zwisające oczy z przodu, wiele mniejszych oczu po wszystkich stronach i ogromną rozdziawioną paszczę na dole. To prawdopodobnie najdziwniejsze stworzenie, jakie widzieliśmy na tej planecie, a może nawet gdziekolwiek indziej.;Ты только посмотри на эту махину! Огромные глаза спереди, куча маленьких глазок по бокам и клыкастая пасть посередине. Это, наверно, самое странное существо на этой планете — да что там, во всей галактике.;Waouh, regarde-moi cette chose. Elle possède des yeux ballants sur l’avant, et une énorme bouche béante en-dessous. C’est certainement la créature la plus étrange que nous avons pu observer sur cette planète, voire dans le monde entier.;Wow, sieh dir das mal an. Es hat vorn große baumelnde Augen, viele kleinere Augen auf allen Seiten und einen riesigen offenen Mund unten. Das ist wohl das seltsamste Wesen, das wir auf diesem Planeten gesehen haben, oder sogar überhaupt.;Guau, mira qué curioso. Tiene unos enormes ojos colgantes en la parte delantera, un montón de ojos más pequeños en todos los lados y una enorme boca abierta en la parte inferior. Es probable que sea la criatura más extraña que hemos visto en este planeta e incluso en cualquier otro.;Uau, olha só que curioso. Ele tem olhos grandes pendurados na frente, um monte de olhos nas laterais e uma boca enorme na parte de baixo. Essa é provavelmente a criatura mais estranha que já encontramos nesse planeta, talvez até fora dele.;哇，看这个奇怪的家伙。它前面有一对巨大的悬挂眼睛，四周还有许多小眼睛，下方有一个巨大的张开的嘴。这可能是我们在这个星球上，甚至可能是在任何地方见过的最奇怪的生物。;へえ。この面白い子を見て。前部には大きな目が垂れ下がっていて、あらゆる面に沢山の小さな目がある。下部には巨大な穴みたいな口。この惑星で、もしかするとこれまで見てきた中で、一番ヘンな生き物かもしれない。;와, 저 신기한 것 좀 봐. 앞쪽에는 커다란 눈이 매달려 있고, 사방에는 작은 눈이 많이 달렸고, 아래에는 커다란 입이 벌어져 있어. 이 행성에서, 아니, 그 어디에서 본 것 중 가장 이상한 생물일 거야.
DIALOG/story/dlc_3/mech_familiarity_poogret_01;Indeed, Ashley. It is really difficult to say how all of its appendages fit in this ecosystem. It does not appear to be aggressive.;Rzeczywiście, Ashley. Naprawdę trudno powiedzieć, jak to wszystko trzyma się kupy. Nie wydaje się być agresywny.;Соглашусь, Эшли. Сложно предположить, как все его конечности вписываются в местную экосистему. Но, кажется, оно не агрессивное.;Effectivement, Ashley. Il est difficile de comprendre comment l’ensemble de ses appendices fonctionne dans cet écosystème. La créature ne semble pas être agressive.;Allerdings, Ashley. Es ist wirklich schwer zu sagen, wie all diese Körperteile ins Ökosystem passen. Es wirkt nicht aggressiv.;Desde luego, Ashley. No sé cómo encajan todos sus apéndices en este ecosistema. No parece ser agresivo.;De fato, Ashley. É realmente difícil dizer como todos esses apêndices se encaixam nesse ecossistema. Ele não parece ser agressivo.;确实如此，阿雪莉。很难说它所有的附肢如何适应这个生态系统。它看起来并不具攻击性。;まったくだ。あの手足がこの生態系でどう働くのか、判別がしづらい。だが攻撃性は無いようだ。;맞아요, 애슐리. 모든 부속기관이 이 생태계에 어떻게 적응하기 위해 생긴 건지는 알 수가 없군요. 공격적인 생물은 아닌 것 같습니다. 
DIALOG/story/dlc_3/ashley_familiarity_poogret_02;Bingo! This creature is a herbivore that feeds primarily on the Garlimonium plant. Now we only have to feed it with some of those fruits, and wait for the digested product.;Bingo! To stworzenie jest roślinożercą, który żywi się głównie Garlimonium. Teraz musimy tylko nakarmić go tymi owocami i poczekać na produkt trawienia.;Есть! Это травоядное существо, которое питается чесночником. Теперь осталось найти плоды чесночника и подождать переваренный продукт.;Tout juste ! Cette créature est herbivore et se nourrit essentiellement d’ailmoniums. Nous n’avons maintenant plus qu’à la nourrir de quelques-uns de ces fruits, et attendre le produit digéré.;Bingo! Diese Kreatur ist ein Pflanzenfresser, der sich hauptsächlich vom Knobstrauch ernährt. Jetzt müssen wir sie nur mit ein paar Früchten füttern und auf das Ausscheidungsprodukt warten.;¡Bingo! Esta criatura es un herbívoro que se alimenta principalmente de ajimonio. Ya solo nos queda darle de comer los frutos y esperar a la sustancia digerida.;Bingo! Essa criatura é um herbívoro que se alimenta principalmente da planta Alhomônia. Agora só precisamos alimentá-lo com algumas dessas frutas e esperar pelo produto digestivo.;没错！这种生物是草食性的，主要以大蒜莫尼植物为食。现在我们只需要用这些果实喂它，然后等待消化产物。;ビンゴ！ガーリモニウムを主食とする草食動物よ。あとはこの子に例の実をあげて、消化された生産物が出てくるのを待つだけね。;빙고! 이 생물은 주로 갈리모늄 식물을 먹는 초식동물이야. 과일을 좀 먹여서 배설물을 기다리기만 하면 돼.
DIALOG/story/dlc_3/mech_familiarity_poogret_02;I really like how you use the word "product" in this particular instance.;Naprawdę podoba mi się to, że używasz słowa "produkt" w tym przypadku.;Даже не знаю, уместно ли в этом случае название «продукт».;J’aime bien la façon dont tu utilises le mot « produit » dans cette situation particulière.;Mir gefällt, wie du das Wort „Ausscheidungsprodukt“ hier verwendest.;Me encanta el uso de la palabra «sustancia» en este contexto.;Eu adoro como você usa a palavra "produto" nesse contexto.;我喜欢你这种情况下使用“产物”这个词。;君がここでわざわざ「生産物」と呼んでいるのは興味深い。;이 특별한 사례에서 '배설물'이라는 단어를 사용하는 방식이 정말 마음에 드네요.
DIALOG/story/dlc_3/ashley_familiarity_poogret_03;I was trying to avoid saying poo too much, but if you insist, we can call this creature a Poogret.;Starałam się unikać zbyt częstego mówienia "kupa", ale specjalnie dla Ciebie możemy nazwać to stworzenie Poogret.;Мне просто не хотелось говорить «дерьмо», но, если ты настаиваешь, назовем это животное дерьмон.;J’essaie d’éviter au maximum le mot « crotte », mais si tu insistes, nous pouvons appeler cette créature le « crotois ».;Ich wollte nicht dauernd „Kot“ benutzen, aber wenn es dir lieber ist, können wir dieses Wesen „Kotling“ nennen.;Quería evitar palabras escatológicas, pero si insistes, podemos llamar a la criatura boñigoso.;Eu estava tentando evitar dizer "fezes" o tempo todo, mas se você insiste, podemos chamar essa criatura de Fecalote.;我试图避免过多使用“便便”，但如果你坚持的话，我们可以把这种生物称为便便兽。;「ウンチ」って言うのもどうかと思って。でもあなたがそんなに言うのなら、「フングレット」って呼んでもいいわよ。;똥을 연상시키는 표현을 너무 많이 쓰지 않으려고 했는데, 굳이 원한다면 이 생물을 푸그렛이라고 불러도 되겠어.
DIALOG/story/dlc_3/mech_familiarity_poogret_03;Ha, ha.;Ha, ha.;Ха-ха.;Haha.;Ha, ha.;Ja, ja.;Ha… ha…;哈哈。;ワハハ。;하하.
DIALOG/story/dlc_3/mech_harvest_feeding_info_01;Ashley, we can grab one of those Garlimonium fruits with the Gravity Modulator and toss it to a Poogret. It should try to eat it if it's close enough.;Ashley, możemy złapać owoc Garlimonium za pomocą Modulatora Grawitacji i rzucić go Poogretowi. Powinien spróbować go zjeść, jeśli będzie wystarczająco blisko.;Эшли, мы можем подобрать плод чесночника гравитационным модулятором и бросить его дерьмону. Если он заметит еду, то не устоит.;Ashley, on peut attraper un de ces ailmoniums à l’aide du modulateur de gravité et le balancer vers un crotois. Il devrait essayer de le manger s’il se trouve suffisamment à proximité.;Ashley, wir können eine dieser Knobstrauchfrüchte mit dem Schwerkraftmanipulationsarm aufnehmen und sie einem Kotling zuwerfen. Er sollte versuchen, sie zu fressen, wenn sie nah genug dran ist.;Ashley, podemos coger un fruto de ajimonio con el modulador de gravedad y lanzárselo a un boñigoso. Si está suficientemente cerca, intentará comérselo.;Ashley, podemos coletar alguns desses frutos da Alhomônia com o Modulador de Gravidade e dá-los para um Fecalote. Ele deve se alimentar deles se estiver perto o bastante.;阿雪莉，我们可以用重力调节器抓起一个大蒜莫尼果实，扔给便便兽。如果够近的话，它应该会试着吃下它。;アシュリー。重力モジュレーターを使って、ガーリモニウムを1個つかみ、フングレットに投げてやろう。距離が近ければ、食べようとするはずだ。;애슐리, 중력 조절기로 갈리모늄 과일 하나를 집어서 푸그렛에게 던질 수 있어요. 과일이 가까운 거리에 있으면 먹을 거예요.
DIALOG/story/dlc_3/ashley_harvest_feeding_progress_01;Ok, the Poogret noticed the Garlimonium fruit.;Ok, Poogret zauważył owoc Garlimonium.;Отлично, дерьмон заметил чесночник.;Très bien, le crotois a remarqué l’ailmonium.;Gut, der Kotling hat die Knobstrauchfrucht bemerkt.;Bien, el boñigoso ha visto el fruto del ajimonio.;OK, o Fecalote notou o fruto da Alhomônia.;好的，便便兽注意到了大蒜莫尼果实。;フングレットがガーリモニウムの実に気付いた。;자, 푸그렛이 갈리모늄 과일을 발견했어.
DIALOG/story/dlc_3/ashley_harvest_feeding_progress_02;Ew, that's gross.;Ohyda.;Фу, гадость какая!;Beurk, c’est dégoûtant.;Bäh, wie eklig.;Puaj, qué asco.;Eca, que nojo.;真恶心。;うぇっ… 汚い。;으웩, 역겨워라.
DIALOG/story/dlc_3/ashley_harvest_feeding_progress_03;Wow, that was some rapid digestion. Bring out your drilling arm, Mr. Riggs. We've got science to do!;Wow, ale szybkie trawienie. Wiertło w ruch, panie Riggs! Nauka czeka!;Быстро же он все переварил. Доставай бур, мистер Ригз. Пора заняться наукой!;Waouh, c’était plutôt rapide comme digestion. Amène ton bras de forage, M. Riggs. Nous avons des expériences à mener !;Wow, die Verdauung ging aber schnell. Hol den Bohrarm raus, Mr. Riggs. Es ist Zeit für etwas praktische Wissenschaft!;¡Qué digestión tan rápida! Saca el brazo perforador, Sr. Riggs. ¡La ciencia nos llama!;Uau, isso é o que é uma digestão rápida. Estenda sua furadeira de braço, Sr. Riggs. Temos ciência para fazer!;哇，消化得真快。里格斯先生，拿出你的钻探臂。我们有科学要做！;ずいぶん消化が早いのね。ミスター・リグス、ドリルアームを出して。科学の出番よ！;와, 소화가 참 빠르네. 드릴 암을 꺼내, 릭스. 과학 작업이 우리를 기다리니까!
DIALOG/story/dlc_3/mech_harvest_feeding_progress_01;<angry interference>;<wściekłe mamrotanie>;<angry interference>;<angry interference>;<wütende Interferenz>;<angry interference>;<angry interference>;<愤怒的干扰>;<angry interference>;<angry interference>
DIALOG/story/dlc_3/ashley_harvest_feeding_progress_04;Ok, I think we need to collect a few more piles of the "product", and we should be good.;Jeszcze tylko kilka próbek tego "produktu" i powinniśmy mieć wszystko.;Так, думаю, еще пара куч «продукта» — и хватит.;Très bien, je pense que nous devons récolter encore un peu plus de ce « produit » et on devrait être bons.;Okay, ich glaube, wir brauchen ein paar mehr Haufen dieses „Produkts“. Dann sollten wir abgedeckt sein.;Parece que tenemos que recoger más montones de la «sustancia».;OK, acho que precisamos coletar mais algumas pilhas de "produto", e será o bastante.;好的，我们需要再收集一些“产品”，这样就足够了。;さて、あとは「生産物」の山をもう何個か集められれば十分かな。;좋아, '배설물'을 몇 개 더 모아야 할 것 같아. 그러면 괜찮겠지.
DIALOG/story/dlc_3/ashley_harvest_end_01;This is it, I think we've got enough of the product to spray the entire mushroom tree. We can rift back to the Fungal Swamp Outpost as soon as we're ready.;Mamy to. Zebraliśmy wystarczająco dużo, aby spryskać całe Grzybodrzewo. Możemy wrócić do naszego Posterunku w Grzybowym Bagnie, gdy tylko będziemy gotowi.;Готово. Думаю, этого нам хватит на обработку всего дерева. Можем отправляться на аванпост грибной трясины в любое время.;Voilà c’est bon, je pense que nous avons récolté suffisamment de ce produit pour l’asperger sur l’ensemble de l’arbre champignon. Nous pouvons rentrer en saut dimensionnel à l’avant-poste du Marais fongique une fois que tu seras prêt.;Das wäre geschafft, ich meine, wir haben genug, um den gesamten Pilzbaum zu besprühen. Wir können zurück zum Außenposten am Pilzsumpf springen, sobald wir bereit sind.;Ya está. Creo que tenemos suficiente «sustancia» para rociar al Gran árbol seta. Podemos volver por la grieta al puesto remoto de la Ciénaga fúngica en cuanto estemos listos.;Pronto, acho que temos "produto" suficiente para pulverizar toda a Árvore Miconídea. Podemos saltar de volta para o posto avançado do Pântano Fúngico assim que estivermos prontos.;现在我们已经有足够的“产品”来喷洒整棵蘑菇树了。准备好后，我们可以立即返回真菌沼泽前哨站。;これでよし。大樹全体に吹き付けるだけの生産物が集まったわ。準備が出来たら、「真菌の沼」の前哨基地へリフトジャンプで戻りましょう。;버섯 나무 전체에 뿌릴 만큼 확보했네. 준비되는 대로 균류 늪지 전초기지로 리프트 점프를 해서 돌아가면 되겠다.
DIALOG/story/dlc_3/mech_outpost_stage_2_landing_01;We are back at the Fungal Swamp Outpost, Ashley. We can move forward with your plan.;Wróciliśmy do posterunku na Grzybowych Bagnach, Ashley. Możemy ruszyć naprzód z twoim planem.;Эшли, мы вернулись на аванпост грибной трясины. Можем действовать по твоему плану.;Nous sommes de retour à l’avant-poste du Marais fongique, Ashley. Nous pouvons poursuivre ton plan.;Wir sind wieder beim Außenposten am Pilzsumpf, Ashley. Wir können mit deinem Plan weitermachen.;Hemos regresado al puesto remoto de la Ciénaga fúngica, Ashley. Podemos continuar con tu plan.;Estamos de volta no posto avançado do Pântano Fúngico, Ashley. Podemos avançar com o seu plano.;我们已经回到真菌沼泽前哨站了，阿雪莉。可以继续执行你的计划了。;「真菌の沼」の前哨基地へ帰還した。ではアシュリー、君の計画を進めよう。;균류 늪지 전초기지로 돌아왔습니다, 애슐리. 계획을 진행할 수 있어요.
DIALOG/story/dlc_3/ashley_outpost_stage_2_landing_01;Ok, Mr. Riggs. Let's get rid of these parasites from the tree. We need to spray the entire trunk with fermented Garlimonium extract, and we obviously won't be able to do this ourselves. We need to build Repellent Drone Hubs around the tree to cover the entire organism.;Dobrze, panie Riggs. Pozbądźmy się tych pasożytów z drzewa. Musimy spryskać cały pień sfermentowanym ekstraktem z Garlimonium i, rzecz jasna, nie będziemy w stanie zrobić tego samodzielnie. Musimy zbudować Koncentratory Dronów Odstraszających wokół drzewa, aby pokryć je całe.;Поняла. Тогда давай избавим дерево от паразитов. Нужно обработать переваренным чесночником весь ствол, но сами мы не справимся. Нужно построить вокруг дерева несколько станций дронов-очистителей, чтобы покрыть всю его поверхность.;Très bien, M. Riggs. Débarrassons l’arbre de ces parasites. Nous devons asperger l’intégralité du tronc avec l’extrait d’ailmonium fermenté. Bien évidemment, impossible pour nous de faire ça seuls. Nous devons construire des plateformes pour drones insectifuges autour de l’arbre afin de couvrir entièrement l’organisme.;Gut, Mr. Riggs. Lass uns diese Parasiten auf dem Baum loswerden. Wir müssen den gesamten Stamm mit dem fermentierten Knobstrauchextrakt einsprühen und natürlich schaffen wir das nicht allein. Wir müssen Spraydrohnenstationen um den Baum bauen, um den gesamten Organismus einzuhüllen.;Vale, Sr. Riggs. Vamos a deshacernos de estos parásitos del árbol. Tenemos que rociar todo el tronco con extracto de ajimonio fermentado y no podemos hacerlo solos. Deberíamos construir centros de drones de repelente alrededor del árbol para cubrir a todo el organismo.;OK, Sr. Riggs, vamos nos livrar desses parasitas da Árvore. Precisamos pulverizar todo o tronco com o extrato de Alhomônia fermentado. Obviamente, não daremos conta de fazer tudo isso sozinhos. Precisamos construir Portos de Drones Repelentes ao redor da árvore para cobrir todo o organismo.;好的，里格斯先生。让我们从这棵树上清除这些寄生虫。我们需要用发酵的大蒜莫尼提取物喷洒整个树干，显然我们无法亲自完成。我们需要围绕这棵树建立驱虫无人机中心，以覆盖整个生物体。;オーケー。あの樹から寄生種を追い払うわよ。そのためには発酵させたガーリモニウムの抽出液を幹全体に吹き付けないといけないんだけど、私達だけじゃムリ。そこで全体をカバーできるように、樹の周囲に忌避剤ドローンハブを建設しましょう。;알겠어, 릭스. 나무에서 이 기생 동물을 제거해 보자. 갈리모늄 발효 추출물을 나무 몸통 전체에 뿌려야 하는데, 이 작업을 직접 할 수는 없을 거야. 나무 주위에 퇴치 드론 허브를 만들어 유기체 전체를 덮어야 해.
DIALOG/story/dlc_3/mech_outpost_stage_2_landing_02;That is a special building blueprint, Ashley. I will enable it only when we are within the construction zones. Also, remember that you will need to supply these buildings with clean water to operate.;To budynek specjalny. Udostępnię Ci jego plan dopiero gdy znajdziemy się w strefie, w której chcemy go zbudować. Będziemy musieli zapewnić dopływ czystej wody, by budynki osiągnęły sprawność.;Эшли, это чертеж особой постройки. Я открою к нему доступ, когда мы будем в подходящих для строительства зонах. Не забывай, что этим постройкам для работы нужна чистая вода.;Il s’agit d’un plan de construction spécial, Ashley. Je le débloquerai uniquement lorsque nous serons à l’intérieur des zones de construction. De plus, souviens-toi que tu devras alimenter ces bâtiments en eau propre afin qu’ils puissent fonctionner.;Das ist ein spezieller Entwurf, Ashley. Ich werden ihn erst aktivieren, wenn wir im Baubereich sind. Denk außerdem daran, dass du diese Gebäude zum Betrieb mit sauberem Wasser versorgen musst.;Es un plano de un edificio especial, Ashley. Lo activaré cuando estemos en las zonas de construcción. Recuerda también que debes suministrar agua limpia a los edificios.;Esse é um projeto de construção especial, Ashley. Vou habilitá-lo somente quando estivermos dentro das zonas de construção. Lembre-se também de que você precisará fornecer água limpa para que essas construções funcionem.;这是一种特殊的建筑蓝图，阿雪莉。我只会在我们进入建筑区域时启用它。另外，请记住你需要为这些建筑提供清洁水源以便它们正常运作。;それは特殊建造物の設計図だ。建築ゾーンの範囲内でのみ有効となる。それから、建物を稼働させるにはきれいな水を供給する必要がある。注意してくれ。;특별한 건물 청사진이로군요, 애슐리. 건설 구역 내에 있을 때만 활성화하도록 하겠습니다. 또한 이런 건물의 운용에는 깨끗한 물이 공급되어야 한다는 점을 기억하세요.
DIALOG/story/dlc_3/ashley_outpost_stage_2_landing_02;Roger that, Mr. Riggs, we can easily filter water from the mud.;Przyjęłam, panie Riggs. Możemy łatwo oddzielić wodę z błota.;Поняла, мистер Ригз. Воду можно запросто отфильтровать из грязи.;Bien compris, M. Riggs, nous pouvons aisément filtrer l’eau à partir de boue.;Verstanden, Mr. Riggs, wir können leicht das Wasser aus dem Matsch herausfiltern.;Entendido, Sr. Riggs. Podemos filtrar fácilmente agua del fango.;Entendido, Sr. Riggs. Podemos facilmente filtrar a água da lama.;收到，里格斯先生，我们可以轻松地从泥浆中过滤出水来。;分かった。水なら、泥をろ過すれば簡単に手に入るわね。;알겠어, 릭스. 물이라면 진흙에서 쉽게 걸러낼 수 있지.
DIALOG/story/dlc_3/mech_outpost_stage_2_repellent_progress_01;Repellent Drone Hub in Zone A is online and operational. Fermented Garlimonium extract distribution is commencing.;Drony Odstraszające w Strefie A są online i rozpoczęły pracę. Dystrybuujemy sfermentowany ekstrakt Garlimonium.;Станция дронов-очистителей в зоне «A» приведена в действие. Начинается распыление экстракта переработанного чесночника.;La plateforme de drones insectifuges dans la zone A est connectée et entièrement opérationnelle. Démarrage de la distribution d’extraits d’ailmonium fermenté.;Die Spraydrohnenstation in Zone A ist aktiv und betriebsbereit. Die Verteilung von fermentiertem Knobstrauchextrakt beginnt.;El centro de drones de repelente de la zona A está conectado y operativo. Comienza la distribución de extracto de ajimonio fermentado.;O Porto de Drones Repelentes na Zona A está online e operante. A distribuição de extrato de Alhomônia fermentado está começando.;A区的驱虫无人机中心已经在线并开始运行。正在分发发酵的大蒜莫尼提取物。;ゾーンAの忌避剤ドローンハブの稼働を確認。発酵ガーリモニウム抽出液の送配を開始。;A 구역의 퇴치 드론 허브가 온라인 상태가 되어 운용 중입니다. 발효 갈리모늄 추출물 살포가 시작됩니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_repellent_progress_02;Repellent Drone Hub in Zone B is online and operational. Fermented Garlimonium extract distribution is commencing.;Drony Odstraszające w Strefie B są online i rozpoczęły pracę. Dystrybuujemy sfermentowany ekstrakt Garlimonium.;Станция дронов-очистителей в зоне «B» приведена в действие. Начинается распыление экстракта переработанного чесночника.;La plateforme de drones insectifuges dans la zone B est connectée et entièrement opérationnelle. Démarrage de la distribution d’extraits d’ailmonium fermenté.;Die Spraydrohnenstation in Zone B ist aktiv und betriebsbereit. Die Verteilung von fermentiertem Knobstrauchextrakt beginnt.;El centro de drones de repelente de la zona B está conectado y operativo. Comienza la distribución de extracto de ajimonio fermentado.;O Porto de Drones Repelentes na Zona B está online e operante. A distribuição de extrato de Alhomônia fermentado está começando.;B区的驱虫无人机中心已经在线并开始运行。正在分发发酵的大蒜莫尼提取物。;ゾーンBの忌避剤ドローンハブの稼働を確認。発酵ガーリモニウム抽出液の送配を開始。;B 구역의 퇴치 드론 허브가 온라인 상태가 되어 운용 중입니다. 발효 갈리모늄 추출물 살포가 시작됩니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_repellent_progress_03;Repellent Drone Hub in Zone C is online and operational. Fermented Garlimonium extract distribution is commencing.;Drony Odstraszające w Strefie C są online i rozpoczęły pracę. Dystrybuujemy sfermentowany ekstrakt Garlimonium.;Станция дронов-очистителей в зоне «C» приведена в действие. Начинается распыление экстракта переработанного чесночника.;La plateforme de drones insectifuges dans la zone C est connectée et entièrement opérationnelle. Démarrage de la distribution d’extraits d’ailmonium fermenté.;Die Spraydrohnenstation in Zone C ist aktiv und betriebsbereit. Die Verteilung von fermentiertem Knobstrauchextrakt beginnt.;El centro de drones de repelente de la zona C está conectado y operativo. Comienza la distribución de extracto de ajimonio fermentado.;O Porto de Drones Repelentes na Zona C está online e operante. A distribuição de extrato de Alhomônia fermentado está começando.;C区的驱虫无人机中心已经在线并开始运行。正在分发发酵的大蒜莫尼提取物。;ゾーンCの忌避剤ドローンハブの稼働を確認。発酵ガーリモニウム抽出液の送配を開始。;C 구역의 퇴치 드론 허브가 온라인 상태가 되어 운용 중입니다. 발효 갈리모늄 추출물 살포가 시작됩니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_repellent_progress_04;Zone A has reached full parasite-repellent saturation level.;Strefa A osiągnęła pełny poziom nasycenia środkiem odstraszającym pasożyty.;Достигнута максимальная плотность распыления вещества в зоне «A».;La zone A a atteint le niveau maximal de saturation en répulsifs antiparasites.;Zone A ist vollständig mit Parasitenabwehrmittel gesättigt.;La zona A ha alcanzado el nivel completo de saturación de repelente de parásitos.;A Zona A alcançou o nível máximo de saturação do repelente de parasitas.;A区已达到寄生虫驱逐饱和状态。;ゾーンAにおける寄生種忌避剤の飽和度、最大レベルに到達。;A 구역이 기생 동물 퇴치 포화 수준에 도달했습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_repellent_progress_05;Zone B has reached full parasite-repellent saturation level.;Strefa B osiągnęła pełny poziom nasycenia środkiem odstraszającym pasożyty.;Достигнута максимальная плотность распыления вещества в зоне «B».;La zone B a atteint le niveau maximal de saturation en répulsifs antiparasites.;Zone B ist vollständig mit Parasitenabwehrmittel gesättigt.;La zona B ha alcanzado el nivel completo de saturación de repelente de parásitos.;A Zona B alcançou o nível máximo de saturação do repelente de parasitas.;B区已达到寄生虫驱逐饱和状态。;ゾーンBにおける寄生種忌避剤の飽和度、最大レベルに到達。;B 구역이 기생 동물 퇴치 포화 수준에 도달했습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_repellent_progress_06;Zone C has reached full parasite-repellent saturation level.;Strefa C osiągnęła pełny poziom nasycenia środkiem odstraszającym pasożyty.;Достигнута максимальная плотность распыления вещества в зоне «C».;La zone C a atteint le niveau maximal de saturation en répulsifs antiparasites.;Zone C ist vollständig mit Parasitenabwehrmittel gesättigt.;La zona C ha alcanzado el nivel completo de saturación de repelente de parásitos.;A Zona C alcançou o nível máximo de saturação do repelente de parasitas.;C区已达到寄生虫驱逐饱和状态。;ゾーンCにおける寄生種忌避剤の飽和度、最大レベルに到達。;C 구역이 기생 동물 퇴치 포화 수준에 도달했습니다.
