;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
monster_description/spawner_cosmic_lesigian;;;;;;;;;;
resource_name/specimen_spawner_cosmic_lesigian;Spawner cosmic lesigian;;;;;;;;;
monster_name/spawner_cosmic_hedroner;Spawner Cosmic Hedroner;
monster_description/spawner_cosmic_hedroner;;;;;;;;;;
resource_name/specimen_spawner_cosmic_hedroner;Spawner cosmic hedroner;;;;;;;;;
monster_name/spawner_arctic_boss;Spawner Arctic Boss;
monster_description/spawner_arctic_boss;;;;;;;;;;
resource_name/specimen_spawner_arctic_boss;Spawner Arctic Boss;;;;;;;;;


