;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/towers_flamer_heptan_lvl_3;liquid hydrocarbon are being researched, strengthening the flamethrower towers that run on it.;
gui/hud/building_name/tower_cryogenic_mortar;Cryo Mortar;
gui/hud/building_description/tower_cryogenic_mortar;mor-tars modified rocket launcher that fire modified cryogenic cells;
gui/hud/building_name/wall_cosmo;Cosmic Wall;
gui/hud/building_description/wall_cosmo;cosmic energy wall that can reflect and amplify incoming attacks as cosmo damage and have the ability to self heal.;
gui/menu/research/name/cosmic_wall_lvl1;Cosmic Walls - Level 1;
gui/menu/research/name/cosmic_wall_lvl2;Cosmic Walls - Level 2;
gui/menu/research/name/cosmic_wall_lvl3;Cosmic Walls - Level 3;
gui/menu/research/description/cosmic_wall_lvl1;Further development of energy walls and technologies allow the creation of cosmic Walls.;
gui/menu/research/description/cosmic_wall_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful cosmic Walls.;
gui/menu/research/description/cosmic_wall_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of cosmic Walls.;
gui/hud/building_name/wall_gate_cosmo;Cosmic Gate;
gui/hud/building_description/wall_gate_cosmo;cosmic wall that can reflect and amplify incoming attacks as cosmic damage and have the ability to self heal;
gui/menu/research/name/wall_gate_cosmo_lvl1;Cosmo gate - Level 1;
gui/menu/research/name/wall_gate_cosmo_lvl2;Cosmo gate - Level 2;
gui/menu/research/name/wall_gate_cosmo_lvl3;Cosmo gate - Level 3;
gui/menu/research/description/cosmic energy gate_lvl1;Further development of technologies allow the creation of cosmic gates.;
gui/menu/research/description/cosmic energy gate_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful cosmic gates.;
gui/menu/research/description/cosmic energy gate_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of cosmic gates.;
gui/hud/building_name/wall_cryogenic;Cryo Wall;
gui/hud/building_description/wall_cryogenic;cryogenic energy wall that can reflect and amplify incoming attacks as cryogenic damage and have the ability to self heal.;
gui/menu/research/name/cryogenic_walls_lvl1;Cryo Walls - Level 1;
gui/menu/research/name/cryogenic_walls_lvl2;Cryo Walls - Level 2;
gui/menu/research/name/cryogenic_walls_lvl3;Cryo Walls - Level 3;
gui/menu/research/description/cryogenic_walls_lvl1;Further development of energy walls and technologies allow the creation of cryogenic Walls.;
gui/menu/research/description/cryogenic_walls_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful cryogenic Walls.;
gui/menu/research/description/cryogenic_walls_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of cryogenic Walls.;
gui/hud/building_name/wall_acidic;Acidic Wall;
gui/hud/building_description/wall_acidic;acidic energy wall that can reflect and amplify incoming attacks as acidic damage and have the ability to self heal.;
gui/menu/research/name/acidic_walls_lvl1;Acidic Walls - Level 1;
gui/menu/research/name/acidic_walls_lvl2;Acidic Walls - Level 2;
gui/menu/research/name/acidic_walls_lvl3;Acidic Walls - Level 3;
gui/menu/research/description/acidic_walls_lvl1;Further development of energy walls and technologies allow the creation of acidic Walls.;
gui/menu/research/description/acidic_walls_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful acidic Walls.;
gui/menu/research/description/acidic_walls_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of acidic Walls.;
gui/hud/building_name/wall_flame;Flame Wall;
gui/hud/building_description/wall_flame;flame wall that can reflect and amplify incoming attacks as fire damage and have the ability to self heal.;
gui/menu/research/name/flame_walls_lvl1;Flame Walls - Level 1;
gui/menu/research/name/flame_walls_lvl2;Flame Walls - Level 2;
gui/menu/research/name/flame_walls_lvl3;Flame Walls - Level 3;
gui/menu/research/description/flame_walls_lvl1;Further development of Flame walls and technologies allow the creation of flame Walls.;
gui/menu/research/description/flame_walls_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful fire Walls.;
gui/menu/research/description/flame_walls_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of fire Walls.;
gui/hud/building_name/wall_plasma;Plasma Wall;
gui/hud/building_description/wall_plasma;plasma wall that can reflect and amplify incoming attacks as plasmoid damage and have the ability to self heal.;
gui/menu/research/name/plasma_walls_lvl1;Plasma Walls - Level 1;
gui/menu/research/name/plasma_walls_lvl2;Plasma Walls - Level 2;
gui/menu/research/name/plasma_walls_lvl3;Plasma Walls - Level 3;
gui/menu/research/description/plasma_walls_lvl1;Further development of plasma walls and technologies allow the creation of plasma Walls.;
gui/menu/research/description/plasma_walls_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful plasma Walls.;
gui/menu/research/description/plasma_walls_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of plasma Walls.;
gui/hud/building_name/wall_gate_fire;Fire Gate;
gui/hud/building_description/wall_gate_fire;fire wall that can reflect and amplify incoming attacks as fire damage and have the ability to self heal;
gui/menu/research/name/wall_gate_fire_lvl1;Fire gate - Level 1;
gui/menu/research/name/wall_gate_fire_lvl2;Fire gate - Level 2;
gui/menu/research/name/wall_gate_fire_lvl3;Fire gate - Level 3;
gui/menu/research/description/fire gate_lvl1;Further development of technologies allow the creation of fire gates.;
gui/menu/research/description/fire gate_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful fire gates.;
gui/menu/research/description/fire gate_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of fire gates.;
gui/hud/building_name/wall_gate_cryogenic;Cryo Gate;
gui/hud/building_description/wall_gate_cryogenic;cryogenic wall that can reflect and amplify incoming attacks as cryogenic damage and have the ability to self heal;
gui/menu/research/name/wall_gate_cryogenic_lvl1;Cryo gate - Level 1;
gui/menu/research/name/wall_gate_cryogenic_lvl2;Cryo gate - Level 2;
gui/menu/research/name/wall_gate_cryogenic_lvl3;Cryo gate - Level 3;
gui/menu/research/description/cryogenic gate_lvl1;Further development of technologies allow the creation of cryogenic gates.;
gui/menu/research/description/cryogenic gate_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful cryogenic gates.;
gui/menu/research/description/cryogenic gate_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of cryogenic gates.;
gui/hud/building_name/wall_gate_acidic;Acidic Gate;
gui/hud/building_description/wall_gate_acidic;acidic wall that can reflect and amplify incoming attacks as acidic damage and have the ability to self heal;
gui/menu/research/name/wall_gate_acidic_lvl1;Acidic gate - Level 1;
gui/menu/research/name/wall_gate_acidic_lvl2;Acidic gate - Level 2;
gui/menu/research/name/wall_gate_acidic_lvl3;Acidic gate - Level 3;
gui/menu/research/description/acidic gate_lvl1;Further development of technologies allow the creation of acidic gates.;
gui/menu/research/description/acidic gate_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful acidic gates.;
gui/menu/research/description/acidic gate_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of acidic gates.;
gui/hud/building_name/wall_gate_flame;Flame Gate;
gui/hud/building_description/wall_gate_flame;flame wall that can reflect and amplify incoming attacks as flame damage and have the ability to self heal;
gui/menu/research/name/wall_gate_flame_lvl1;Flame gate - Level 1;
gui/menu/research/name/wall_gate_flame_lvl2;Flame gate - Level 2;
gui/menu/research/name/wall_gate_flame_lvl3;Flame gate - Level 3;
gui/menu/research/description/flame gate_lvl1;Further development of technologies allow the creation of flame gates.;
gui/menu/research/description/flame gate_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful flame gates.;
gui/menu/research/description/flame gate_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of flame gates.;
gui/hud/building_name/wall_gate_plasma;Plasma Gate;
gui/hud/building_description/wall_gate_plasma;plasma wall that can reflect and amplify incoming attacks as cosmo damage and have the ability to self heal;
gui/menu/research/name/wall_gate_plasma_lvl1;Plasma gate - Level 1;
gui/menu/research/name/wall_gate_plasma_lvl2;Plasma gate - Level 2;
gui/menu/research/name/wall_gate_plasma_lvl3;Plasma gate - Level 3;
gui/menu/research/description/plasma gate_lvl1;Further development of technologies allow the creation of plasma gates.;
gui/menu/research/description/plasma gate_lvl2;Integration of turbo-circuitry and backup power-lines lead to more durable and powerful plasma gates.;
gui/menu/research/description/plasma gate_lvl3;Introduction of better self-healing composite alloys and energy conversion matrices further boost efficiencies of Plasma gates.;
gui/menu/research/name/water_power_pump_lvl_1;Plasma Fusion Power - Level 1;
gui/menu/research/name/water_power_pump_lvl_2;Plasma Fusion Power - Level 2;
gui/menu/research/name/water_power_pump_lvl_3;Plasma Fusion Power - Level 3;
gui/menu/research/description/water_power_pump_lvl_1;Creates plasmatic using plasmanite ore;
gui/menu/research/description/water_power_pump_lvl_2;Creates plasmatic using plasmanite ore;
gui/menu/research/description/water_power_pump_lvl_3;Creates plasmatic using plasmanite ore;
gui/menu/research/name/magmatic_burner_lvl_1;Magmatic Burner - Level 1;
gui/menu/research/name/magmatic_burner_lvl_2;Magmatic Burner - Level 2;
gui/menu/research/name/magmatic_burner_lvl_3;Magmatic Burner - Level 3;
gui/menu/research/description/magmatic_burner_lvl_1;takes in flammable gas and converts it into magma liquid;
gui/menu/research/description/magmatic_burner_lvl_2;takes in flammable gas and converts it into magma liquid;
gui/menu/research/description/magmatic_burner_lvl_3;takes in flammable gas and converts it into magma liquid;
gui/menu/research/category_tower_arsenal;Tower Arsenal;
gui/hud/building_name/stealth_gen_II;Stealth Gen II;
gui/hud/building_description/stealth_gen_II;Cloaks nearby structures, hiding them from alien attacks its ideal for them little base you dont want the enemy attacking ;
gui/menu/research/name/stealth_gen_II_lvl_1;Stealth Gen II ;
gui/menu/research/description/stealth_gen_II_lvl_1;Cloaks nearby structures, hiding them from alien attacks its ideal for them little base you dont want the enemy attacking ;
gui/hud/building_name/plasma_stabilizer;Plasma Stabilizer;
gui/hud/building_description/plasma_stabilizer;Generates power using plasmoid fluid ;
gui/menu/research/name/plasma_stabilizer_lvl_1;Plasma Stabilizer ;
gui/menu/research/name/plasma_stabilizer_lvl_2;Plasma Stabilizer ;
gui/menu/research/name/plasma_stabilizer_lvl_3;Plasma Stabilizer ;
gui/menu/research/description/plasma_stabilizer_lvl_1;steady power rate;
gui/menu/research/description/plasma_stabilizer_lvl_2;steady power rate;
gui/menu/research/description/plasma_stabilizer_lvl_3;steady power rate;
gui/hud/building_name/cosmonite_synthesizer;Cosmonite Synthesizer;
gui/hud/building_description/cosmonite_synthesizer;Generates cosmonite at the cost off energy ;
gui/menu/research/name/cosmonite_synthesizer_lvl_1;Cosmonite Synthesizer ;
gui/menu/research/name/cosmonite_synthesizer_lvl_2;Cosmonite Synthesizer ;
gui/menu/research/name/cosmonite_synthesizer_lvl_3;Cosmonite Synthesizer ;
gui/menu/research/description/cosmonite_synthesizer_lvl_1;;
gui/menu/research/description/cosmonite_synthesizer_lvl_2;;
gui/menu/research/description/cosmonite_synthesizer_lvl_3;;
gui/hud/building_name/tower_cosmic_hcm;Cosmic Hcm Tower;
gui/hud/building_description/tower_cosmic_hcm;the cosmic hcm heavy cluster missles is like the artillery with its long range and explosion capabilities ;
gui/menu/research/name/tower_cosmic_hcm_lvl_1;Cosmic Hcm Tower - Level 1;
gui/menu/research/name/tower_cosmic_hcm_lvl_2;Cosmic Hcm Tower - Level 2;
gui/menu/research/name/tower_cosmic_hcm_lvl_3;Cosmic Hcm Tower - Level 3;
gui/menu/research/description/tower_cosmic_hcm_lvl_1;information unkown ;
gui/menu/research/description/tower_cosmic_hcm_lvl_2;information unkown ;
gui/menu/research/description/tower_cosmic_hcm_lvl_3;information unkown ;
gui/hud/building_name/bio_elemant_creator;Bio Elemant Creator;
gui/hud/building_description/bio_elemant_creator;the bio elemant creator allows the use of plamoid liquid that can power our heavy artillery ;
gui/menu/research/name/bio_elemant_creator_lvl_1;Bio Elemant Creator - Level 1;
gui/menu/research/name/bio_elemant_creator_lvl_2;Bio Elemant Creator - Level 2;
gui/menu/research/name/bio_elemant_creator_lvl_3;Bio Elemant Creator - Level 3;
gui/menu/research/description/bio_elemant_creator_lvl_1;
gui/menu/research/description/bio_elemant_creator_lvl_2;
gui/menu/research/description/bio_elemant_creator_lvl_3;
gui/hud/building_name/bio_plasma_compressor;Bio Plasma Compressor;
gui/hud/building_description/bio_plasma_compressor;
gui/menu/research/name/bio_plasma_compressor_lvl_1;Bio Elemant Creator - Level 1;
gui/menu/research/name/bio_plasma_compressor_lvl_2;Bio Elemant Creator - Level 2;
gui/menu/research/name/bio_plasma_compressor_lvl_3;Bio Elemant Creator - Level 3;
gui/menu/research/description/bio_plasma_compressor_lvl_1;
gui/menu/research/description/bio_plasma_compressor_lvl_2;
gui/menu/research/description/bio_plasma_compressor_lvl_3;
gui/hud/building_name/plasmatic_filtering_plant;Plasmatic Filtering Plant;
gui/hud/building_description/plasmatic_filtering_plant;plasmatic_filtering_plant ;
gui/menu/research/name/plasmatic_filtering_plant_lvl_1;Plasmatic Filtering Plant - Level 1;
gui/menu/research/name/plasmatic_filtering_plant_lvl_2;Plasmatic Filtering Plant - Level 2;
gui/menu/research/name/plasmatic_filtering_plant_lvl_3;Plasmatic Filtering Plant - Level 3;
gui/menu/research/description/plasmatic_filtering_plant_lvl_1;takes in flammable gas and converts it into magma liquid;
gui/menu/research/description/plasmatic_filtering_plant_lvl_2;takes in flammable gas and converts it into magma liquid;
gui/menu/research/description/plasmatic_filtering_plant_lvl_3;takes in flammable gas and converts it into magma liquid;
gui/hud/building_name/cryogenic_refinery;Cryogenic Refinery;
gui/hud/building_description/cryogenic_refinery;makes cryo tower ammo ;
gui/hud/building_name/acidic_refinery;Acidic Refinery;
gui/hud/building_description/acidic_refinery;makes cryo tower ammo ;
gui/hud/building_name/flame_refinery;Flame Refinery;
gui/hud/building_description/flame_refinery;makes magmatic tower ammo ;
gui/hud/building_name/cosmic_refinery;Cosmic Refinery;
gui/hud/building_description/cosmic_refinery;makes cosmic tower ammo ;
gui/hud/building_name/plasmoid_refinery;Plasmoid Refinery;
gui/hud/building_description/plasmoid_refinery;makes plasmoid tower ammo ;
gui/hud/building_name/plasmatic_powerplant;Plasmatic Powerplant;
gui/hud/building_description/plasmatic_powerplant;Turns plasmatic liquid into energy ;
gui/menu/research/name/plasmatic_powerplant_lvl_1;Plasmatic Powerplant - Level 1;
gui/menu/research/name/plasmatic_powerplant_lvl_2;Plasmatic Powerplant - Level 2;
gui/menu/research/name/plasmatic_powerplant_lvl_3;Plasmatic Powerplant - Level 3;
gui/menu/research/description/plasmatic_powerplant_lvl_1;
gui/menu/research/description/plasmatic_powerplant_lvl_2;
gui/menu/research/description/plasmatic_powerplant_lvl_3;
gui/hud/building_name/cosmoganic_gas_extractor;Cosmoganic Gas Extractor;
gui/hud/building_description/cosmoganic_gas_extractor;
gui/menu/research/name/cosmoganic_gas_extractor_lvl_1;Cosmic Flora Cultivation - Level 1;
gui/menu/research/name/cosmoganic_gas_extractor_lvl_2;Cosmic Flora Cultivation - Level 2;
gui/menu/research/name/cosmoganic_gas_extractor_lvl_3;Cosmic Flora Cultivation - Level 3;
gui/menu/research/description/cosmoganic_gas_extractor_lvl_1;
gui/menu/research/description/cosmoganic_gas_extractor_lvl_2;
gui/menu/research/description/cosmoganic_gas_extractor_lvl_3;
gui/hud/building_name/cosmic_cultivator;Cosmic Cultivator;
gui/hud/building_description/cosmic_cultivator;plants plants :);
gui/menu/research/description/cosmic_flora_cultivation_lvl_1;Allows the Riftbreaker to build Cultivators and Harvesting Stations. These drone operated buildings are used to grow and cultivate saplings of species of local flora. They can be collected for biomass or other resources.;
gui/menu/research/description/cosmic_flora_cultivation_lvl_2;A set of upgrades for Cultivators and Harvesting Stations that increases the drones.;
gui/menu/research/description/cosmic_flora_cultivation_lvl_3;A set of upgrades for Cultivators and Harvesting Stations that increases the drones.;
gui/menu/research/name/cosmic_flora_cultivation_lvl_1;Cosmic Flora Cultivation – Level 1;
gui/menu/research/name/cosmic_flora_cultivation_lvl_2;Cosmic Flora Cultivation – Level 2;
gui/menu/research/name/cosmic_flora_cultivation_lvl_3;Cosmic Flora Cultivation – Level 3;
gui/hud/building_name/cosmic_collector;Cosmic Collector;
gui/hud/building_description/cosmic_collector;Collects plants :);
gui/menu/research/description/cosmic_collector_lvl_1;;
gui/menu/research/description/cosmic_collector_lvl_2;;
gui/menu/research/description/cosmic_collector_lvl_3;;
gui/menu/research/name/cosmic_collector_lvl_1;Cosmic Flora Collector – Level 1;
gui/menu/research/name/cosmic_collector_lvl_2;Cosmic Flora Collector – Level 2;
gui/menu/research/name/cosmic_collector_lvl_3;Cosmic Flora Collector – Level 3;
gui/hud/building_name/liquid_filtering_plant;Liquid Filtering Plant;
gui/hud/building_description/liquid_filtering_plant;takes in any off theses liquids (sludge  mud  water) to make cosmoganic gas
gui/menu/research/description/liquid_filtering_plant_lvl_1;
gui/menu/research/description/liquid_filtering_plant_lvl_2;
gui/menu/research/description/liquid_filtering_plant_lvl_3;
gui/menu/research/name/liquid_filtering_plant_lvl_1;Liquid Filtering Plant – Level 1;
gui/menu/research/name/liquid_filtering_plant_lvl_2;Liquid Filtering Plant – Level 2;
gui/menu/research/name/liquid_filtering_plant_lvl_3;Liquid Filtering Plant – Level 3;
gui/hud/building_name/plasmanite_centrifuge;Plasmanite Centrifuge;
gui/hud/building_description/plasmanite_centrifuge;Converts cosmonite ore into Plasmanite
gui/menu/research/description/plasmanite_centrifuge_lvl_1;
gui/menu/research/description/plasmanite_centrifuge_lvl_2;
gui/menu/research/description/plasmanite_centrifuge_lvl_3;
gui/menu/research/name/plasmanite_centrifuge_lvl_1;Plasmanite Centrifuge – Level 1;
gui/menu/research/name/plasmanite_centrifuge_lvl_2;Plasmanite Centrifuge – Level 2;
gui/menu/research/name/plasmanite_centrifuge_lvl_3;Plasmanite Centrifuge – Level 3;
gui/hud/building_name/cosmic_portal;Cosmic Portal;
gui/hud/building_description/cosmic_portal;its as same as the normal portal but with closer range capabilities;
gui/menu/research/name/cosmic_portal;Cosmic Portal;
gui/menu/research/description/cosmic_portal;allows the use of closer teleporters ;
;
gui/hud/building_name/tower_drone_attack_acidic;Tower Attack Drone Acidic;
gui/hud/building_name/tower_drone_attack_plasmoid;Tower Attack Drone Plasmoid;
gui/hud/building_name/tower_drone_attack_cryogenic;Tower Attack Drone Cryo;
gui/hud/building_name/tower_drone_attack_cosmic;Tower Attack Drone Cosmic;
gui/hud/building_name/tower_drone_attack_magmatic;Tower Attack Drone Fire;
;
gui/hud/building_description/tower_drone_attack_mod;allows the use of different elemental drone towers ;
gui/menu/research/name/tower_drone_attack_mod_lvl_1;Tower Drone Attack - Level 1;
gui/menu/research/name/tower_drone_attack_mod_lvl_2;Tower Drone Attack - Level 2;
gui/menu/research/name/tower_drone_attack_mod_lvl_3;Tower Drone Attack - Level 3;
gui/menu/research/description/tower_drone_attack_mod_lvl_1;allows the use of different elemental drone towers ;
gui/menu/research/description/tower_drone_attack_mod_lvl_2;increase drones by 1 ;
gui/menu/research/description/tower_drone_attack_mod_lvl_3;increase drones by 1 ;
;
gui/hud/building_name/tower_cryogenic_laser;Cryogenic Laser Tower;
gui/hud/building_description/tower_cryogenic_laser;deeper research into galatea 37 and the scientests created Cryogenic laser towers;
;
gui/hud/building_name/tower_acidic_laser;Acidic Laser Tower;
gui/hud/building_description/tower_acidic_laser;deeper research into galatea 37 and the scientests created acidic laser towers;
;
gui/hud/building_name/tower_flame_laser;Flame Laser Tower;
gui/hud/building_description/tower_flame_laser;deeper research into galatea 37 and the scientests created flame laser towers;
;
gui/hud/building_name/tower_cosmic_laser;Cosmic Laser Tower;
gui/hud/building_description/tower_cosmic_laser;deeper research into galatea 37 and the scientests created cosmic laser towers;
;
gui/hud/building_name/tower_plasmoid_laser;Plasmoid Laser Tower;
gui/hud/building_description/tower_plasmoid_laser;deeper research into galatea 37 and the scientests created plasmoid laser towers;
;

