;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/planetary_scanner/base_info_buildings_defense_modd;Tower Arsenal Defense Buildings:;;;;;;;;;
biomes/ArcticIslands/ArcticIslands.biome;Arctic lands;
DIALOG/arctic_samples/mech_orbital_scanning_arctic_13;Ashley, I am afraid that the Research Station will not be able to scan the cosmic colony from a safe distance. It would have to be placed very close to the root of the colony to work properly. We will not be able to build anything that close to the root without being overwhelmed by its growth, especially given the fact that we do not want to destroy it.;Skanowanie orbitalne zakończone. Zlokalizowaliśmy dużą kolonię kwasowych drożdży. Zaznaczyłem współrzędne skoku na interfejsie Skanera Planetarnego. Uwaga! Zalecam opracowanie Osłony Kwasowej przed wizytą w tym miejscu. Bez tego trudno będzie tam przetrwać.;Эшли, боюсь, что исследовательская станция не сможет сканировать колонию с безопасного расстояния. Для нормальной работы ее придется разместить очень близко к корню колонии. Мы не сможем построить ничего настолько близко к корню, чтобы его рост не поглотил наши постройки, особенно учитывая тот факт, что мы не хотим его уничтожить.;Ashley, j'ai bien peur que la station de recherche ne soit pas capable d'analyser la colonie si elle se trouve à une distance raisonnable. Il faudrait la placer tout près de la racine de la colonie pour que cela fonctionne. Nous ne pourrons pas construire quoi que ce soit aussi près de la racine sans que le bâtiment soit détruit par la croissance des levures, puisque nous ne voulons pas les détruire.;Ashley, ich fürchte, die Forschungsstation wird es nicht schaffen, die Kolonie aus einer sicheren Entfernung zu scannen. Sie müsste sehr nahe an der Wurzel der Kolonie platziert werden, um richtig zu funktionieren. Es wird nicht möglich sein, irgendetwas so nahe an der Wurzel zu bauen, ohne durch ihr Wachstum überwältigt zu werden. Vor allem, wenn wir sie nicht zerstören wollen.;Ashley, me temo que la estación de investigación no va a ser capaz de escanear la colonia desde una distancia segura, tendría que colocarse muy cerca de la raíz de la colonia para que funcionara adecuadamente. No vamos a poder construir nada tan cerca de la raíz sin que su crecimiento nos afecte, sobre todo, si no queremos destruirla.;Ashley, temo que a Estação de Pesquisa não seja capaz de explorar a colônia a uma distância segura. Ela deveria ser posicionada bem perto da raiz da colônia para funcionar adequadamente. Nós não seremos capazes de construir nada tão perto da raiz sem sermos engolidos pelo seu crescimento, especialmente devido ao fato de que não queremos destruí-la.;轨道扫描完成。我们定位到一个大型酸性酵母菌群，我已经在行星扫描仪界面上标注的坐标。注意！建议在出发前先提升抗酸性能，否则我们很难扛下来。;軌道スキャン完了。酸性イースト菌の大規模なコロニーを発見。軌道スキャナのインターフェイスにリフトジャンプの座標を表示した。警告！その場所へ行く前に耐酸シールドの開発を推奨する。シールドなしにそこでの生存は厳しいだろう。;애슐리, 연구 스테이션이 안전거리에서 군락지를 스캔할 수 없습니다. 제대로 작동하려면 군락지 핵심에 아주 가까이 위치해야 합니다. 핵심부 근처에 성장의 방해를 받지 않고 건설하는 건 불가능합니다. 특히 살아있는 군락지를 조사하고 싶다면요.
DIALOG/arctic_samples/mech_orbital_scanning_arctic_14;Standard and anti floor tiles are going to be corroded by the colony.;
DIALOG/arctic_samples/mech_orbital_scanning_arctic_001;The Research Lab has finished gathering data on the cosmic root Objective completed.;
DIALOG/arctic_samples/mech_orbital_scanning_arctic_01;Affirmative Ashley. Orbital scanning in progress, analyzing cosmic yeast growth patterns...;
DIALOG/arctic/mech_orbital_scanning_17;Understood, Ashley. I am starting the Orbital scanning procedure and searching for mineable Cosmonite deposits. In the meantime we should research Cosmonite Handling technology to be able to actually construct Cosmonite mining stations.;
DIALOG/arctic/mech_orbital_scanning_18;Orbital scanning finished. We have calculated a favorable location for a Cosmonite mining outpost. I am detecting multiple cosmic yeast colonies in this area.;
DIALOG/arctic_samples/mech_orbital_scanning_arctic_02;Orbital scanning finished. We have found something interesting. There are a few areas within the Arctic Islands that are entirely surrounded by the cosmic yeast colonies. Spectral analysis confirms that Cosmonite should be present there, however, the cosmic yeast is actively avoiding these zones.;
DIALOG/arctic_outpost/mech_resource_outpost_11;Rift jump successful. Orbital scanning was correct. I am detecting multiple rich Cosmonite deposits nearby. Warning! Cosmic yeast activity is very high in this area.;
DIALOG/arctic_outpost/mech_resource_outpost_12;Once we establish a permanent outpost, we could also try to destroy the roots of the cosmic yeast colonies. That should stop them from spreading further.;
DIALOG/arctic_outpost/mech_resource_outpost_13;Outpost construction finished. We should construct rare element mines on the Cosmonite ore deposits near our base, and start mining this resource.;
DIALOG/arctic_outpost/mech_resource_outpost_14;That is a good idea. Also do not forget to secure our outpost with advanced defense towers. Setting up a few Radars would also be a good idea. They can monitor the growth of cosmic yeast colonies.;
DIALOG/arctic_outpost/mech_resource_outpost_15;We have mined half of the Cosmonite that we need to finish constructing the tower arsenal we've acquired I am detecting increased activity amongst the local fauna.;
DIALOG/arctic_outpost/mech_resource_outpost_16;Warning! I'm detecting a massive swarm of arctic creatures heading towards our outpost. We still have some time to prepare. Strengthen our defenses as much as possible. This attack is going to be very strong.;
DIALOG/arctic_outpost/mech_resource_outpost_17;I'm not detecting any large groups of creatures in the vicinity of our base. We fended off the arctic-islands attack.;
DIALOG/arctic_outpost/mech_resource_outpost_18;Ashley, we have gathered enough Cosmonite to construct some new technologies. We should return to HQ to check on our base.;
DIALOG/arctic_outpost/ashley_resource_outpost_11;Ok, let's look for an easily defendable position near a Cosmonite ore deposit, and remember to build our base on Graffiti floor tiles. This biome is not going to give up its resources easily.;
DIALOG/arctic_outpost/ashley_resource_outpost_12;That could adversely change the ecological balance of this Arctic biome. Let's treat that option as a last resort.;
DIALOG/arctic_outpost/ashley_resource_outpost_13;Rare element mines consume a lot of power. There's a natural abundance of refinable sludge in this biome. We can easily power our base with Gas Power plants and water power pumps.;
DIALOG/arctic_outpost/ashley_resource_outpost_15;The attacks against our outpost are increasing in strength and numbers. We should build up more advanced defensive towers to protect our base. Cosmic yeast is also creeping up from all directions. This area is very rich in resources, so we can establish additional mining bases if we need to expand our economy.
DIALOG/arctic_outpost/ashley_resource_outpost_16;The mining operation must have disturbed a lot of them. We are going to need advanced defense towers to repel these creatures. Also, let's not forget about setting up minefields and traps on the critical paths towards our outpost.;
DIALOG/arctic_outpost/ashley_resource_outpost_17;We've defended our outpost against hordes of cosmic-spitting monsters, giant cosmic rock golems, underground death bugs, and all-devouring cosmic yeast. I call it a day...;
DIALOG/arctic_outpost/ashley_resource_outpost_18;That is an excellent idea. This outpost will remain here as a permanent base of operations. We can even build up more mines and factories here to boost our economy. All of the resources that are produced here will be automatically transferred to our HQ as long as the Orbital Scanner is operational. Long-distance rift travel and resource transportation are not possible without it.;
