;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/name/defense_gear_mod_advanced;Defense Gear Mod - Advanced;;;;;;;;;
gui/menu/research/name/defense_gear_mod_superior;Defense Gear Mod - Superior;;;;;;;;;
gui/menu/research/name/defense_gear_mod_extreme;Defense Gear Mod - Extreme;;;;;;;;;
gui/menu/research/description/defense_gear_mod_Standard;
gui/menu/research/description/defense_gear_mod_advanced;;;;;;;;;;
gui/menu/research/description/defense_gear_mod_superior;;;;;;;;;;
gui/menu/research/description/defense_gear_mod_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_name/defense_gear_mod_standard;Defense Gear Mod;;;;;;;;;
gui/menu/inventory/upgrade_name/defense_gear_mod_advanced;Defense Gear Mod;;;;;;;;;
gui/menu/inventory/upgrade_name/defense_gear_mod_superior;Defense Gear Mod;;;;;;;;;
gui/menu/inventory/upgrade_name/defense_gear_mod_extreme;Defense Gear Mod;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_description/defense_gear_mod;This upgrade module is a modified defence drone module designed to dish out damage to help aid Mr. Riggs by shot down enemy projectiles;
