;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/artificial_spawner_waves_jungle;Tropical Zone – Standard, Tropical Zone – Advanced, Tropical Zone – Superior, Tropical Zone – Extreme;Strefa Tropikalna – Standardowa, Strefa Tropikalna – Zaawansowana, Strefa Tropikalna – Świetna, Strefa Tropikalna – Ekstremalna;Тропическая зона – Стандартно, Тропическая зона – Улучшено, Тропическая зона – Превосходно, Тропическая зона – Экстремально;Zone tropicale – Niveau standard, Zone tropicale – Niveau avancé, Zone tropicale – Niveau supérieur, Zone tropicale – Niveau extrême;Tropische Zone – Standard, Tropische Zone – Fortgeschritten, Tropische Zone – Außergewöhnlich, Tropische Zone – Profi;Zona tropical – Estándar, Zona tropical – Avanzada, Zona tropical – Superior, Zona tropical – Extrema;Zona Tropical – Padrão, Zona Tropical – Avançada, Zona Tropical – Superior, Zona Tropical – Extrema;热带地区 – 标准, 热带地区 – 中级, 热带地区 – 高级, 热带地区 – 终极;熱帯 – ベーシック, 熱帯 – アドバンス, 熱帯 – エピック, 熱帯 – レジェンド;열대 지대 – 기본, 열대 지대 – 고급, 열대 지대 – 탁월, 열대 지대 – 극한
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_magma;Volcanic Area;Obszar Wulkaniczny;Вулканическая область;Zone volcanique;Vulkangebiet;Área volcánica;Área Vulcânica;火山地区;火山帯;화산 지대
gui/menu/research/description/artificial_spawner_waves_magma;Volcanic Area – Standard, Volcanic Area – Advanced, Volcanic Area – Superior, Volcanic Area – Extreme;Obszar Wulkaniczny – Standardowa, Obszar Wulkaniczny – Zaawansowana, Obszar Wulkaniczny – Świetna, Obszar Wulkaniczny – Ekstremalna;Вулканическая область – Стандартно, Вулканическая область – Улучшено, Вулканическая область – Превосходно, Вулканическая область – Экстремально;Zone volcanique – Niveau standard, Zone volcanique – Niveau avancé, Zone volcanique – Niveau supérieur, Zone volcanique – Niveau extrême;Vulkangebiet – Standard, Vulkangebiet – Fortgeschritten, Vulkangebiet – Außergewöhnlich, Vulkangebiet – Profi;Área volcánica – Estándar, Área volcánica – Avanzada, Área volcánica – Superior, Área volcánica – Extrema;Área Vulcânica – Padrão, Área Vulcânica – Avançada, Área Vulcânica – Superior, Área Vulcânica – Extrema;火山地区 – 标准, 火山地区 – 中级, 火山地区 – 高级, 火山地区 – 终极;火山帯 – ベーシック, 火山帯 – アドバンス, 火山帯 – エピック, 火山帯 – レジェンド;화산 지대 – 기본, 화산 지대 – 고급, 화산 지대 – 탁월, 화산 지대 – 극한
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_metallic;Metallic Valley;Metaliczna Dolina;Железная долина;Vallée métallique;Metalltal;Valle metálico;Vale Metálico;合金峡谷;鋼鉄の谷;금속 계곡
gui/menu/research/description/artificial_spawner_waves_metallic;Metallic Valley – Standard, Metallic Valley – Advanced, Metallic Valley – Superior, Metallic Valley – Extreme;Metaliczna Dolina – Standardowa, Metaliczna Dolina – Zaawansowana, Metaliczna Dolina – Świetna, Metaliczna Dolina – Ekstremalna;Железная долина – Стандартно, Железная долина – Улучшено, Железная долина – Превосходно, Железная долина – Экстремально;Vallée métallique – Niveau standard, Vallée métallique – Niveau avancé, Vallée métallique – Niveau supérieur, Vallée métallique – Niveau extrême;Metalltal – Standard, Metalltal – Fortgeschritten, Metalltal – Außergewöhnlich, Metalltal – Profi;Valle metálico – Estándar, Valle metálico – Avanzada, Valle metálico – Superior, Valle metálico – Extrema;Vale Metálico – Padrão, Vale Metálico – Avançada, Vale Metálico – Superior, Vale Metálico – Extrema;合金峡谷 – 标准, 合金峡谷 – 中级, 合金峡谷 – 高级, 合金峡谷 – 终极;鋼鉄の谷 – ベーシック, 鋼鉄の谷 – アドバンス, 鋼鉄の谷 – エピック, 鋼鉄の谷 – レジェンド;금속 계곡 – 기본, 금속 계곡 – 고급, 금속 계곡 – 탁월, 금속 계곡 – 극한
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_swamp;Fungal Swamp;Grzybowe Bagno;Грибная топь;Marais fongique;Pilzsumpf;Ciénaga fúngica;Pântano Fúngico;真菌沼泽;真菌の沼;균류 늪지
gui/menu/research/description/artificial_spawner_waves_swamp;Fungal Swamp – Standard, Fungal Swamp – Advanced, Fungal Swamp – Superior, Fungal Swamp – Extreme;Grzybowe Bagno – Standardowa, Grzybowe Bagno – Zaawansowana, Grzybowe Bagno – Świetna, Grzybowe Bagno – Ekstremalna;Грибная топь – Стандартно, Грибная топь – Улучшено, Грибная топь – Превосходно, Грибная топь – Экстремально;Marais fongique – Niveau standard, Marais fongique – Niveau avancé, Marais fongique – Niveau supérieur, Marais fongique – Niveau extrême;Pilzsumpf – Standard, Pilzsumpf – Fortgeschritten, Pilzsumpf – Außergewöhnlich, Pilzsumpf – Profi;Ciénaga fúngica – Estándar, Ciénaga fúngica – Avanzada, Ciénaga fúngica – Superior, Ciénaga fúngica – Extrema;Pântano Fúngico – Padrão, Pântano Fúngico – Avançada, Pântano Fúngico – Superior, Pântano Fúngico – Extrema;真菌沼泽 – 标准, 真菌沼泽 – 中级, 真菌沼泽 – 高级, 真菌沼泽 – 终极;真菌の沼 – ベーシック, 真菌の沼 – アドバンス, 真菌の沼 – エピック, 真菌の沼 – レジェンド;균류 늪지 – 기본, 균류 늪지 – 고급, 균류 늪지 – 탁월, 균류 늪지 – 극한;;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_bosses1;Bosses part 1;;;;;;;;;
gui/menu/research/description/artificial_spawner_bosses1;Arachnoid Boss, Baxmoth Boss, Gnerot Boss, Krocoon Boss, Magmoth Boss;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_bosses2;Bosses part 2;;;;;;;;;
gui/menu/research/description/artificial_spawner_bosses2;Nerilian Boss, Nurglax Boss, Stregaros Boss, Shegrets;;;;;;;;;
;;;;;;;;;;
